namespace	row	guid	reason	source	status	model	zh_text	source_text	text	official_en_text	shared_source_count
/Game/Data/DataTables/Lottery/LotteryPool/DT_LotteryPool	30001	27CC6BC24F1CCE6B110BDEBCECAF6436	missing_in_en	missing_in_en_gemini	translated	gemini-3.1-flash-lite-preview	"使用<span color=""#FFE398"">忘形之契</>进行灵遇，每次灵遇会消耗1个<span color=""#FFE398"">忘形之契</>，概率获得稀有奖励。[br] [br]灵遇<span color=""#FFE398"">160</>次必定获得幻化套装<span color=""#FF5D53"">【东方曜·云狌残响】</>，包含幻化<span color=""#FF5D53"">东方曜·云狌残响</>、凝武皮肤<span color=""#FF5D53"">啼猿惊刃</>及特效<span color=""#FF5D53"">云狌残响</>，<span color=""#FF5D53"">红色品质奖励</>不可重复获取。[br]灵遇<span color=""#FFE398"">10</>次必定获得<span color=""#COB3FF"">紫色品质奖励</>，获得后次数重新累计。重复获得超过持有上限的<span color=""#COB3FF"">紫色品质奖励</>时，将会转化为<span color=""#5EA8F3"">残契*40</>。[br] [br]累计灵遇到一定次数时，可额外获得对应的灵遇次数奖励。[br] [br]若在<span color=""#FF5D53"">【东方曜·云狌残响】</>幻化灵遇中未命中<span color=""#FF5D53"">红色品质奖励</>，则该保底次数可继承至后续红色品质的幻化灵遇中；若已命中<span color=""#FF5D53"">红色品质奖励</>，则保底次数将跟随当期幻化灵遇结束而重置。"	"使用<span color=""#FFE398"">忘形之契</>进行灵遇，每次灵遇会消耗1个<span color=""#FFE398"">忘形之契</>，概率获得稀有奖励。[br] [br]灵遇<span color=""#FFE398"">160</>次必定获得幻化套装<span color=""#FF5D53"">【东方曜·云狌残响】</>，包含幻化<span color=""#FF5D53"">东方曜·云狌残响</>、凝武皮肤<span color=""#FF5D53"">啼猿惊刃</>及特效<span color=""#FF5D53"">云狌残响</>，<span color=""#FF5D53"">红色品质奖励</>不可重复获取。[br]灵遇<span color=""#FFE398"">10</>次必定获得<span color=""#COB3FF"">紫色品质奖励</>，获得后次数重新累计。重复获得超过持有上限的<span color=""#COB3FF"">紫色品质奖励</>时，将会转化为<span color=""#5EA8F3"">残契*40</>。[br] [br]累计灵遇到一定次数时，可额外获得对应的灵遇次数奖励。[br] [br]若在<span color=""#FF5D53"">【东方曜·云狌残响】</>幻化灵遇中未命中<span color=""#FF5D53"">红色品质奖励</>，则该保底次数可继承至后续红色品质的幻化灵遇中；若已命中<span color=""#FF5D53"">红色品质奖励</>，则保底次数将跟随当期幻化灵遇结束而重置。"	"Use <span color=""#FFE398"">Oaths of Oblivion</> for Spirit Encounters. Each encounter consumes 1 <span color=""#FFE398"">Oath of Oblivion</> and has a chance to grant rare rewards.[br] [br]Performing <span color=""#FFE398"">160</> Spirit Encounters guarantees the Illusion Set <span color=""#FF5D53"">【Dongfang Yao · Cloud Ape Echo】</>, which includes the Illusion <span color=""#FF5D53"">Dongfang Yao · Cloud Ape Echo</>, the Condensed Weapon skin <span color=""#FF5D53"">Ape-Startling Blade</>, and the effect <span color=""#FF5D53"">Cloud Ape Echo</>. <span color=""#FF5D53"">Red-quality rewards</> cannot be obtained repeatedly.[br]Performing <span color=""#FFE398"">10</> Spirit Encounters guarantees a <span color=""#COB3FF"">Purple-quality reward</>. The counter resets upon obtaining one. If you receive a <span color=""#COB3FF"">Purple-quality reward</> that exceeds your inventory limit, it will be converted into <span color=""#5EA8F3"">Residual Oaths x40</>.[br] [br]Accumulate a certain number of Spirit Encounters to receive additional milestone rewards.[br] [br]If you do not obtain a <span color=""#FF5D53"">Red-quality reward</> during the <span color=""#FF5D53"">【Dongfang Yao · Cloud Ape Echo】</> event, the pity counter will carry over to future Red-quality Illusion events. If you have already obtained the <span color=""#FF5D53"">Red-quality reward</>, the pity counter will reset when the current event ends."		1
/Game/Data/DataTables/Mail/DT_MailBodyDataTable	1044	0B63FFCD46CDF3241344BDB481191A94	missing_in_en	missing_in_en_gemini	translated	gemini-3.1-flash-lite-preview	亲爱的元流之子：以下是微信游戏中心启动每日登录礼包。此外您还可以在流光试炼中获得环金+3%的奖励。祝您游戏愉快！	亲爱的元流之子：以下是微信游戏中心启动每日登录礼包。此外您还可以在流光试炼中获得环金+3%的奖励。祝您游戏愉快！	Dear Child of the Origin: Here is your daily login gift from the WeChat Game Center. Additionally, you can receive a +3% bonus to Ring Gold in the Flowing Light Trials. Enjoy the game!		1
/Game/Data/DataTables/Mail/DT_MailBodyDataTable	1045	0C212B9B4923D7287959969C51DB1324	missing_in_en	missing_in_en_gemini	translated	gemini-3.1-flash-lite-preview	亲爱的元流之子：感谢您使用QQ游戏中心启动游戏，每日首次登录，您将获得：环金×200，以及流光试炼中环金+3%加成！	亲爱的元流之子：感谢您使用QQ游戏中心启动游戏，每日首次登录，您将获得：环金×200，以及流光试炼中环金+3%加成！	Dear Child of the Origin: Thank you for launching the game via the QQ Game Center. For your first login of the day, you will receive: Ring Gold x200, plus a +3% bonus to Ring Gold in the Flowing Light Trials!		1
/Game/Data/DataTables/Network/DT_NetMessageErrorDefine_Plateau	11959	D8AE6C17477087426FD0158C3E9C968B	missing_in_en	missing_in_en_gemini	translated	gemini-3.1-flash-lite-preview	你或队友装等不足,无法匹配	你或队友装等不足,无法匹配	You or a teammate does not meet the required Gear Score to matchmake.		1
/Game/Data/DataTables/NewbieGuide/DT_NewbieGuide	100033	C03527A040CBC75604312D84A7EE7F3F	missing_in_en	missing_in_en_gemini	translated	gemini-3.1-flash-lite-preview	锁定视角（手柄）	锁定视角（手柄）	Lock Camera (Controller)		2
/Game/Data/DataTables/NewbieGuide/DT_NewbieGuide	10018	0EB7DB54478DD3520FB8BFB8AD5655F5	missing_in_en	missing_in_en_gemini	translated	gemini-3.1-flash-lite-preview	锁定视角（手柄）	锁定视角（手柄）	Lock Camera (Controller)		2
/Game/Data/DataTables/NewbieGuide/DT_NewbieGuide	10018	C76593CA447D3E75C5C418ADD4504F51	missing_in_en	missing_in_en_gemini	translated	gemini-3.1-flash-lite-preview	按下{0}锁定敌人，索敌后会自动面向敌人。	按下{0}锁定敌人，索敌后会自动面向敌人。	Press {0} to lock onto an enemy. Once locked, you will automatically face the target.		1
/Game/Data/DataTables/QuestTable/LevelSide/DT_LevelSideQuest_DuChenYang	2028001	70FB1F7A4D0F2E43697B61944122ACEF	missing_in_en	missing_in_en_gemini	translated	gemini-3.1-flash-lite-preview	居所开启:神秘学舍	居所开启:神秘学舍	Residence Unlocked: Mystery Academy		1
/Game/Data/DataTables/RPVP/Credit/DT_RPVP_LowCreditPunish	2	30E5F6BC40BFA29B51721F9991FD9EF2	missing_in_en	missing_in_en_gemini	translated	gemini-3.1-flash-lite-preview	信誉分较低，只能获得70%奖励	信誉分较低，只能获得70%奖励	Credit Score too low. You can only receive 70% of rewards.		1
/Game/Data/DataTables/RPVP/Credit/DT_RPVP_LowCreditPunish	4	4A6DBDD644ADC2BC8C35D594AC4C786A	missing_in_en	missing_in_en_gemini	translated	gemini-3.1-flash-lite-preview	信誉分过低，不能参与排位赛	信誉分过低，不能参与排位赛	Credit Score too low to participate in Ranked matches.		2
/Game/Data/DataTables/RPVP/Credit/DT_RPVP_LowCreditPunish	5	743B693043F9A09E4EEC7F9A1FA464FF	missing_in_en	missing_in_en_gemini	translated	gemini-3.1-flash-lite-preview	信誉分过低，不能参与排位赛	信誉分过低，不能参与排位赛	Credit Score too low to participate in Ranked matches.		2
/Game/Data/DataTables/RPVP/Instruction/DT_RPVP_Instruction_Content	99001	CD920CF94E9D38A6B2120B9A2759E53F	missing_in_en	missing_in_en_gemini	translated	gemini-3.1-flash-lite-preview	1.信誉分代表近期游戏行为，玩家的初始信誉分都是100分；[br]2.玩家的以下违规行为会扣除一定信誉分：[br]         短时间多次主动退出对局；[br]         短时间多次拒绝匹配；[br]         在对局中挂机；[br]    主动退出对局和拒绝匹配次数会统计最近24小时内的行为，还会导致禁赛惩罚；[br]    在对局中多次、严重挂机的信誉分惩罚会逐步递增，甚至会被踢出对局；[br]3.玩家的正常游戏行为可以恢复信誉分：[br]         每日登录会恢复2点信誉分；[br]         每次正常完成对局，且在对局中无违规行为，会恢复1点信誉分；[br]         每天最多恢复10点信誉分；[br]4.信誉分低于90分会受到禁赛惩罚，必须恢复到90分及以上才能解除禁赛；[br]         注意，禁赛惩罚会对所有竞技玩法的排位赛生效。	1.信誉分代表近期游戏行为，玩家的初始信誉分都是100分；[br]2.玩家的以下违规行为会扣除一定信誉分：[br]         短时间多次主动退出对局；[br]         短时间多次拒绝匹配；[br]         在对局中挂机；[br]    主动退出对局和拒绝匹配次数会统计最近24小时内的行为，还会导致禁赛惩罚；[br]    在对局中多次、严重挂机的信誉分惩罚会逐步递增，甚至会被踢出对局；[br]3.玩家的正常游戏行为可以恢复信誉分：[br]         每日登录会恢复2点信誉分；[br]         每次正常完成对局，且在对局中无违规行为，会恢复1点信誉分；[br]         每天最多恢复10点信誉分；[br]4.信誉分低于90分会受到禁赛惩罚，必须恢复到90分及以上才能解除禁赛；[br]         注意，禁赛惩罚会对所有竞技玩法的排位赛生效。	1. Credit Score reflects recent gameplay behavior. All players start with 100 Credit Score.[br]2. The following violations will result in a deduction of Credit Score:[br]         Repeatedly leaving matches early in a short period;[br]         Repeatedly declining matches in a short period;[br]         Going AFK during a match;[br]    Leaving matches and declining matches are tracked over the last 24 hours and may result in matchmaking bans;[br]    Penalties for repeated or severe AFK behavior in matches will increase progressively and may lead to being kicked from the match;[br]3. Normal gameplay behavior can restore Credit Score:[br]         Logging in daily restores 2 points;[br]         Completing a match normally without any violations restores 1 point;[br]         A maximum of 10 points can be restored per day;[br]4. If your Credit Score falls below 90, you will be banned from matchmaking. You must restore it to 90 or higher to lift the ban;[br]         Note: Matchmaking bans apply to all competitive Ranked modes.		1
/Game/Data/DataTables/RomaRoads/DT_NewRomaRoadsDailyTask	11001102	A6E31B2F4D1B4102A118F8B4426D436A	missing_in_en	missing_in_en_gemini	translated	gemini-3.1-flash-lite-preview	完成觉醒任务《最高学府》解锁	完成觉醒任务《最高学府》解锁	"Complete the Awakening Quest ""The Highest Academy"" to unlock."		10
/Game/Data/DataTables/RomaRoads/DT_NewRomaRoadsDailyTask	11001103	A1F57AB147FDB535283F1C90E4CEC03C	missing_in_en	missing_in_en_gemini	translated	gemini-3.1-flash-lite-preview	完成觉醒任务《最高学府》解锁	完成觉醒任务《最高学府》解锁	"Complete the Awakening Quest ""The Highest Academy"" to unlock."		10
/Game/Data/DataTables/RomaRoads/DT_NewRomaRoadsDailyTask	11001105	3B0EF7754498F830D461C3B614260A17	missing_in_en	missing_in_en_gemini	translated	gemini-3.1-flash-lite-preview	完成觉醒任务《最高学府》解锁	完成觉醒任务《最高学府》解锁	"Complete the Awakening Quest ""The Highest Academy"" to unlock."		10
/Game/Data/DataTables/RomaRoads/DT_NewRomaRoadsDailyTask	11001111	95119AEE4BB5560484D2C78B7DCAF52A	missing_in_en	missing_in_en_gemini	translated	gemini-3.1-flash-lite-preview	完成觉醒任务《最高学府》解锁	完成觉醒任务《最高学府》解锁	"Complete the Awakening Quest ""The Highest Academy"" to unlock."		10
/Game/Data/DataTables/RomaRoads/DT_NewRomaRoadsDailyTask	11001114	A06619F245B5E3BCDCF11086206483D6	missing_in_en	missing_in_en_gemini	translated	gemini-3.1-flash-lite-preview	完成觉醒任务《最高学府》解锁	完成觉醒任务《最高学府》解锁	"Complete the Awakening Quest ""The Highest Academy"" to unlock."		10
/Game/Data/DataTables/RomaRoads/DT_NewRomaRoadsDailyTask	11001115	8DAF379F42BC61ACA04706B9566F8938	missing_in_en	missing_in_en_gemini	translated	gemini-3.1-flash-lite-preview	完成觉醒任务《最高学府》解锁	完成觉醒任务《最高学府》解锁	"Complete the Awakening Quest ""The Highest Academy"" to unlock."		10
/Game/Data/DataTables/RomaRoads/DT_NewRomaRoadsDailyTask	11001117	1DC5E2CA4811F29356A9799479FE1179	missing_in_en	missing_in_en_gemini	translated	gemini-3.1-flash-lite-preview	手环等级达20级解锁	手环等级达20级解锁	Unlock at Bracelet Level 20.		1
/Game/Data/DataTables/RomaRoads/DT_NewRomaRoadsDailyTask	11001121	18C295D14AE3B519555B0CAD3E46075D	missing_in_en	missing_in_en_gemini	translated	gemini-3.1-flash-lite-preview	完成觉醒任务《最高学府》解锁	完成觉醒任务《最高学府》解锁	"Complete the Awakening Quest ""The Highest Academy"" to unlock."		10
/Game/Data/DataTables/RomaRoads/DT_NewRomaRoadsDailyTask	11001126	B67F8F0D4E8D78D643C14BBADFBB9333	missing_in_en	missing_in_en_gemini	translated	gemini-3.1-flash-lite-preview	完成觉醒任务《最高学府》解锁	完成觉醒任务《最高学府》解锁	"Complete the Awakening Quest ""The Highest Academy"" to unlock."		10
/Game/Data/DataTables/RomaRoads/DT_NewRomaRoadsDailyTask	11001127	133342F34B74A0964BCB399A752A9E98	missing_in_en	missing_in_en_gemini	translated	gemini-3.1-flash-lite-preview	完成觉醒任务《最高学府》解锁	完成觉醒任务《最高学府》解锁	"Complete the Awakening Quest ""The Highest Academy"" to unlock."		10
/Game/Data/DataTables/RomaRoads/DT_NewRomaRoadsDailyTask	11001132	5F3C36054E5CA1850AB8428F5CCAE0BF	missing_in_en	missing_in_en_gemini	translated	gemini-3.1-flash-lite-preview	完成1次主线任务	完成1次主线任务	Complete 1 Main Quest.		2
/Game/Data/DataTables/RomaRoads/DT_NewRomaRoadsDailyTask	11001133	0F2DFB6648A6037578CB32A8290FCADC	missing_in_en	missing_in_en_gemini	translated	gemini-3.1-flash-lite-preview	前往招募频道内，响应求救	前往招募频道内，响应求救	Go to the Recruitment channel and respond to a distress call.		1
/Game/Data/DataTables/RomaRoads/DT_NewRomaRoadsDailyTask	11001133	1A34E88442E7179DFF5115BDF22F53A6	missing_in_en	missing_in_en_gemini	translated	gemini-3.1-flash-lite-preview	完成觉醒任务《最高学府》解锁	完成觉醒任务《最高学府》解锁	"Complete the Awakening Quest ""The Highest Academy"" to unlock."		10
/Game/Data/DataTables/RomaRoads/DT_NewRomaRoadsDailyTask	11001133	3590856B4057D58348EF6C8B1D8AF787	missing_in_en	missing_in_en_gemini	translated	gemini-3.1-flash-lite-preview	响应招募频道内的「正在求救」，协助击败1次敌人	响应招募频道内的「正在求救」，协助击败1次敌人	"Respond to a ""Distress Call"" in the Recruitment channel and assist in defeating an enemy once."		1
/Game/Data/DataTables/RomaRoads/DT_NewRomaRoadsDailyTask	11001134	A104D2F348C5503FC1D9DEA14BE63170	missing_in_en	missing_in_en_gemini	translated	gemini-3.1-flash-lite-preview	完成1次主线任务	完成1次主线任务	Complete 1 Main Quest.		2
