"namespace"	"guid"	"source_hash_hex"	"source_hash"	"row"	"reason"	"source"	"status"	"model"	"zh_text"	"text"
"/Game/Data/DataTables/Item/DT_ItemBaseData"	"10203DE7465377D2301A5FAB0904EFA1"	"0x8048046D"	"2152203373"	"40307033"	"missing_in_en"	"missing_in_en_gemini"	"translated"	"gemini-3.1-flash-lite-preview"	"效果：震流强度提升<Gold_Basic>12%</>，暴击率效果提升<Gold_Basic>12%</>，持续<Gold_Basic>20</>分钟。"	"Effect: Increases Quake Flow Intensity by <Gold_Basic>12%</> and Crit Rate by <Gold_Basic>12%</> for <Gold_Basic>20</> minutes."
"/Game/Data/DataTables/Item/DT_ItemBaseData"	"102DF75244E574B45A3482A1BA7993C4"	"0xAFD23EBF"	"2949791423"	"40306020"	"missing_in_en"	"missing_in_en_gemini"	"translated"	"gemini-3.1-flash-lite-preview"	"效果：追击率提升<Gold_Basic>22%</>，绝技充能效率提升<Gold_Basic>12%</>，持续<Gold_Basic>20</>分钟。"	"Effect: Increases Pursuit Rate by <Gold_Basic>22%</> and Ultimate Charge Efficiency by <Gold_Basic>12%</> for <Gold_Basic>20</> minutes."
"/Game/Data/DataTables/Item/DT_ItemBaseData"	"107E3C034F15A95F426A60A38592C0D0"	"0xA7EEB89E"	"2817439902"	"40306021"	"missing_in_en"	"missing_in_en_gemini"	"translated"	"gemini-3.1-flash-lite-preview"	"效果：灼元素抗性提升<Gold_Basic>15%</>，持续<Gold_Basic>20</>分钟。"	"Effect: Increases Scorch Resistance by <Gold_Basic>15%</> for <Gold_Basic>20</> minutes."
"/Game/Data/DataTables/Item/DT_ItemBaseData"	"12A71C04435ABAF955A97EA535F30663"	"0x498457E0"	"1233410016"	"40301289"	"missing_in_en"	"missing_in_en_gemini"	"translated"	"gemini-3.1-flash-lite-preview"	"蒙犽玩偶"	"Meng Ya Doll"
"/Game/Data/DataTables/Item/DT_ItemBaseData"	"13E8E6C84394972AC468D9A69D1C0029"	"0x0BFCDDD0"	"201121232"	"40305130"	"missing_in_en"	"missing_in_en_gemini"	"translated"	"gemini-3.1-flash-lite-preview"	"药效：即刻恢复<Gold_Basic>18%</>生命值，并在<Gold_Basic>15</>秒内，增加<Gold_Basic>36%</>追击率。"	"Effect: Instantly restores <Gold_Basic>18%</> HP, and increases Pursuit Rate by <Gold_Basic>36%</> for <Gold_Basic>15</> seconds."
"/Game/Data/DataTables/Item/DT_ItemBaseData"	"153C08E74821DDDA9FE5A4A9CA21C22C"	"0xE904C69A"	"3909404314"	"40305134"	"missing_in_en"	"missing_in_en_gemini"	"translated"	"gemini-3.1-flash-lite-preview"	"药效：在<Gold_Basic>15</>秒内，持续恢复<Gold_Basic>40%</>生命值，并降低<Gold_Basic>80%</>受到的疾元素伤害，持续<Gold_Basic>8</>秒。"	"Effect: Continuously restores <Gold_Basic>40%</> HP over <Gold_Basic>15</> seconds and reduces incoming Aero damage by <Gold_Basic>80%</> for <Gold_Basic>8</> seconds."
"/Game/Data/DataTables/Item/DT_ItemBaseData"	"156EDD1942C2F568B173CB88B507CCDE"	"0x97010DE8"	"2533428712"	"40305142"	"missing_in_en"	"missing_in_en_gemini"	"translated"	"gemini-3.1-flash-lite-preview"	"药效：在<Gold_Basic>15</>秒内，持续恢复<Gold_Basic>40%</>生命值，并降低<Gold_Basic>80%</>受到的念元素伤害，持续<Gold_Basic>8</>秒。"	"Effect: Continuously restores <Gold_Basic>40%</> HP over <Gold_Basic>15</> seconds and reduces incoming Psy damage by <Gold_Basic>80%</> for <Gold_Basic>8</> seconds."
"/Game/Data/DataTables/Item/DT_ItemBaseData"	"16B4ED634AE091A0C7B3F68EE345BA02"	"0x2141A4AE"	"557950126"	"40305122"	"missing_in_en"	"missing_in_en_gemini"	"translated"	"gemini-3.1-flash-lite-preview"	"药效：在<Gold_Basic>15</>秒内，持续恢复<Gold_Basic>40%</>生命值，并降低<Gold_Basic>80%</>受到的贯元素伤害，持续<Gold_Basic>8</>秒。"	"Effect: Continuously restores <Gold_Basic>40%</> HP over <Gold_Basic>15</> seconds and reduces incoming Pierce damage by <Gold_Basic>80%</> for <Gold_Basic>8</> seconds."
"/Game/Data/DataTables/Item/DT_ItemBaseData"	"198E48A34D9245F82F37558B7CC8DEA9"	"0x66DFC61F"	"1725941279"	"40307016"	"missing_in_en"	"missing_in_en_gemini"	"translated"	"gemini-3.1-flash-lite-preview"	"效果：最大生命值提升<Gold_Basic>12%</>，持续<Gold_Basic>20</>分钟。"	"Effect: Increases Max HP by <Gold_Basic>12%</> for <Gold_Basic>20</> minutes."
"/Game/Data/DataTables/Item/DT_ItemBaseData"	"19BB1AE54025DAD5BED26F8B61841715"	"0x101C258C"	"270280076"	"40305113"	"missing_in_en"	"missing_in_en_gemini"	"translated"	"gemini-3.1-flash-lite-preview"	"药效：在<Gold_Basic>15</>秒内，持续恢复<Gold_Basic>26%</>生命值，后台共鸣恢复<Gold_Basic>22%</>生命值。"	"Effect: Continuously restores <Gold_Basic>26%</> HP over <Gold_Basic>15</> seconds; resonance (off-field) restores <Gold_Basic>22%</> HP."
"/Game/Data/DataTables/Item/DT_ItemBaseData"	"19DFF1C6437A7E0A60AD879F1443048F"	"0x668C82CC"	"1720484556"	"21070025"	"missing_in_en"	"missing_in_en_gemini"	"translated"	"gemini-3.1-flash-lite-preview"	"巧塑花容"	"Artful Sculpt"
"/Game/Data/DataTables/Item/DT_ItemBaseData"	"1B49E07B4ADC6A836AE4ED9AA6536294"	"0x51941757"	"1368659799"	"40307006"	"missing_in_en"	"missing_in_en_gemini"	"translated"	"gemini-3.1-flash-lite-preview"	"效果：凝流强度提升<Gold_Basic>12%</>，暴击率效果提升<Gold_Basic>12%</>，持续<Gold_Basic>20</>分钟。"	"Effect: Increases Condensation Flow Intensity by <Gold_Basic>12%</> and Crit Rate by <Gold_Basic>12%</> for <Gold_Basic>20</> minutes."
"/Game/Data/DataTables/Item/DT_ItemBaseData"	"1D29CC844A07C695B69C46AE388E9D3D"	"0x9AA48E3C"	"2594475580"	"40307050"	"missing_in_en"	"missing_in_en_gemini"	"translated"	"gemini-3.1-flash-lite-preview"	"效果：流技强度提升<Gold_Basic>22%</>，绝技充能效率提升<Gold_Basic>12%</>，持续<Gold_Basic>20</>分钟。"	"Effect: Increases Flow Skill Intensity by <Gold_Basic>22%</> and Ultimate Charge Efficiency by <Gold_Basic>12%</> for <Gold_Basic>20</> minutes."
"/Game/Data/DataTables/Item/DT_ItemBaseData"	"20AF84654B2CD51279DC3CA3CA70FE3C"	"0xDB36197B"	"3677755771"	"21080022"	"missing_in_en"	"missing_in_en_gemini"	"translated"	"gemini-3.1-flash-lite-preview"	"探索未被言明的角落，挖掘世界的沃土，让故事的枝桠破土发芽。 "	"Explore the unspoken corners, dig into the fertile soil of the world, and let the branches of the story sprout and grow."
"/Game/Data/DataTables/Item/DT_ItemBaseData"	"23AB180241D7FE95B979CFBF30E734CB"	"0x66DFC61F"	"1725941279"	"40306016"	"missing_in_en"	"missing_in_en_gemini"	"translated"	"gemini-3.1-flash-lite-preview"	"效果：最大生命值提升<Gold_Basic>12%</>，持续<Gold_Basic>20</>分钟。"	"Effect: Increases Max HP by <Gold_Basic>12%</> for <Gold_Basic>20</> minutes."
"/Game/Data/DataTables/Item/DT_ItemBaseData"	"23D568E14C80A3C468B1D895E21B4CD0"	"0x26AB4A21"	"648759841"	"21000011"	"missing_in_en"	"missing_in_en_gemini"	"translated"	"gemini-3.1-flash-lite-preview"	"廉价饵料，由于其普适性，稷下地区的鱼类多少都会被它吸引。<span color=""#5EA8F3"">垂钓商人处购买</>获得，也可由<Gold_Basic>肴馔家烹饪</>获得。"	"Cheap bait. Due to its versatility, most fish in the Jixia region are attracted to it. Can be purchased from <span color=""#5EA8F3"">Fishing Merchants</> or obtained via <Gold_Basic>Gourmet cooking</>."
"/Game/Data/DataTables/Item/DT_ItemBaseData"	"24E5B2D244BB1F41E741439523950BAE"	"0x69EDF8E8"	"1777203432"	"40305141"	"missing_in_en"	"missing_in_en_gemini"	"translated"	"gemini-3.1-flash-lite-preview"	"药效：免疫梦境负面效果<Gold_Basic>60</>秒，并在<Gold_Basic>15</>秒内，持续恢复<Gold_Basic>3000</>生命值。"	"Effect: Immune to dream negative effects for <Gold_Basic>60</> seconds, and continuously restores <Gold_Basic>3000</> HP over <Gold_Basic>15</> seconds."
"/Game/Data/DataTables/Item/DT_ItemBaseData"	"27126FAF402F807F4847B3B1304B1FC6"	"0xAD664CBD"	"2909162685"	"40306045"	"missing_in_en"	"missing_in_en_gemini"	"translated"	"gemini-3.1-flash-lite-preview"	"效果：攻击力提升<Gold_Basic>70</>，绝技充能效率提升<Gold_Basic>10%</>，持续<Gold_Basic>20</>分钟。"	"Effect: Increases Attack by <Gold_Basic>70</> and Ultimate Charge Efficiency by <Gold_Basic>10%</> for <Gold_Basic>20</> minutes."
"/Game/Data/DataTables/Item/DT_ItemBaseData"	"2A95BE3C4CCD93C8B6DC40AB4C964920"	"0x5F058710"	"1594197776"	"40306011"	"missing_in_en"	"missing_in_en_gemini"	"translated"	"gemini-3.1-flash-lite-preview"	"效果：中量提升耐力上限，持续<Gold_Basic>20</>分钟。"	"Effect: Moderately increases Stamina limit for <Gold_Basic>20</> minutes."
"/Game/Data/DataTables/Item/DT_ItemBaseData"	"2B4F979848B2EBA5E672548A0F70869A"	"0xC301EB81"	"3271682945"	"40305118"	"missing_in_en"	"missing_in_en_gemini"	"translated"	"gemini-3.1-flash-lite-preview"	"药效：在<Gold_Basic>15</>秒内，持续恢复<Gold_Basic>1200</>点生命值，后台共鸣恢复<Gold_Basic>1000</>点生命值。"	"Effect: Continuously restores <Gold_Basic>1200</> HP over <Gold_Basic>15</> seconds; resonance (off-field) restores <Gold_Basic>1000</> HP."
"/Game/Data/DataTables/Item/DT_ItemBaseData"	"2FFF182D4362EA3CE0A18195CDC28E4D"	"0x48289E17"	"1210621463"	"40305117"	"missing_in_en"	"missing_in_en_gemini"	"translated"	"gemini-3.1-flash-lite-preview"	"药效：在<Gold_Basic>15</>秒内，持续恢复<Gold_Basic>2000</>点生命值。"	"Effect: Continuously restores <Gold_Basic>2000</> HP over <Gold_Basic>15</> seconds."
"/Game/Data/DataTables/Item/DT_ItemBaseData"	"311B13FF4484FA9BD06F819B4BC1F314"	"0xD2CAE159"	"3536511321"	"40305126"	"missing_in_en"	"missing_in_en_gemini"	"translated"	"gemini-3.1-flash-lite-preview"	"药效：在<Gold_Basic>15</>秒内，持续恢复<Gold_Basic>40%</>生命值，并降低<Gold_Basic>80%</>受到的震元素伤害，持续<Gold_Basic>8</>秒。"	"Effect: Continuously restores <Gold_Basic>40%</> HP over <Gold_Basic>15</> seconds and reduces incoming Electro damage by <Gold_Basic>80%</> for <Gold_Basic>8</> seconds."
"/Game/Data/DataTables/Item/DT_ItemBaseData"	"3126F765453184274C8AB1AE4D36B4D6"	"0xA47E68DC"	"2759747804"	"40305119"	"missing_in_en"	"missing_in_en_gemini"	"translated"	"gemini-3.1-flash-lite-preview"	"药效：在<Gold_Basic>15</>秒内，持续恢复<Gold_Basic>1500</>点生命值，后台共鸣恢复<Gold_Basic>1250</>点生命值。"	"Effect: Continuously restores <Gold_Basic>1500</> HP over <Gold_Basic>15</> seconds; resonance (off-field) restores <Gold_Basic>1250</> HP."
"/Game/Data/DataTables/Item/DT_ItemBaseData"	"349C053443B97D9650CB7F9156B668E3"	"0xC0DC5E99"	"3235667609"	"40306026"	"missing_in_en"	"missing_in_en_gemini"	"translated"	"gemini-3.1-flash-lite-preview"	"效果：暴击率提升<Gold_Basic>15%</>，绝技充能提升<Gold_Basic>12%</>，持续<Gold_Basic>20</>分钟。"	"Effect: Increases Crit Rate by <Gold_Basic>15%</> and Ultimate Charge Efficiency by <Gold_Basic>12%</> for <Gold_Basic>20</> minutes."
"/Game/Data/DataTables/Item/DT_ItemBaseData"	"354BBDC343DA9F53E92F13A26726D798"	"0x01BB0F77"	"29036407"	"40306001"	"missing_in_en"	"missing_in_en_gemini"	"translated"	"gemini-3.1-flash-lite-preview"	"效果：攻击力提升<Gold_Basic>70</>点，持续<Gold_Basic>20</>分钟。"	"Effect: Increases Attack by <Gold_Basic>70</> for <Gold_Basic>20</> minutes."
"/Game/Data/DataTables/Item/DT_ItemBaseData"	"35B4EC684C73055AC3071E82A047572F"	"0xA78BE5D8"	"2810963416"	"40305111"	"missing_in_en"	"missing_in_en_gemini"	"translated"	"gemini-3.1-flash-lite-preview"	"药效：即刻恢复<Gold_Basic>24%</>生命值，并恢复<Gold_Basic>50%</>耐力。"	"Effect: Instantly restores <Gold_Basic>24%</> HP, and restores <Gold_Basic>50%</> Stamina."
"/Game/Data/DataTables/Item/DT_ItemBaseData"	"37AD4BC64EA26D8847A2D9A2C15D84EA"	"0xD4DB11AD"	"3571126701"	"21070026"	"missing_in_en"	"missing_in_en_gemini"	"translated"	"gemini-3.1-flash-lite-preview"	"相伴同行"	"Traveling Together"
"/Game/Data/DataTables/Item/DT_ItemBaseData"	"3CEA0D0A4F6414BC6B5456924FE2327E"	"0x01BB0F77"	"29036407"	"40307001"	"missing_in_en"	"missing_in_en_gemini"	"translated"	"gemini-3.1-flash-lite-preview"	"效果：攻击力提升<Gold_Basic>70</>点，持续<Gold_Basic>20</>分钟。"	"Effect: Increases Attack by <Gold_Basic>70</> for <Gold_Basic>20</> minutes."
"/Game/Data/DataTables/Item/DT_ItemBaseData"	"3D3E336143514CAC1FB6D1A8F382A7C4"	"0x519F21D8"	"1369383384"	"40307028"	"missing_in_en"	"missing_in_en_gemini"	"translated"	"gemini-3.1-flash-lite-preview"	"效果：最大生命值提升<Gold_Basic>18%</>，持续<Gold_Basic>20</>分钟。"	"Effect: Increases Max HP by <Gold_Basic>18%</> for <Gold_Basic>20</> minutes."
"/Game/Data/DataTables/Item/DT_ItemBaseData"	"3E44F173467D90EFE78A6BB880C14C48"	"0x175668E7"	"391538919"	"21080022"	"missing_in_en"	"missing_in_en_gemini"	"translated"	"gemini-3.1-flash-lite-preview"	"原野生新芽"	"New Sprouts in the Wild"
"/Game/Data/DataTables/Item/DT_ItemBaseData"	"3E63B67945F21FCB76B0C5AEE5B28BA7"	"0xE6096B5E"	"3859376990"	"40306003"	"missing_in_en"	"missing_in_en_gemini"	"translated"	"gemini-3.1-flash-lite-preview"	"效果：绝技充能效率提升<Gold_Basic>30%</>，持续<Gold_Basic>20</>分钟。"	"Effect: Increases Ultimate Charge Efficiency by <Gold_Basic>30%</> for <Gold_Basic>20</> minutes."
"/Game/Data/DataTables/Item/DT_ItemBaseData"	"4166C10D4DFE7BB8DAB3B391EC5DA18B"	"0xA0200587"	"2686453127"	"40307018"	"missing_in_en"	"missing_in_en_gemini"	"translated"	"gemini-3.1-flash-lite-preview"	"效果：防御力提升<Gold_Basic>44%</>，持续<Gold_Basic>20</>分钟。"	"Effect: Increases Defense by <Gold_Basic>44%</> for <Gold_Basic>20</> minutes."
"/Game/Data/DataTables/Item/DT_ItemBaseData"	"417573DA47B84B3B17183B94E9A6B29B"	"0x218935B0"	"562640304"	"21080023"	"missing_in_en"	"missing_in_en_gemini"	"translated"	"gemini-3.1-flash-lite-preview"	"千面风采，皆由心绘。分享自成艺术，审美铸此勋章。"	"A thousand styles, all painted by the heart. Sharing becomes art, and aesthetics forge this medal."
"/Game/Data/DataTables/Item/DT_ItemBaseData"	"41B0AF574E4B7F5411CEB1B8A9FD8CB5"	"0xE6096B5E"	"3859376990"	"40307003"	"missing_in_en"	"missing_in_en_gemini"	"translated"	"gemini-3.1-flash-lite-preview"	"效果：绝技充能效率提升<Gold_Basic>30%</>，持续<Gold_Basic>20</>分钟。"	"Effect: Increases Ultimate Charge Efficiency by <Gold_Basic>30%</> for <Gold_Basic>20</> minutes."
"/Game/Data/DataTables/Item/DT_ItemBaseData"	"41D5C8A44099F7B22B60B1AB600850D8"	"0x6DE084FE"	"1843430654"	"40305148"	"missing_in_en"	"missing_in_en_gemini"	"translated"	"gemini-3.1-flash-lite-preview"	"药效：在<Gold_Basic>15</>秒内，持续恢复<Gold_Basic>2400</>点生命值，立即恢复<Gold_Basic>1200</>点主角生命值。"	"Effect: Continuously restores <Gold_Basic>2400</> HP over <Gold_Basic>15</> seconds; instantly restores <Gold_Basic>1200</> HP to the protagonist."
"/Game/Data/DataTables/Item/DT_ItemBaseData"	"41D799FD4A39667957D676962BFD4D1F"	"0xAFD23EBF"	"2949791423"	"40307020"	"missing_in_en"	"missing_in_en_gemini"	"translated"	"gemini-3.1-flash-lite-preview"	"效果：追击率提升<Gold_Basic>22%</>，绝技充能效率提升<Gold_Basic>12%</>，持续<Gold_Basic>20</>分钟。"	"Effect: Increases Pursuit Rate by <Gold_Basic>22%</> and Ultimate Charge Efficiency by <Gold_Basic>12%</> for <Gold_Basic>20</> minutes."
"/Game/Data/DataTables/Item/DT_ItemBaseData"	"42AAAB5B43A0737073C9E4B046937C76"	"0xC4D60BEE"	"3302362094"	"40305101"	"missing_in_en"	"missing_in_en_gemini"	"translated"	"gemini-3.1-flash-lite-preview"	"药效：即刻恢复<Gold_Basic>1000</>点生命值。"	"Effect: Instantly restores <Gold_Basic>1000</> HP."
"/Game/Data/DataTables/Item/DT_ItemBaseData"	"45EA9F834DCA149EC15362B0AD0EC6D5"	"0xAB4A9BA0"	"2873793440"	"40305103"	"missing_in_en"	"missing_in_en_gemini"	"translated"	"gemini-3.1-flash-lite-preview"	"药效：在<Gold_Basic>15</>秒内，持续恢复<Gold_Basic>40%</>生命值，并降低<Gold_Basic>80%</>受到的灼元素伤害，持续<Gold_Basic>8</>秒。"	"Effect: Continuously restores <Gold_Basic>40%</> HP over <Gold_Basic>15</> seconds and reduces incoming Pyro damage by <Gold_Basic>80%</> for <Gold_Basic>8</> seconds."
"/Game/Data/DataTables/Item/DT_ItemBaseData"	"45F63C644E28A963D37551A0AAE6330D"	"0xC41776AE"	"3289872046"	"40306008"	"missing_in_en"	"missing_in_en_gemini"	"translated"	"gemini-3.1-flash-lite-preview"	"效果：暴击率提升<Gold_Basic>10%</>，持续<Gold_Basic>20</>分钟。"	"Effect: Increases Crit Rate by <Gold_Basic>10%</> for <Gold_Basic>20</> minutes."
"/Game/Data/DataTables/Item/DT_ItemBaseData"	"4E15863F4F10F0768552DB863F4AF4FE"	"0x9AA48E3C"	"2594475580"	"40306050"	"missing_in_en"	"missing_in_en_gemini"	"translated"	"gemini-3.1-flash-lite-preview"	"效果：流技强度提升<Gold_Basic>22%</>，绝技充能效率提升<Gold_Basic>12%</>，持续<Gold_Basic>20</>分钟。"	"Effect: Increases Flow Skill Intensity by <Gold_Basic>22%</> and Ultimate Charge Efficiency by <Gold_Basic>12%</> for <Gold_Basic>20</> minutes."
"/Game/Data/DataTables/Item/DT_ItemBaseData"	"4F42A6B3454603DE036B308C1F151CBB"	"0x16A8AAE0"	"380152544"	"40305158"	"missing_in_en"	"missing_in_en_gemini"	"translated"	"gemini-3.1-flash-lite-preview"	"药效：即刻恢复<Gold_Basic>3750</>点生命值。"	"Effect: Instantly restores <Gold_Basic>3750</> HP."
"/Game/Data/DataTables/Item/DT_ItemBaseData"	"55C70DA9418D226E858B6E811CF454B2"	"0xBB7A52A8"	"3145355944"	"21070027"	"missing_in_en"	"missing_in_en_gemini"	"translated"	"gemini-3.1-flash-lite-preview"	"定格瞬目"	"Frozen Blink"
"/Game/Data/DataTables/Item/DT_ItemBaseData"	"5602D44B4CF42A0B1C2F44BC6D71C722"	"0x2F029068"	"788697192"	"40305109"	"missing_in_en"	"missing_in_en_gemini"	"translated"	"gemini-3.1-flash-lite-preview"	"药效：即刻恢复<Gold_Basic>18%</>生命值，并在<Gold_Basic>15</>秒内，增加<Gold_Basic>36%</>流技强度。"	"Effect: Instantly restores <Gold_Basic>18%</> HP, and increases Flow Skill Power by <Gold_Basic>36%</> for <Gold_Basic>15</> seconds."
"/Game/Data/DataTables/Item/DT_ItemBaseData"	"5698F7614C3513FA8614BBB752EAFCEE"	"0x5796541F"	"1469469727"	"40305136"	"missing_in_en"	"missing_in_en_gemini"	"translated"	"gemini-3.1-flash-lite-preview"	"药效：即刻恢复<Gold_Basic>10%</>生命值，并额外恢复<Gold_Basic>1400</>点生命值。"	"Effect: Instantly restores <Gold_Basic>10%</> HP, plus an additional <Gold_Basic>1400</> HP."
"/Game/Data/DataTables/Item/DT_ItemBaseData"	"5770284745F1924F1ADE6AAAD850E31E"	"0xF177D9F6"	"4051163638"	"40305123"	"missing_in_en"	"missing_in_en_gemini"	"translated"	"gemini-3.1-flash-lite-preview"	"药效：在<Gold_Basic>15</>秒内，持续恢复<Gold_Basic>50%</>生命值，并降低<Gold_Basic>80%</>受到的贯元素伤害，持续<Gold_Basic>10</>秒。"	"Effect: Continuously restores <Gold_Basic>50%</> HP over <Gold_Basic>15</> seconds and reduces incoming Pierce damage by <Gold_Basic>80%</> for <Gold_Basic>10</> seconds."
"/Game/Data/DataTables/Item/DT_ItemBaseData"	"592BFD2F488DFEB4B3152383349FC699"	"0x7989D63B"	"2039076411"	"40307034"	"missing_in_en"	"missing_in_en_gemini"	"translated"	"gemini-3.1-flash-lite-preview"	"效果：穿透目标<Gold_Basic>15%</>防御力，持续<Gold_Basic>20</>分钟。"	"Effect: Ignores <Gold_Basic>15%</> of target's Defense for <Gold_Basic>20</> minutes."
"/Game/Data/DataTables/Item/DT_ItemBaseData"	"5986449B458998B10E04E98800799E06"	"0xF3C3BD70"	"4089691504"	"40307027"	"missing_in_en"	"missing_in_en_gemini"	"translated"	"gemini-3.1-flash-lite-preview"	"效果：破势强度提升<Gold_Basic>25%</>，持续<Gold_Basic>20</>分钟。"	"Effect: Increases Break Intensity by <Gold_Basic>25%</> for <Gold_Basic>20</> minutes."
"/Game/Data/DataTables/Item/DT_ItemBaseData"	"5B4751DF4F6DEB0282DDCE9522D50DC9"	"0xF8ABE92D"	"4172015917"	"40307013"	"missing_in_en"	"missing_in_en_gemini"	"translated"	"gemini-3.1-flash-lite-preview"	"效果：念元素抗性提升<Gold_Basic>15%</>，持续<Gold_Basic>20</>分钟。"	"Effect: Increases Thought Resistance by <Gold_Basic>15%</> for <Gold_Basic>20</> minutes."
"/Game/Data/DataTables/Item/DT_ItemBaseData"	"5DC802D848E88811BD3A328728973383"	"0x432D3AB0"	"1127037616"	"40318007"	"missing_in_en"	"missing_in_en_gemini"	"translated"	"gemini-3.1-flash-lite-preview"	"猩红玩偶"	"Scarlet Doll"
"/Game/Data/DataTables/Item/DT_ItemBaseData"	"5DDE9B4048D3610139729FB349EDCD45"	"0x16EFC4EC"	"384812268"	"40305132"	"missing_in_en"	"missing_in_en_gemini"	"translated"	"gemini-3.1-flash-lite-preview"	"药效：在<Gold_Basic>15</>秒内，持续恢复<Gold_Basic>30%</>生命值，并获得<Gold_Basic>30%</>最大生命值的护盾，持续<Gold_Basic>6</>秒。"	"Effect: Continuously restores <Gold_Basic>30%</> HP over <Gold_Basic>15</> seconds, and grants a shield equal to <Gold_Basic>30%</> of Max HP for <Gold_Basic>6</> seconds."
