change_type	namespace	guid	row	old_source_hash	new_source_hash	old_text	new_text	current_zh_text	zh_diff_evidence
source_hash_replaced_same_key	/Game/Data/DataTables/QuestTable/DT_MainQuestRescueBuffVoice	DD1C38C941CD365B8E1820BBD50917AC	6	3261863611	4258652985	Stay steady, we can win this!	Stay steady, we can win this![br]You've received the power of a friend. Go turn the tide!	稳住，我们能赢！[br]你获得了好友的力量，去将局势逆转吧！	changed old=稳住，我们能赢！ new=稳住，我们能赢！[br]你获得了好友的力量，去将局势逆转吧！
source_hash_replaced_same_key	/Game/Data/DataTables/QuestTable/DT_MainQuestRescueBuffVoice	F00686F54C9C3DF83A49C3A583F508F9	3	3198140233	1644951819	Don't give up, there's still a chance.	Don't give up, there's still a chance.[br]You've received the power of a friend. Go turn the tide!	别放弃，还有机会。[br]你获得了好友的力量，去将局势逆转吧！	changed old=别放弃，还有机会。 new=别放弃，还有机会。[br]你获得了好友的力量，去将局势逆转吧！
source_hash_replaced_same_key	/Game/Data/DataTables/QuestTable/DT_MainQuestRescueBuffVoice	FB1685174322A482BC4E939729BF10AA	7	1826398908	1839483326	Don't worry, I'm here.	Don't worry, I'm here.[br]You've received the power of a friend. Go turn the tide!	别担心，有我在。[br]你获得了好友的力量，去将局势逆转吧！	changed old=别担心，有我在。 new=别担心，有我在。[br]你获得了好友的力量，去将局势逆转吧！
source_hash_replaced_same_key	/Game/Data/DataTables/QuestTable/QuestConflict/DT_QuestConflict_HeroStory	3C41D35B4E3CE8D73393CA968F5AFAF7	4050104	174354246	1035640692	Feihan S1M4	Feihan S1M1	妃寒S1M1	added=妃寒S1M1 | removed=妃寒S1M4
source_hash_replaced_same_key	/Game/Data/DataTables/Settlement/DT_SettlementLikeText	55DF960C41C4B827415B069A4C1CF320	7	2150517307	3918600863	Big brother! Please be my master!	Master! Please take me as your apprentice!	大佬！收徒嘛！	changed old=大哥！收徒嘛！ new=大佬！收徒嘛！
source_hash_replaced_same_key	/Game/Data/DataTables/Social/SocialBadge/DT_SocialBadgeRules	8CDF69C9420D9139E9A2588B84C2387C	InterestRule	426309868	3743990483	"Community EXP increases as you view and interact with content in the Community. Each Community Badge tracks its Community EXP separately. You can check the details in Records.[br]<span color=""#90D1FF"">View Content</>[br]View content in the Community to automatically gain 1 Community EXP, up to 3 times daily for each type.[br][br]<span color=""#90D1FF"">Post</>[br]Post content in the Community to gain 5 Community EXP, up to 1 time daily for each type.[br][br]<span color=""#90D1FF"">Comment</>[br]Comment in the Community to gain 2 Community EXP, up to 5 times daily for each type.[br][br]<span color=""#90D1FF"">Like</>[br]Like content in the Community to gain 1 Community EXP, up to 5 times daily.[br][br]<span color=""#90D1FF"">Share</>[br]Share content in the Community to gain 3 Community EXP, up to 1 time daily.[br][br]<span color=""#90D1FF"">Other Players Interact with Your Posts</>[br]Likes: +1 Community EXP per like, up to 5 times per day.[br]Comments: +2 Community EXP per comment, up to 5 times per day.[br]Favourites: +1 Community EXP when your content is favourited, up to 5 times per day.[br]Preset uses: +2 Community EXP when a Preset you posted is used by others, up to 5 times per day.[br]Shares: +2 Community EXP when your content is shared, up to 5 times per day.[br][br]<span color=""#90D1FF"">Post High-Quality Content</>[br]Likes: When likes on your post reach 200 / 500 / 1,000, you earn 10 / 25 / 65 Community EXP, respectively (one-time reward).[br]Comments: When comments on your post reach 100 / 300 / 500, you earn 10 / 25 / 65 Community EXP, respectively (one-time reward).[br]Shares: When your post is shared 100 / 300 / 500 times, you earn 10 / 25 / 65 Community EXP, respectively (one-time reward).[br]Preset uses: When a Preset you shared is used 100 / 300 / 500 times, you earn 10 / 25 / 65 Community EXP, respectively (one-time reward).[br]Pinned: If your post is pinned, you earn 10 Community EXP.[br]Featured: If your post is featured, you earn 10 Community EXP.[br]<span color=""#90D1FF"">Tips</>[br]Each post only grants EXP toward 1 type (Interest or Flow Style). To ensure you get EXP as you wish, we recommend including tags that accurately reflect the badge type and <span color=""#90D1FF"">putting them at the very beginning</>.[br]If you're unsure which tag to use, try these:[br]For in-game photography, use #LuminalHarmony,</> etc.[br]For Home design and management, use <span color=""#90D1FF"">#FunOfBuilding,</> etc.[br]For game guides, use <span color=""#90D1FF"">GuidingLight,</> etc.[br]For socializing content like looking for friends or help, use <span color=""#90D1FF"">#KindredBond,</> etc.[br]For lore and story, use <span color=""#90D1FF"">#HeartoftheStory,</> etc.[br]For Flow Styles, use <span color=""#90D1FF"">#Shye, #PrincessFrost,</> etc."	"Interest EXP increases through content consumption and interaction in the Interest Circle. Interest EXP for each badge is calculated independently. View details in [Acquisition Records].[br]<span color=""#90D1FF"">· Browse Content</>[br]Browse content in the Interest Circle daily to automatically gain 6 Interest EXP. Limit: 5 times per category per day.[br][br]<span color=""#90D1FF"">· Post Content</>[br]Post content in the Interest Circle daily to automatically gain 10 Interest EXP. Limit: 1 time per category per day.[br][br]<span color=""#90D1FF"">· Comment</>[br]Post a comment in the Interest Circle daily to automatically gain 6 Interest EXP. Limit: 5 times per category per day.[br][br]<span color=""#90D1FF"">· Like</>[br]Like content in the Interest Circle daily to automatically gain 6 Interest EXP. Limit: 5 times per day.[br][br]<span color=""#90D1FF"">· Share</>[br]Share content in the Interest Circle daily to automatically gain 6 Interest EXP. Limit: 1 time per day.[br][br]<span color=""#90D1FF"">· Receive Interactions</>[br]Receive a Like in the Interest Circle to gain 2 Interest EXP. Limit: 10 times per day.[br]Receive a Comment in the Interest Circle to gain 3 Interest EXP. Limit: 10 times per day.[br]Content you posted is favorited by others to gain 2 Interest EXP. Limit: 10 times per day.[br]Template you posted is used by others to gain 3 Interest EXP. Limit: 5 times per day.[br]Content you posted is shared by others to gain 3 Interest EXP. Limit: 5 times per day.[br][br]<span color=""#90D1FF"">· Post Quality Content</>[br]Reach 200/500/1000 total Likes on content matching an interest topic to gain 10/25/65 Interest EXP respectively. Task limit: 1 time.[br]Reach 100/300/500 total comments on content matching an interest topic to gain 10/25/65 Interest EXP respectively. Task limit: 1 time.[br]Reach 100/300/500 total shares on content matching an interest topic to gain 10/25/65 Interest EXP respectively. Task limit: 1 time.[br]Reach 100/300/500 total uses of templates in content matching an interest topic to gain 10/25/65 Interest EXP respectively. Task limit: 1 time.[br]Content matching an interest topic is pinned to gain 10 Interest EXP.[br]Content matching an interest topic is featured to gain 10 Interest EXP.[br][br]<span color=""#90D1FF"">[Tips]</>[br]Each post can only grant one type of [Interest] EXP and one type of [Resonance] EXP. To ensure accurate classification, we recommend inserting a topic tag that reflects your content and <span color=""#90D1FF"">placing it first in your post.</>[br]If you are unsure which topic to use, refer to these recommendations:[br]· Game Photography: <span color=""#90D1FF"">#LightAndShadow</>[br]· Housing Design/Management: <span color=""#90D1FF"">#HomeBuilding</>[br]· Guides: <span color=""#90D1FF"">#GuideLight</>[br]· Social/Finding Partners: <span color=""#90D1FF"">#KindredSpirits</>[br]· Lore/Story Discussion: <span color=""#90D1FF"">#StoryTales</>[br]· Daily Life/Casual Play: <span color=""#90D1FF"">#LeisurePlay</>[br]· Combat Highlights: <span color=""#90D1FF"">#CombatSpirit</>[br]· Hero-related: Use the corresponding hero tag, e.g., <span color=""#90D1FF"">#XiShi #WangZhaojun</>"	"兴趣经验值随着你在兴趣圈的内容消费和互动行为增加，每种兴趣徽章所需的兴趣经验值独立计算。兴趣经验值获取明细可在【获取记录】处查看。[br]<span color=""#90D1FF"">· 浏览内容</>[br]每日在兴趣圈浏览内容，可自动获取6兴趣经验值。每类兴趣值每日最多可获取5次。[br][br]<span color=""#90D1FF"">· 发布内容</>[br]每日在兴趣圈成功发布内容，可自动获取10兴趣经验值。每类兴趣值每日最多可获取1次。[br][br]<span color=""#90D1FF"">· 评论</>[br]每日在兴趣圈成功发布评论，可自动获取6兴趣经验值，每类每日最多可获取5次。[br][br]<span color=""#90D1FF"">· 点赞</>[br]每日在兴趣圈点赞，可自动获取6兴趣经验值。每日最多可获取5次。[br][br]<span color=""#90D1FF"">· 分享</>[br]每日在兴趣圈分享内容，可自动获取6兴趣经验值。每日最多可获取1次。[br][br]<span color=""#90D1FF"">· 内容获得互动反馈</>[br]每日在兴趣圈收到他人点赞，可自动获取2兴趣经验值。每日获取上限为10次。[br]每日在兴趣圈收到他人评论，可自动获取3兴趣经验值。每日获取上限为10次。[br]每日在兴趣圈发布的内容被他人收藏，可自动获取2兴趣经验值。每日获取上限为10次。[br]每日在兴趣圈发布的模板被他人使用，可自动获取3兴趣经验值。每日获取上限为5次。[br]每日在兴趣圈发布的内容被他人分享，可自动获取3兴趣经验值。每日获取上限为5次。[br][br]<span color=""#90D1FF"">· 发布优质内容</>[br]符合兴趣主题的内容在兴趣圈获得的点赞数累计达到200/500/1000，即可分别获得10/25/65对应兴趣经验值，本任务最多可完成1次。[br]符合兴趣主题的内容在兴趣圈累计评论达到100/300/500，即可分别获得10/25/65对应兴趣经验值，本任务最多可完成1次。[br]符合兴趣主题的内容累计被分享达到100/300/500次，即可分别获得10/25/65对应兴趣经验值，本任务最多可完成1次。[br]符合兴趣主题的内容包含的模板累计被使用达到100/300/500次，即可分别获得10/25/65活跃经验值，本任务最多可完成1次。[br]在兴趣圈发布的符合兴趣主题的内容被置顶，可获得10兴趣经验值。[br]在兴趣圈发布的符合兴趣主题的内容被加精，可获得10兴趣经验值。[br][br]<span color=""#90D1FF"">【小贴士】</>[br]每篇动态至多只能获得一种【兴趣】经验和一种【共鸣】经验。为了保证兴趣经验值准确归类和计算，推荐您在发布内容时，在正文插入能够准确体现分类的话题，<span color=""#90D1FF"">并将该话题置于第一位。</>[br]当您不知道该使用哪个话题时，可以参考以下推荐话题：[br]· 发布游戏摄影类作品，建议使用<span color=""#90D1FF"">#光影之韵</>[br]· 发布居所设计、居所经营类内容，建议使用<span color=""#90D1FF"">#筑家之趣 </>[br]· 发布攻略类内容，建议使用<span color=""#90D1FF"">#指南之光</>[br]· 发布找搭子、互助等社交类内容，建议使用<span color=""#90D1FF"">#知己之缘</>[br]· 发布剧情讨论或考据，建议使用<span color=""#90D1FF"">#故事之情</>[br]· 发布游戏日常或休闲玩法相关内容，建议使用<span color=""#90D1FF"">#闲游之乐</>[br]· 发布战斗高光或相关内容，建议使用<span color=""#90D1FF"">#斗战之志</>[br]· 发布英雄相关内容，建议使用对应英雄话题，例如<span color=""#90D1FF"">#西施 #王昭君 </>等"	"changed old=兴趣经验值随着你在兴趣圈的内容消费和互动行为增加，每种兴趣徽章所需的兴趣经验值独立计算。兴趣经验值获取明细可在【获取记录】处查看。[br]<span color=""#90D1FF"">· 浏览内容</>[br]每日在兴趣圈浏览内容，可自动获取1兴趣经验值。每类兴趣值每日最多可获取3次。[br][br]<span color=""#90D1FF"">· 发布内容<… new=兴趣经验值随着你在兴趣圈的内容消费和互动行为增加，每种兴趣徽章所需的兴趣经验值独立计算。兴趣经验值获取明细可在【获取记录】处查看。[br]<span color=""#90D1FF"">· 浏览内容</>[br]每日在兴趣圈浏览内容，可自动获取6兴趣经验值。每类兴趣值每日最多可获取5次。[br][br]<span color=""#90D1FF"">· 发布内容<…"
added_only	/Game/Data/DataTables/Battle/DT_LogicEffect_LongYa	B1F597454A7C04FF97AC89953239C0D5	213203_1		698122423		<Skill_HL1>Furnace Fire Mountain Splitter</> becomes a <Skill_HL2>Flow Skill</>, and its cooldown is reduced by <Skill_Number>1</> second.	<Skill_HL1>炉火开山</>变为<Skill_HL2>强流技</>，冷却时间减少<Skill_Number>1</>秒	added=<Skill_HL1>炉火开山</>变为<Skill_HL2>强流技</>，冷却时间减少<Skill_Number>1</>秒
added_only	/Game/Data/DataTables/CombatGrowth/BuffGrowth/DT_BuffGrowth_XS	201361B6482C70412C6D808D0C669369	117051_1		3524002419		"After pulling the <Skill_HL2 ContentRow=""101102"">Orb</> with the first skill <Skill_HL1>Silk Bind Seal</>, you will still receive <Skill_Number>100%</> healing even if you are not within the <Skill_HL2>Orb</>'s explosion range."	"一技能<Skill_HL1>纱缚之印</>拉取<Skill_HL2 ContentRow=""101102"">法球</>后，即使自身不在<Skill_HL2>法球</>爆炸范围内时，仍可会获得<Skill_Number>100%</>的治疗量。"	"changed old=一技能<Skill_HL1>纱缚之印</>拉取<Skill_HL2 ContentRow=""101102"">法球</>后，即使自身不在<Skill_HL2>法球</>爆炸范围内时，仍可会获得<Skill_Number>50%</>的治疗量。 new=一技能<Skill_HL1>纱缚之印</>拉取<Skill_HL2 ContentRow=""101102"">法球</>后，即使自身不在<Skill_HL2>法球</>爆炸范围内时，仍可会获得<Skill_Number>100%</>的治疗量。"
added_only	/Game/Data/DataTables/CombatGrowth/SkillGrowth/DT_SkillGrowth_MY	DDC0BABA47DB0598002BFDB3CFFD9214	60066_1		1719854860		Scorched Earth Bombardment	焦土轰炸	added=焦土轰炸
added_only	/Game/Data/DataTables/CommonCondition/DT_CommonConditionGroup_SideStory	404DED2E413BBDD9E7F9E381F70BB77E	200499		1749992443		Complete the [Group Chat initiated by the Student Affairs Committee]	完成【学事委发起的群聊】聊天	added=完成【学事委发起的群聊】聊天
added_only	/Game/Data/DataTables/CommonCondition/DT_CommonCondition_HeroMission	C18DEB9C4CF4D5FED86CED910AA6C808	4010201		597788711		"Unlocked after completing <span color=""#FFE398"">Awakening Interlude: The Supreme Academy</>"	"完成<span color=""#FFE398"">觉醒剧情间章最高学堂</>后解锁"	"added=完成<span color=""#FFE398"">觉醒剧情间章最高学堂</>后解锁"
added_only	/Game/Data/DataTables/CommonCondition/DT_CommonCondition_Side	17BAD78B466C138748D0BCBF0D4846C7	200574		1749992443		Complete the [Group Chat initiated by the Student Affairs Committee]	完成【学事委发起的群聊】聊天	added=完成【学事委发起的群聊】聊天
added_only	/Game/Data/DataTables/Equip/DT_EquipFeatureLevel	9C38B3254798DA6373898FBF4FD3A797	1042		1991748816		Resonance Ultimate Skills ignore defense.	提高共鸣的绝技无视防御。	changed old=提高共鸣的绝技防御穿透。 new=提高共鸣的绝技无视防御。
added_only	/Game/Data/DataTables/Event/SideQuest/I/DT_EventGuide_I_I40	ADD1EDE3418E13478A5D7984FA684508	I40_6		2960766057		Check Cui Ran's status	查看崔然状态	changed old=击败失控的机关人 new=查看崔然状态
added_only	/Game/Data/DataTables/Genius/DT_Genius_Data	206AB9D04AA552096317F88087C6A783	10060002		1608667259		Bonus Missile	额外飞弹	changed old=响应速攻 new=额外飞弹
added_only	/Game/Data/DataTables/Genius/DT_Genius_Data	4F83AFE544B5AFDCC689FBBE4C482BA7	10020006		3874649589		Cooldown Reduction	冷却减少	changed old=额外恢复 new=冷却减少
added_only	/Game/Data/DataTables/Genius/DT_Genius_Data	5DA57E0A4CE19B48159438AB48BC5769	10060005		2609486165		Perfect Grenade Empowerment	完美榴弹强化	changed old=完美榴弹 new=完美榴弹强化
added_only	/Game/Data/DataTables/Genius/DT_Genius_Data	87E6378649CA66A35DC4279B28DAC79D	10020004		4233274891		Bonus Critical Hit	额外暴击	changed old=减少冷却 new=额外暴击
added_only	/Game/Data/DataTables/Genius/DT_Genius_Data	C726D5404CA1065CEA91D8B911D2B52A	10020003		3779786739		Damage Increased	伤害增加	changed old=资源恢复 new=伤害增加
added_only	/Game/Data/DataTables/Genius/DT_Genius_Data	D1473AA4409652F95959AABF200BFFFE	10090002		3383774176		Cooldown Reduction	降低冷却时间	changed old=普攻蓄力强化 new=降低冷却时间
added_only	/Game/Data/DataTables/Genius/DT_Genius_Data	D7AF14864B01F30B4F9BD9BDB622D132	10060006		1608667259		Bonus Missile	额外飞弹	changed old=完美榴弹强化 new=额外飞弹
added_only	/Game/Data/DataTables/Genius/DT_Genius_Data	EEB9855340669CAC8586BF87E2849314	10060001		623857707		Missile Empowerment	飞弹强化	changed old=攻速强化 new=飞弹强化
added_only	/Game/Data/DataTables/Item/DT_ItemBaseData	076538D4405D54A7779B70A3C41892FB	301240799		704401755		Contains Clash Gear with Rating <Gold_Basic>{LV_MIN}~{LV_MAX}</> and Perk Levels <Gold_Basic>2~4</>.	可获得荣耀装等为<Gold_Basic>{LV_MIN}~{LV_MAX}</>、词条等级为<Gold_Basic>2~4</>的对抗装备。	added=可获得荣耀装等为<Gold_Basic>{LV_MIN}~{LV_MAX}</>、词条等级为<Gold_Basic>2~4</>的对抗装备。 | added=可获得荣耀装等为<Gold_Basic>{LV_MIN}~{LV_MAX}</>、词条等级为<Gold_Basic>2~4</>的对抗装备。 | added=可获得荣耀装等为<Gold_Basic>{LV_MIN}~{LV_MAX}</>、词条等级为<Gold_Basic>2~4</>的对抗装备。
added_only	/Game/Data/DataTables/Item/DT_ItemBaseData	1113771B4F7A2A2EB7324695ED949691	300206199		158519485		Contains Assault Gear with Rating <Gold_Basic>{LV_MIN}~{LV_MAX}</> and Perk Levels <Gold_Basic>3~4 (Socketable)</>.	可获得荣耀装等为<Gold_Basic>{LV_MIN}~{LV_MAX}</>、词条等级为<Gold_Basic>3~4（可镶嵌）</>的强攻装备。	added=可获得荣耀装等为<Gold_Basic>{LV_MIN}~{LV_MAX}</>、词条等级为<Gold_Basic>3~4（可镶嵌）</>的强攻装备。 | added=可获得荣耀装等为<Gold_Basic>{LV_MIN}~{LV_MAX}</>、词条等级为<Gold_Basic>3~4（可镶嵌）</>的强攻装备。 | added=可获得荣耀装等为<Gold_Basic>{LV_MIN}~{LV_MAX}</>、词条等级为<Gold_Basic>3~4（可镶嵌）</>的强攻装备。
added_only	/Game/Data/DataTables/Item/DT_ItemBaseData	1D22F1F44805ACA97D5B7E8875B09740	300290899		9485251		Contains Gear with Rating <Gold_Basic>{LV_MIN}~{LV_MAX}</> and Perk Levels <Gold_Basic>3~5</>.	可获得荣耀装等为<Gold_Basic>{LV_MIN}~{LV_MAX}</>、词条等级为<Gold_Basic>3~5</>的装备。	added=可获得荣耀装等为<Gold_Basic>{LV_MIN}~{LV_MAX}</>、词条等级为<Gold_Basic>3~5</>的装备。 | added=可获得荣耀装等为<Gold_Basic>{LV_MIN}~{LV_MAX}</>、词条等级为<Gold_Basic>3~5</>的装备。 | added=可获得荣耀装等为<Gold_Basic>{LV_MIN}~{LV_MAX}</>、词条等级为<Gold_Basic>3~5</>的装备。
added_only	/Game/Data/DataTables/Item/DT_ItemBaseData	3294FB5B48DD767D89A392BC8A43FE5D	301403099		2070173646		Contains Assault Gear with Rating <Gold_Basic>{LV_MIN}~{LV_MAX}</> and Perk Levels <Gold_Basic>3~4</>.	可获得荣耀装等为<Gold_Basic>{LV_MIN}~{LV_MAX}</>、词条等级为<Gold_Basic>3~4</>的强攻装备。	added=可获得荣耀装等为<Gold_Basic>{LV_MIN}~{LV_MAX}</>、词条等级为<Gold_Basic>3~4</>的强攻装备。 | added=可获得荣耀装等为<Gold_Basic>{LV_MIN}~{LV_MAX}</>、词条等级为<Gold_Basic>3~4</>的强攻装备。 | added=可获得荣耀装等为<Gold_Basic>{LV_MIN}~{LV_MAX}</>、词条等级为<Gold_Basic>3~4</>的强攻装备。
added_only	/Game/Data/DataTables/Item/DT_ItemBaseData	35AB45C24A0A05E95C608791B5F6ADC8	301301199		3169339461		Contains Assault Gear with Rating <Gold_Basic>{LV_MIN}~{LV_MAX}</> and Perk Levels <Gold_Basic>2~3</>.	可获得荣耀装等为<Gold_Basic>{LV_MIN}~{LV_MAX}</>、词条等级为<Gold_Basic>2~3</>的强攻装备。	added=可获得荣耀装等为<Gold_Basic>{LV_MIN}~{LV_MAX}</>、词条等级为<Gold_Basic>2~3</>的强攻装备。 | added=可获得荣耀装等为<Gold_Basic>{LV_MIN}~{LV_MAX}</>、词条等级为<Gold_Basic>2~3</>的强攻装备。 | added=可获得荣耀装等为<Gold_Basic>{LV_MIN}~{LV_MAX}</>、词条等级为<Gold_Basic>2~3</>的强攻装备。
added_only	/Game/Data/DataTables/Item/DT_ItemBaseData	45CA42DC46DE28FC6461F2A889708007	301401499		340639111		Contains Clash Gear with Rating <Gold_Basic>{LV_MIN}~{LV_MAX}</> and Perk Levels <Gold_Basic>3~4</>.	可获得荣耀装等为<Gold_Basic>{LV_MIN}~{LV_MAX}</>、词条等级为<Gold_Basic>3~4</>的对抗装备。	added=可获得荣耀装等为<Gold_Basic>{LV_MIN}~{LV_MAX}</>、词条等级为<Gold_Basic>3~4</>的对抗装备。 | added=可获得荣耀装等为<Gold_Basic>{LV_MIN}~{LV_MAX}</>、词条等级为<Gold_Basic>3~4</>的对抗装备。 | added=可获得荣耀装等为<Gold_Basic>{LV_MIN}~{LV_MAX}</>、词条等级为<Gold_Basic>3~4</>的对抗装备。
added_only	/Game/Data/DataTables/Item/DT_ItemBaseData	5EF5801144495B320EFEDB860A698CD8	301240999		84289409		Contains Support Gear with Rating <Gold_Basic>{LV_MIN}~{LV_MAX}</> and Perk Levels <Gold_Basic>2~4</>.	可获得荣耀装等为<Gold_Basic>{LV_MIN}~{LV_MAX}</>、词条等级为<Gold_Basic>2~4</>的辅助装备。	added=可获得荣耀装等为<Gold_Basic>{LV_MIN}~{LV_MAX}</>、词条等级为<Gold_Basic>2~4</>的辅助装备。 | added=可获得荣耀装等为<Gold_Basic>{LV_MIN}~{LV_MAX}</>、词条等级为<Gold_Basic>2~4</>的辅助装备。 | added=可获得荣耀装等为<Gold_Basic>{LV_MIN}~{LV_MAX}</>、词条等级为<Gold_Basic>2~4</>的辅助装备。
added_only	/Game/Data/DataTables/Item/DT_ItemBaseData	6B7AB0DF46BC10A0F9E6D393E44C9D67	300209399		1252084782		Contains Support Gear with Rating <Gold_Basic>{LV_MIN}~{LV_MAX}</> and Perk Levels <Gold_Basic>3~4 (Socketable)</>.	可获得荣耀装等为<Gold_Basic>{LV_MIN}~{LV_MAX}</>、词条等级为<Gold_Basic>3~4（可镶嵌）</>的辅助装备。	added=可获得荣耀装等为<Gold_Basic>{LV_MIN}~{LV_MAX}</>、词条等级为<Gold_Basic>3~4（可镶嵌）</>的辅助装备。 | added=可获得荣耀装等为<Gold_Basic>{LV_MIN}~{LV_MAX}</>、词条等级为<Gold_Basic>3~4（可镶嵌）</>的辅助装备。 | added=可获得荣耀装等为<Gold_Basic>{LV_MIN}~{LV_MAX}</>、词条等级为<Gold_Basic>3~4（可镶嵌）</>的辅助装备。
added_only	/Game/Data/DataTables/Item/DT_ItemBaseData	7F244C784D09F2250BA29FBAF2D5F70F	301301899		4282111190		Contains Support Gear with Rating <Gold_Basic>{LV_MIN}~{LV_MAX}</> and Perk Levels <Gold_Basic>2~3</>.	可获得荣耀装等为<Gold_Basic>{LV_MIN}~{LV_MAX}</>、词条等级为<Gold_Basic>2~3</>的辅助装备。	added=可获得荣耀装等为<Gold_Basic>{LV_MIN}~{LV_MAX}</>、词条等级为<Gold_Basic>2~3</>的辅助装备。 | added=可获得荣耀装等为<Gold_Basic>{LV_MIN}~{LV_MAX}</>、词条等级为<Gold_Basic>2~3</>的辅助装备。 | added=可获得荣耀装等为<Gold_Basic>{LV_MIN}~{LV_MAX}</>、词条等级为<Gold_Basic>2~3</>的辅助装备。
added_only	/Game/Data/DataTables/Item/DT_ItemBaseData	85CE72CD479C23BE2047ED91B776C608	301240899		1188412178		Contains Assault Gear with Rating <Gold_Basic>{LV_MIN}~{LV_MAX}</> and Perk Levels <Gold_Basic>2~4</>.	可获得荣耀装等为<Gold_Basic>{LV_MIN}~{LV_MAX}</>、词条等级为<Gold_Basic>2~4</>的强攻装备。	added=可获得荣耀装等为<Gold_Basic>{LV_MIN}~{LV_MAX}</>、词条等级为<Gold_Basic>2~4</>的强攻装备。 | added=可获得荣耀装等为<Gold_Basic>{LV_MIN}~{LV_MAX}</>、词条等级为<Gold_Basic>2~4</>的强攻装备。 | added=可获得荣耀装等为<Gold_Basic>{LV_MIN}~{LV_MAX}</>、词条等级为<Gold_Basic>2~4</>的强攻装备。
added_only	/Game/Data/DataTables/Item/DT_ItemBaseData	9358DD8C4E24487CD8E368A4447F1799	301490299		4048207465		Contains Gear with Rating <Gold_Basic>{LV_MIN}~{LV_MAX}</> and Perk Levels <Gold_Basic>3~4</>.	可获得荣耀装等为<Gold_Basic>{LV_MIN}~{LV_MAX}</>、词条等级为<Gold_Basic>3~4</>的装备。	added=可获得荣耀装等为<Gold_Basic>{LV_MIN}~{LV_MAX}</>、词条等级为<Gold_Basic>3~4</>的装备。 | added=可获得荣耀装等为<Gold_Basic>{LV_MIN}~{LV_MAX}</>、词条等级为<Gold_Basic>3~4</>的装备。 | added=可获得荣耀装等为<Gold_Basic>{LV_MIN}~{LV_MAX}</>、词条等级为<Gold_Basic>3~4</>的装备。
added_only	/Game/Data/DataTables/Item/DT_ItemBaseData	96DD997D472B95B7671AC1B36B23D93A	301295499		669441806		Contains Support Gear with Rating <Gold_Basic>{LV_MIN}~{LV_MAX}</> and Perk Levels <Gold_Basic>4~5</>.	可获得荣耀装等为<Gold_Basic>{LV_MIN}~{LV_MAX}</>、词条等级为<Gold_Basic>4~5</>的辅助装备。	added=可获得荣耀装等为<Gold_Basic>{LV_MIN}~{LV_MAX}</>、词条等级为<Gold_Basic>4~5</>的辅助装备。 | added=可获得荣耀装等为<Gold_Basic>{LV_MIN}~{LV_MAX}</>、词条等级为<Gold_Basic>4~5</>的辅助装备。 | added=可获得荣耀装等为<Gold_Basic>{LV_MIN}~{LV_MAX}</>、词条等级为<Gold_Basic>4~5</>的辅助装备。
added_only	/Game/Data/DataTables/Item/DT_ItemBaseData	AC23520A425BC00209B27190145CA1F2	301294299		186427860		Contains Clash Gear with Rating <Gold_Basic>{LV_MIN}~{LV_MAX}</> and Perk Levels <Gold_Basic>4~5</>.	可获得荣耀装等为<Gold_Basic>{LV_MIN}~{LV_MAX}</>、词条等级为<Gold_Basic>4~5</>的对抗装备。	added=可获得荣耀装等为<Gold_Basic>{LV_MIN}~{LV_MAX}</>、词条等级为<Gold_Basic>4~5</>的对抗装备。 | added=可获得荣耀装等为<Gold_Basic>{LV_MIN}~{LV_MAX}</>、词条等级为<Gold_Basic>4~5</>的对抗装备。 | added=可获得荣耀装等为<Gold_Basic>{LV_MIN}~{LV_MAX}</>、词条等级为<Gold_Basic>4~5</>的对抗装备。
added_only	/Game/Data/DataTables/Item/DT_ItemBaseData	B86C215C45D1D9E4B7989E95CB676659	301404699		951569245		Contains Support Gear with Rating <Gold_Basic>{LV_MIN}~{LV_MAX}</> and Perk Levels <Gold_Basic>3~4</>.	可获得荣耀装等为<Gold_Basic>{LV_MIN}~{LV_MAX}</>、词条等级为<Gold_Basic>3~4</>的辅助装备。	added=可获得荣耀装等为<Gold_Basic>{LV_MIN}~{LV_MAX}</>、词条等级为<Gold_Basic>3~4</>的辅助装备。 | added=可获得荣耀装等为<Gold_Basic>{LV_MIN}~{LV_MAX}</>、词条等级为<Gold_Basic>3~4</>的辅助装备。 | added=可获得荣耀装等为<Gold_Basic>{LV_MIN}~{LV_MAX}</>、词条等级为<Gold_Basic>3~4</>的辅助装备。
added_only	/Game/Data/DataTables/Item/DT_ItemBaseData	D1EFC75B4E16E1120103CD98CA602DCF	301300499		3552682508		Contains Clash Gear with Rating <Gold_Basic>{LV_MIN}~{LV_MAX}</> and Perk Levels <Gold_Basic>2~3</>.	可获得荣耀装等为<Gold_Basic>{LV_MIN}~{LV_MAX}</>、词条等级为<Gold_Basic>2~3</>的对抗装备。	added=可获得荣耀装等为<Gold_Basic>{LV_MIN}~{LV_MAX}</>、词条等级为<Gold_Basic>2~3</>的对抗装备。 | added=可获得荣耀装等为<Gold_Basic>{LV_MIN}~{LV_MAX}</>、词条等级为<Gold_Basic>2~3</>的对抗装备。 | added=可获得荣耀装等为<Gold_Basic>{LV_MIN}~{LV_MAX}</>、词条等级为<Gold_Basic>2~3</>的对抗装备。
