change_type	namespace	guid	source_hash	row	zh_text	old_en_text	new_en_text	status	allow_new_namespace
added_entry	/Game/Data/DataTables/CombatGrowth/BuffGrowth/DT_BuffGrowth_Mythic	E6B927DD46621D4CA33F8E8462BC8AB3	2418211537	10104330_1	若敌人红光技没有被反制，使用红光技后敌人会立刻恢复<Skill_Number>20%</>架势条		If the enemy's red-glint skill is not countered, the enemy will immediately recover <Skill_Number>20%</> of its Posture Bar after using the skill.	translated	False
added_entry	/Game/Data/DataTables/CombatGrowth/BuffGrowth/DT_BuffGrowth_Mythic	F497581D427B92DAFCE7339DCBBC533A	538945665	10104331_1	若敌人红光技没有被反制，使用红光技后敌人会立刻恢复<Skill_Number>40%</>架势条		If the enemy's red-glint skill is not countered, the enemy will immediately recover <Skill_Number>40%</> of its Posture Bar after using the skill.	translated	False
added_entry	/Game/Data/DataTables/CombatGrowth/BuffGrowth/DT_BuffGrowth_WZJ	C45485AB44DB05569F5F03968D00FCCD	3907615703	70516_1	消耗冰晶施放蓄力技能时，会给自己和周围#GenShield_OnLPSkillRelease_RangeA#米内的友方提供护盾，护盾持续#GenShield_OnLPSkillRelease_Time#秒。每消耗<Skill_Number>1</>颗冰晶可获得#GenShield_OnLPSkillRelease_IceBallValueA#攻击力的护盾。		When consuming Ice Crystals to cast a charged skill, you provide a shield to yourself and nearby allies within #GenShield_OnLPSkillRelease_RangeA# meters, lasting for #GenShield_OnLPSkillRelease_Time# seconds. Each <Skill_Number>1</> Ice Crystal consumed grants a shield equal to #GenShield_OnLPSkillRelease_IceBallValueA# of your Attack.	translated	False
added_entry	/Game/Data/DataTables/CombatGrowth/SkillGrowth/DT_SkillGrowth_LBDS	8670FC6F41ACE40F8396A081BB0B24B9	3093133389	80000_1	闪身攻击/蓄力普攻		Dash Attack / Charged Basic Attack	translated	False
added_entry	/Game/Data/DataTables/CombatGrowth/SkillGrowth/DT_SkillGrowth_MY	84DFE4664F81E2CB51EA7680BD58107F	2612758709	61100_1	完美闪避反击伤害		Perfect Dodge Counterattack Damage	translated	False
added_entry	/Game/Data/DataTables/CombatGrowth/SkillGrowth/DT_SkillGrowth_YCZL	4681C76B4EC8F067F1AC9B90FE68845A	899647021	120016_1	激流追击 地面		Torrent Pursuit Ground	translated	False
added_entry	/Game/Data/DataTables/CombatGrowth/SkillGrowth/DT_SkillGrowth_YCZL	2A411C6B453D7448317F4E93916161AA	1653032576	120017_1	激流追击 空中		Torrent Pursuit Aerial	translated	False
added_entry	/Game/Data/DataTables/CombatGrowth/SkillGrowth/DT_SkillGrowth_YCZL	0438F7BE457E731CC3A0609EC014D72C	1564501905	120100_1	"施放任意技能后，可再次施放<Skill_HL2 ContentRow=""101201"">追加技</>。命中后，下一次普攻强化为<Skill_HL1>破命击</>。
全流强度可额外提升伤害。"		"After casting any skill, you can cast an <Skill_HL2 ContentRow=""101201"">Additional Skill</>. Upon hitting, your next basic attack is enhanced into a <Skill_HL1>Fate-Breaking Strike</>.
Total Flow Intensity provides additional damage."	translated	False
added_entry	/Game/Data/DataTables/CombatGrowth/SkillGrowth/DT_SkillGrowth_YCZL	0EDD2C304F3BA08640C75690BD0F780E	3932652880	120100_1	"可用元流之环幻化多种凝武进行战斗。施放任意流技后，可再施放一次<Skill_HL2 ContentRow=""101201"">追加技</>。<Skill_HL2>追加技</>命中后，下一次普攻强化为<Skill_HL1>破命击</>。
每<Skill_Number>10%</>全流强度可额外提升<Skill_Number>6%</>伤害，最高提升<Skill_Number>30%</>。"		"Use the Origin Ring to manifest various weapons for combat. After casting any Flow Skill, you can cast an <Skill_HL2 ContentRow=""101201"">Additional Skill</>. Upon hitting with an <Skill_HL2>Additional Skill</>, your next basic attack is enhanced into a <Skill_HL1>Fate-Breaking Strike</>.
Every <Skill_Number>10%</> Total Flow Intensity increases damage by <Skill_Number>6%</>, up to <Skill_Number>30%</>."	translated	False
added_entry	/Game/Data/DataTables/CombatGrowth/SkillGrowth/DT_SkillGrowth_YCZL	CD6CD8604F21270FCA0CC2B98547178C	1121957658	120100_1	"可用元流之环幻化多种凝武进行战斗。施放任意流技后，可再施放一次<Skill_HL2 ContentRow=""101201"">追加技</>。<Skill_HL2>追加技</>命中后，下一次普攻强化为<Skill_HL1>破命击</>。
每<Skill_Number>10%</>全流可额外提升<Skill_Number>6%</>伤害，最高提升<Skill_Number>30%</>。
触发技：
普攻和流技命中敌人后，可获得能量。能量充盈时，可发动<Skill_HL1>命流处决</>，幻化不同凝武对敌人进行处决斩击，造成流技伤害。

共流技：
前台共鸣施放绝技后触发共流技，上场时额外发动一次<Skill_HL1>命流处决</>。"		"Use the Origin Ring to manifest various weapons for combat. After casting any Flow Skill, you can cast an <Skill_HL2 ContentRow=""101201"">Additional Skill</>. Upon hitting with an <Skill_HL2>Additional Skill</>, your next basic attack is enhanced into a <Skill_HL1>Fate-Breaking Strike</>.
Every <Skill_Number>10%</> Total Flow increases damage by <Skill_Number>6%</>, up to <Skill_Number>30%</>.
Trigger Skill:
After basic attacks and Flow Skills hit enemies, you gain energy. When energy is full, you can activate <Skill_HL1>Fate Flow Execution</>, manifesting different weapons to perform an execution strike, dealing Flow Skill damage.

Co-Flow Skill:
Triggered when the active character casts an Ultimate. When entering the field, an additional <Skill_HL1>Fate Flow Execution</> is performed."	translated	False
added_entry	/Game/Data/DataTables/CommonCondition/DT_CommonConditionGroup_Season	B474AC8947219B9868B1129A8469EBAB	1075305487	90000001	完成觉醒任务《最终试炼》		"Complete the awakening quest ""Final Trial"""	translated	False
added_entry	/Game/Data/DataTables/CommonCondition/DT_CommonCondition_Season	60574AD64DA33BEE5351F09391B0DF02	1075305487	90000001	完成觉醒任务《最终试炼》		"Complete the awakening quest ""Final Trial"""	translated	False
added_entry	/Game/Data/DataTables/Event/MainQuest/S09/DT_EventGuide_MainQuest_S09M00	644254D844C3C334B055A78C1C107BA0	169583868	S09M00_05	与夫子交谈		Talk to the Master	translated	False
added_entry	/Game/Data/DataTables/Event/SideQuest/C/DT_EventGuide_SideQuest_CL11_GoHome25	2F02ECA8429DAF1B91242085E14ED1B3	3230546373	CL11_GoHome25_11	前往第一个栏位		Go to the first slot	translated	False
added_entry	/Game/Data/DataTables/Event/SideQuest/C/DT_EventGuide_SideQuest_CL11_GoHome25	DB32FCEC4C8AEFB8988F2B85F7542535	3230546373	CL11_GoHome25_12	前往第一个栏位		Go to the first slot	translated	False
added_entry	/Game/Data/DataTables/Event/SideQuest/C/DT_EventGuide_SideQuest_CL11_GoHome25	EBA63A394F760A2D451F3D9A711AD15C	3230546373	CL11_GoHome25_13	前往第一个栏位		Go to the first slot	translated	False
added_entry	/Game/Data/DataTables/InteractiveActor/Template/Static/DT_StaticIA_Common_Mechanism	6684B12440B634CAC47965B6F337B1B2	4237069569	1071098	屏蔽虚影IATrigger		Hide Phantom IATrigger	translated	False
added_entry	/Game/Data/DataTables/Item/DT_ItemBlindBox	B4ED91E04108C7274089D987B4F8C3FC	1079093965	31000001	1. 购买萝卜卜盲盒可随机从8款萝卜主题时装中获取1款，1次可购买1盒或6盒。[br]2. 萝卜卜盲盒中的时装包含2款隐藏款与6款基础款。其中萝国王、萝王后为隐藏款，萝半仙儿、萝大盗、萝清新、萝侠客、萝诗书、萝丰收为基础款。[br]3. 购买盲盒后会自动开启，获得基础款或隐藏款时优先获取其中未拥有的款式。购买盲盒获得全部基础款后，继续购买盲盒获得基础款时将会自动转化为20个照运金币·萝卜。购买盲盒获得全部隐藏款后，继续购买盲盒只可获得基础款，无法重复获取隐藏款。[br]4. 累计获取足够数量的照运金币·萝卜后，也可通过消耗照运金币·萝卜兑换隐藏款，若在兑换隐藏款后再次通过购买盲盒获取相同款式，则自动转化为240个照运金币·萝卜。[br]5.照运金币·萝卜在萝卜卜盲盒下架后会被系统回收，请注意盲盒售卖时间并及时兑换奖励。[br]6. 萝卜卜盲盒上架期间，收集任意两款萝卜卜时装，即可领取萝之凝视头饰。		1. Purchase a Radish Blind Box to randomly obtain one of 8 radish-themed outfits. You can purchase 1 or 6 boxes at a time.[br]2. The Radish Blind Box contains 2 hidden outfits and 6 basic outfits. The hidden outfits are Radish King and Radish Queen. The basic outfits are Radish Immortal, Radish Bandit, Radish Fresh, Radish Knight, Radish Poet, and Radish Harvest.[br]3. Blind boxes open automatically upon purchase. When obtaining a basic or hidden outfit, you will prioritize receiving one you do not yet own. Once you have collected all basic outfits, any subsequent basic outfits obtained from blind boxes will be automatically converted into 20 Fortune Coins: Radish. Once you have collected all hidden outfits, you can only obtain basic outfits from further purchases; you cannot obtain duplicate hidden outfits.[br]4. After accumulating enough Fortune Coins: Radish, you can use them to redeem hidden outfits. If you obtain the same outfit from a blind box after redeeming it, it will be automatically converted into 240 Fortune Coins: Radish.[br]5. Fortune Coins: Radish will be reclaimed by the system after the Radish Blind Box event ends. Please note the sale period and redeem your rewards in time.[br]6. During the Radish Blind Box event, collect any two radish outfits to claim the Radish Gaze headpiece.	translated	False
added_entry	/Game/Data/DataTables/Item/DT_ItemShow	FA623EFA4871C74AECE65185A1140E37	1393161500	30001358	流的特殊交汇光点，最高可引发<Gold_Basic>传说级</>万相附流。		A special convergence point of flows, capable of triggering up to <Gold_Basic>Legendary</> Myriad-Flow Affixing.	translated	False
added_entry	/Game/Data/DataTables/Item/DT_ItemShow	C505A8C3402823B18D10498EF586D3F7	3304375626	30001359	流的特殊交汇光点，最高可引发<Gold_Basic>传说级赛季限定</>万相附流。		A special convergence point of flows, capable of triggering up to <Gold_Basic>Legendary Seasonal Exclusive</> Myriad-Flow Affixing.	translated	False
added_entry	/Game/Data/DataTables/Item/DT_ItemSpecial	2784C7D540FB64A437BC3E9ED4C7906A	398994706	110001026	获得千金重弩共鸣的象征。		Obtain the symbol of the Thousand-Gold Heavy Crossbow resonance.	translated	False
added_entry	/Game/Data/DataTables/Item/DT_ItemSpecial	B6EE83304B2DB85D778CEA94E227D930	2995282544	110001026	千金重弩共鸣的象征		Symbol of the Thousand-Gold Crossbow Resonance	translated	False
added_entry	/Game/Data/DataTables/Item/DT_MultySelectBox	BD9F3CE94C31C48CE5F0F38D9AEB5499	3451607135	30700117	燃山回响武器皮肤自选箱		Burning Mountain Echo Weapon Skin Selection Chest	translated	False
added_entry	/Game/Data/DataTables/Item/DT_MultySelectBox	1262901E48B8F06707B50FB90F84DBEB	3805992078	30700118	打开后可自选一个神炼之遗专属武器皮肤。		Open to select one exclusive weapon skin for the Relic of Divine Refining.	translated	False
added_entry	/Game/Data/DataTables/Item/DT_MultySelectBox	CEB1D17E4A4426FB43529AB51493CA3D	203207676	30700118	神炼之遗武器皮肤自选箱		Divine Relic Weapon Skin Selection Chest	translated	False
added_entry	/Game/Data/DataTables/ItemSourceTracking/DT_ItemTrackingHandle_Live	70EA1BC74A0864361CE9DCB133DB47E8	39562871	106468	肴馔家购买		Purchased from Gourmet	translated	False
added_entry	/Game/Data/DataTables/ItemSourceTracking/DT_ItemTrackingHandle_Live	627F83E74AB2536027DB6D823676FA87	39562871	106469	肴馔家购买		Purchased from Gourmet	translated	False
added_entry	/Game/Data/DataTables/ItemSourceTracking/DT_ItemTrackingHandle_Lottery	600B1331422715078A3EA79D90B18380	3427931174	200135	商城获取		Obtained via Shop	translated	False
added_entry	/Game/Data/DataTables/ItemSourceTracking/DT_ItemTrackingHandle_Lottery	CCE48B054609F00C638BDB8B225D3F30	3427931174	200136	商城获取		Obtained via Shop	translated	False
added_entry	/Game/Data/DataTables/Loading/LoadingTips/DT_LoadingTips_Common	4AF9DB5E4604047E4BBD558F235DA39C	2519353538	100050006	灵遇		Spirit Encounter	translated	False
added_entry	/Game/Data/DataTables/Loading/LoadingTips/DT_LoadingTips_Common	71227D4C4EA6A5ECFCE2C6B1CC145E0D	1552600901	100050006	通过晶珀灵遇获取		Obtained via Crystal Amber Spirit Encounter	translated	False
added_entry	/Game/Data/DataTables/Loading/LoadingTips/DT_LoadingTips_Common	508D6AED4C5DA400EB0237833ADE506A	2805593028	100050011	前往商城使用璇晶购买		Go to the Shop to purchase with Xuan Crystal	translated	False
added_entry	/Game/Data/DataTables/Loading/LoadingTips/DT_LoadingTips_Common	EC5F6F7F46265AAEEF478D8C201BBFC3	2329489242	100050011	全新时装		New Outfit	translated	False
added_entry	/Game/Data/DataTables/Loading/LoadingTips/DT_LoadingTips_Common	1819E0A54FB151C127F5EB9BA3DAEB20	2519353538	100060056	灵遇		Spirit Encounter	translated	False
added_entry	/Game/Data/DataTables/Loading/LoadingTips/DT_LoadingTips_Common	C7CBBCE549875C44CE1FC58348C8D602	3820216632	100060056	通过璇晶灵遇获取		Obtained via Profound Crystal Spirit Encounter	translated	False
added_entry	/Game/Data/DataTables/Loading/LoadingTips/DT_LoadingTips_Common	81F8C6164B90166479AD918E64A04A68	2135237026	110001021	前往商城使用晶珀兑换		Go to the Shop to redeem with Crystal Amber	translated	False
added_entry	/Game/Data/DataTables/Loading/LoadingTips/DT_LoadingTips_Common	FFF2496C4DAFBC998AC628A03770339F	1689576446	110001021	全新共鸣		New Resonance	translated	False
added_entry	/Game/Data/DataTables/Loading/LoadingTips/DT_LoadingTips_Common	009D85304816C85946A4EF93B422AA25	4231698209	110001026	解锁战令后获取		Obtain after unlocking the Battle Pass	translated	False
added_entry	/Game/Data/DataTables/Loading/LoadingTips/DT_LoadingTips_Common	0BAA5B934669B445E2398AA76CE2626C	1689576446	110001026	全新共鸣		New Resonance	translated	False
added_entry	/Game/Data/DataTables/Loading/LoadingTips/DT_LoadingTips_Common	0E340E3E46E533AB26B23385756A443E	4115455646	111026501	战令		Battle Pass	translated	False
added_entry	/Game/Data/DataTables/Loading/LoadingTips/DT_LoadingTips_Common	C4291A0A49C703C08A7E27BF28DED028	1801425994	111026501	解锁共鸣、幻化等海量奖励		Unlock massive rewards like Resonance and Transfiguration	translated	False
added_entry	/Game/Data/DataTables/LocalText/DT_LocalizeText_Mall	FC470D9B40B4BC07B566E48F56709DF6	862554868	Mall_BoxPreview	预览		Preview	translated	False
added_entry	/Game/Data/DataTables/LocalText/DT_LocalizeText_Mall	3608E07543E65A96D459D0AB80E9B773	2060179555	Mall_ClaimTheNextTier	下一档可领取		Claimable at next tier	translated	False
added_entry	/Game/Data/DataTables/LocalText/DT_LocalizeText_Mall	CE6EA39847856CAEA5A3359826224307	504154855	Mall_CollectProgressItemTxt	{0}款		{0} items	translated	False
added_entry	/Game/Data/DataTables/LocalText/DT_LocalizeText_Mall	CD01419B4B39BC87962C1B8EEFBAF586	1932984331	Mall_CollectProgressVegetableCar	已收集款式		Styles Collected	translated	False
added_entry	/Game/Data/DataTables/LocalText/DT_LocalizeText_Mall	4EFEAE3B433E4CFD5CB9228626CA6B93	2522323086	Mall_CurrentlyAvailableToClaim	当前可领取		Currently claimable	translated	False
added_entry	/Game/Data/DataTables/LocalText/DT_LocalizeText_Mall	658D70734369189311A7EDA32421D8F9	2896452236	Mall_PreviewTitle	有概率获得以下奖励		Chance to obtain the following rewards	translated	False
added_entry	/Game/Data/DataTables/LocalText/DT_LocalizeText_Mall	2E9CE229484015C4C95BEEB372863B89	1221165290	Mall_RelevancyBox	该商品所属礼包同步上架中，购买礼包更合算哦！		The bundle containing this item is also available! It's more cost-effective to buy the bundle!	translated	False
added_entry	/Game/Data/DataTables/Mall/MallDisplay/DT_MallDisplayPartRecommendUI	05D368344BAB9704BD19A8BE98386B87	2773830699	20003183	烟花视频配置-灵已急哭		Firework Config - Spirit's Tears	translated	False
added_entry	/Game/Data/DataTables/Mall/MallDisplay/DT_MallDisplayPartRecommendUI	089AFA484ECC023EA9F913BBA73034B4	2109876377	20003184	烟花视频配置-我红温了		Firework Config - I'm Heated Up	translated	False
added_entry	/Game/Data/DataTables/Mall/MallDisplay/DT_MallDisplayPartRecommendUI	CDD9B1774CA788DEB35CDEB685816ABE	4159180130	20003185	烟花视频配置-兴汪发财		Firework Config - Prosperity & Wealth	translated	False
added_entry	/Game/Data/DataTables/Mall/MallDisplay/DT_MallDisplayPartRecommendUI	4ADC3205402B6D65636A868C52E2DD44	888142042	20003188	烟花视频配置-遥夜涟心		Firework Config - Distant Night Ripples	translated	False
added_entry	/Game/Data/DataTables/Mall/MallDisplay/DT_MallDisplayPartRecommendUI	913C10994525ADE9D6A3F9A5BA71DA44	3425920210	30703057	烟花视频配置-星河入怀礼包		Firework Config - Starry Embrace Pack	translated	False
added_entry	/Game/Data/DataTables/Mall/MallDisplay/DT_MallDisplayPartRecommendUI	78124AB64E92A2CECDB926BC52F54086	9099219	30703058	烟花视频配置-流华满穹礼包		Firework Config - Flowing Splendor Pack	translated	False
added_entry	/Game/Data/DataTables/Mall/MallDisplay/DT_MallDisplayPartRecommendUI	19B5649C42B463188087E0807313C841	3195680088	30703059	烟花视频配置-轻盈欢颂礼包		Firework Config - Light Joy Pack	translated	False
added_entry	/Game/Data/DataTables/Mall/MallDisplay/DT_MallDisplayPartRecommendUI	A37A76BC48ED8AE9FECAA2B5C164E792	3931031070	30703069	推荐页-观星饰品礼包-海报		Recommendation Page - Star-Gazing Accessory Pack - Poster	translated	False
added_entry	/Game/Data/DataTables/Mall/MallDisplay/DT_MallDisplayPartRecommendUI	E1FD932A401474FBD9F0B8A35F45D640	3120449618	30703070	推荐页-天文家具礼包-海报		Recommendation Page - Astronomy Furniture Pack - Poster	translated	False
added_entry	/Game/Data/DataTables/Mall/MallDisplay/DT_MallDisplayPartRecommendUI	3566AFBD4E510F436C9C2BB0F2C0A873	1673125947	40318028	家具视频配置-陨彩藏辉 		Furniture Video Config - Hidden Meteor Glow	translated	False
added_entry	/Game/Data/DataTables/Mall/MallDisplay/DT_MallDisplayPartRecommendUI	EEA4FF194C2018D37A15998B2CF90597	1138442981	40318029	家具视频配置-揽星为仪 		Furniture Video Config - Star-Gathering Instrument	translated	False
added_entry	/Game/Data/DataTables/Mall/MallDisplay/DT_MallDisplayPartRecommendUI	792CF6C04D46C9D0DC37D795254D4B98	2021934734	40318030	家具视频配置-远星来时 		Furniture Video Config - When Distant Stars Arrive	translated	False
added_entry	/Game/Data/DataTables/Mall/MallDisplay/DT_MallDisplayPartRecommendUI	0200329547234CBBDF32428D95BF7808	163620449	40318031	家具视频配置-长寂相迎 		Furniture Video Config - Welcoming the Long Silence	translated	False
added_entry	/Game/Data/DataTables/Mall/MallDisplay/DT_MallDisplayPartRecommendUI	49474E004B137E76780610B7E433344E	1935699715	40318032	家具视频配置-回光之穹 		Furniture Video Config - Dome of Returning Light	translated	False
added_entry	/Game/Data/DataTables/Map/DT_PublicAreaRegion	1B6422AD4B7FD0F8D3D5F89C64575D45	936165587	110200001	交汇点·撼地狂木		Junction: Handi Wild Tree	translated	False
added_entry	/Game/Data/DataTables/Map/DT_PublicAreaRegion	FD72F13F435FB20155EA598F79070967	936165587	110200001	交汇点·撼地狂木		Junction: Handi Wild Tree	translated	False
added_entry	/Game/Data/DataTables/Map/DT_PublicAreaRegion	3E5BBC9C48AC7CD9722D55BA49BBA2EF	615276568	110200002	交汇点·云狌		Junction: Yunxing	translated	False
added_entry	/Game/Data/DataTables/Map/DT_PublicAreaRegion	DD4CBE18415964C99BAAA88929D3F107	615276568	110200002	交汇点·云狌		Junction: Yunxing	translated	False
added_entry	/Game/Data/DataTables/Map/DT_PublicAreaRegion	3CB19D92492A95425ED5B4A09BBC01EB	1366712175	110200003	交汇点·毕方		Junction: Bi Fang	translated	False
added_entry	/Game/Data/DataTables/Map/DT_PublicAreaRegion	5667843840184FD513288CBABBBE4C19	1366712175	110200003	交汇点·毕方		Junction: Bi Fang	translated	False
added_entry	/Game/Data/DataTables/Map/DT_PublicAreaRegion	0CA158FE4961A5E8DE49A18BE91B7CE7	3315403492	110200004	交汇点·朔春芽		Junction: Shuochun Bud	translated	False
added_entry	/Game/Data/DataTables/Map/DT_PublicAreaRegion	7ECA64934433410F4B0EA390F611E40A	3315403492	110200004	交汇点·朔春芽		Junction: Shuochun Bud	translated	False
added_entry	/Game/Data/DataTables/Map/DT_PublicAreaRegion	02925EB849488162BF86F6B02CE76BA4	2085047876	110200005	交汇点·蔚蓝神兽		Junction: Azure Divine Beast	translated	False
added_entry	/Game/Data/DataTables/Map/DT_PublicAreaRegion	6E69329A4D9FCA9BF6BE938457C6608B	2085047876	110200005	交汇点·蔚蓝神兽		Junction: Azure Divine Beast	translated	False
added_entry	/Game/Data/DataTables/Map/DT_PublicAreaRegion	0ED7B6544A012A7ABAB4EF9702D8D593	4077150429	110200006	交汇点·猩红神兽		Junction: Scarlet Divine Beast	translated	False
added_entry	/Game/Data/DataTables/Map/DT_PublicAreaRegion	A5BE7F0B41F0E95F3CEFF696D7E37D2B	4077150429	110200006	交汇点·猩红神兽		Junction: Scarlet Divine Beast	translated	False
added_entry	/Game/Data/DataTables/Map/DT_PublicAreaRegion	7FE665834FD818DEB9F51CA5A626C861	3638863096	110200007	交汇点·秋水		Junction: Qiushui	translated	False
added_entry	/Game/Data/DataTables/Map/DT_PublicAreaRegion	FA581D0A49A83B17CEFFBC86CE72DF7B	3638863096	110200007	交汇点·秋水		Junction: Qiushui	translated	False
added_entry	/Game/Data/DataTables/Map/DT_PublicAreaRegion	0F9A9ECE47747BAE82E72C8CB4730F77	740906928	110200008	交汇点·黑耀		Junction: Heiyao	translated	False
added_entry	/Game/Data/DataTables/Map/DT_PublicAreaRegion	F9F8224A4A529933D6FB5D8B6B0EF5CE	740906928	110200008	交汇点·黑耀		Junction: Heiyao	translated	False
added_entry	/Game/Data/DataTables/Map/DT_PublicAreaRegion	B3B117C74986B4D669AC09908B14D73C	2887826395	110200009	交汇点·帝辛		Junction: Di Xin	translated	False
added_entry	/Game/Data/DataTables/Map/DT_PublicAreaRegion	BBCAE2B64D45714823A427924D5DAB33	2887826395	110200009	交汇点·帝辛		Junction: Di Xin	translated	False
added_entry	/Game/Data/DataTables/Map/DT_PublicAreaRegion	6D4E94A24FBBBE23F88FD798DE2EE5F9	2218897269	110200101	交汇点·汉雷鸣角		Junction: Han Leiming Horn	translated	False
added_entry	/Game/Data/DataTables/Map/DT_PublicAreaRegion	EF670D5A4EB6F04E1AED0CBE89E86F3D	2218897269	110200101	交汇点·汉雷鸣角		Junction: Han Leiming Horn	translated	False
added_entry	/Game/Data/DataTables/Map/DT_PublicAreaRegion	0E4C12634E2F99C61583B49A7847CD2F	2828996624	110200102	交汇点·燎原巨蜥		Junction: Liaoyuan Giant Lizard	translated	False
added_entry	/Game/Data/DataTables/Map/DT_PublicAreaRegion	DF77ACD9483578C8BAEACFA9ABD2A5D8	2828996624	110200102	交汇点·燎原巨蜥		Junction: Liaoyuan Giant Lizard	translated	False
added_entry	/Game/Data/DataTables/Map/DT_PublicAreaRegion	6448718941B08963E3E68F83846A63BD	2052547656	110200103	交汇点·玄冰坠天盾		Junction: Xuanbing Falling Sky Shield	translated	False
added_entry	/Game/Data/DataTables/Map/DT_PublicAreaRegion	87B8A6E64D86C1A50BE43EB02E90F82A	2052547656	110200103	交汇点·玄冰坠天盾		Junction: Xuanbing Falling Sky Shield	translated	False
added_entry	/Game/Data/DataTables/Map/DT_PublicAreaRegion	2792E04E4C700B71CBDC36BA1A18DC51	1538496372	110200104	交汇点·蛮虎		Junction: Manhu	translated	False
added_entry	/Game/Data/DataTables/Map/DT_PublicAreaRegion	D224F5AD4EF3CBBB92E3BCADB18AD7BF	1538496372	110200104	交汇点·蛮虎		Junction: Manhu	translated	False
added_entry	/Game/Data/DataTables/Map/DT_PublicAreaRegion	25F4E5DA40F9FA559F96D1A0F53B7BEC	2321931995	110200105	交汇点·戾天		Junction: Litian	translated	False
added_entry	/Game/Data/DataTables/Map/DT_PublicAreaRegion	3C075BE642D3725FEE86D1A439E65BF7	2321931995	110200105	交汇点·戾天		Junction: Litian	translated	False
added_entry	/Game/Data/DataTables/Map/DT_PublicAreaRegion	5F4743674246FF0EF39E919850637D65	3793974471	110200106	交汇点·幽寂狂木		Junction: Youji Wild Tree	translated	False
added_entry	/Game/Data/DataTables/Map/DT_PublicAreaRegion	93C5862441C4E1108757079CBED8EDDA	3793974471	110200106	交汇点·幽寂狂木		Junction: Youji Wild Tree	translated	False
added_entry	/Game/Data/DataTables/Map/DT_PublicAreaRegion	4515DD5A471A326E7F0C5186898384A2	3364704353	110200107	交汇点·傲火隼		Junction: Aohuo Falcon	translated	False
added_entry	/Game/Data/DataTables/Map/DT_PublicAreaRegion	FCA164844C38DDF928F0AAA72236E2C5	3364704353	110200107	交汇点·傲火隼		Junction: Aohuo Falcon	translated	False
added_entry	/Game/Data/DataTables/Map/DT_PublicAreaRegion	1200F3D143A42D6B86B39E847E46BB1F	3284940579	110200108	交汇点·神纹灼绒		Junction: Shenwen Zhuorong	translated	False
added_entry	/Game/Data/DataTables/Map/DT_PublicAreaRegion	253173034314BF5308475DA10F31F430	3284940579	110200108	交汇点·神纹灼绒		Junction: Shenwen Zhuorong	translated	False
