package	asset_base	namespace	text_key	offset	current	target	old_size	new_size	delta	encoding	repair_ok	repair_status
1	/NGR/Content/Data/DataTables/CombatGrowth/SkillGrowth/DT_SkillGrowth_DFY	/Game/Data/DataTables/CombatGrowth/SkillGrowth/DT_SkillGrowth_DFY	BE6EB93C48B82FC30BC8C1BB7FC1C73D	15633	"<#激活>相关<#流脉>可施放。
斩击前<#方>范围敌人，造成<#伤害>。"	Available after activating the corresponding Talent. Unleash a forward slash, dealing damage to enemies within range.	82	240	158	utf16		
1	/NGR/Content/Data/DataTables/CombatGrowth/SkillGrowth/DT_SkillGrowth_Kai	/Game/Data/DataTables/CombatGrowth/SkillGrowth/DT_SkillGrowth_Kai	881770BF4276A7619CA1AF98F62CE703	1126229	闪身攻击	Dash & Attack	14	32	18	utf16		
1	/NGR/Content/Data/DataTables/CombatGrowth/SkillGrowth/DT_SkillGrowth_Kai	/Game/Data/DataTables/CombatGrowth/SkillGrowth/DT_SkillGrowth_Kai	50B96AFC493B5994E3DD9896DA6B9D80	1126574	#power8#攻击力+#defend8#防御力	#power4# Attack + #defend4# Defense	54	76	22	utf16		
1	/NGR/Content/Data/DataTables/CombatGrowth/SkillGrowth/DT_SkillGrowth_Kai	/Game/Data/DataTables/CombatGrowth/SkillGrowth/DT_SkillGrowth_Kai	EB75C2CF4BF2717E553AE8B47B7B7F8F	1229936	向前突进并连续挥刀进行2次斩击，造成<#流技伤害>，6秒内下一次<#普攻><#强化>为<#FS1003_D_3>。	Dash forward and slash twice, dealing Skill Damage. Your next Basic Attack within 6s becomes Ultra Strike.	120	218	98	utf16		
1	/NGR/Content/Data/DataTables/CombatGrowth/SkillGrowth/DT_SkillGrowth_Kai	/Game/Data/DataTables/CombatGrowth/SkillGrowth/DT_SkillGrowth_Kai	44BAD99C4D2BF44D3772F786966D7AF4	1230242	向前迅猛突进并造成<#普攻伤害>，命中敌人后获得1层<#FS1003_D_2>。	Lunge forward, dealing Basic Attack Damage. Hitting an enemy grants 1 stack of Blade Power Rising.	86	202	116	utf16		
1	/NGR/Content/Data/DataTables/CombatGrowth/SkillGrowth/DT_SkillGrowth_Kai	/Game/Data/DataTables/CombatGrowth/SkillGrowth/DT_SkillGrowth_Kai	4781696E4C9C9A80E1B7109FFDB60CE6	1273525	向前发动两段攻击，造成<#流技伤害>，命中敌人后获得1层<#FS1003_D_2>。	Unleash two forward slashes, each dealing Skill Damage. Gain 1 stack of Blade Power Rising upon hitting an enemy.	90	232	142	utf16		
1	/NGR/Content/Data/DataTables/CombatGrowth/SkillGrowth/DT_SkillGrowth_LBDS	/Game/Data/DataTables/CombatGrowth/SkillGrowth/DT_SkillGrowth_LBDS	5077BA13489CDC26F1A651AAD8D4A4E4	1283586	<#闪身攻击>/<#蓄力攻击>	Dash & Attack/Charged Basic Attack	36	74	38	utf16		
1	/NGR/Content/Data/DataTables/CombatGrowth/SkillGrowth/DT_SkillGrowth_LBDS	/Game/Data/DataTables/CombatGrowth/SkillGrowth/DT_SkillGrowth_LBDS	96E33D6542962DA1373C7182CBD19D64	1291257	<#闪身攻击>/<#蓄力攻击>	Dash & Attack/Charged Basic Attack	36	74	38	utf16		
1	/NGR/Content/Data/DataTables/CombatGrowth/SkillGrowth/DT_SkillGrowth_LBDS	/Game/Data/DataTables/CombatGrowth/SkillGrowth/DT_SkillGrowth_LBDS	F3ACE5AB4523CB5152167A9471BBF0E4	1298928	<#闪身攻击>/<#蓄力攻击>	Dash & Attack/Charged Basic Attack	36	74	38	utf16		
1	/NGR/Content/Data/DataTables/CombatGrowth/SkillGrowth/DT_SkillGrowth_LBDS	/Game/Data/DataTables/CombatGrowth/SkillGrowth/DT_SkillGrowth_LBDS	4B2604AE41147EAD71BE7E95CD8BB071	1306599	<#闪身攻击>/<#蓄力攻击>	Dash & Attack/Charged Basic Attack	36	74	38	utf16		
1	/NGR/Content/Data/DataTables/CombatGrowth/SkillGrowth/DT_SkillGrowth_LBDS	/Game/Data/DataTables/CombatGrowth/SkillGrowth/DT_SkillGrowth_LBDS	14EF8FF342667349CA0297AD47CB451A	1314270	<#闪身攻击>/<#蓄力攻击>	Dash & Attack/Charged Basic Attack	36	74	38	utf16		
1	/NGR/Content/Data/DataTables/CombatGrowth/SkillGrowth/DT_SkillGrowth_LBDS	/Game/Data/DataTables/CombatGrowth/SkillGrowth/DT_SkillGrowth_LBDS	E2563BFB476BFDEFB3B3598AA2CBEF71	1321941	<#闪身攻击>/<#蓄力攻击>	Dash & Attack/Charged Basic Attack	36	74	38	utf16		
1	/NGR/Content/Data/DataTables/CombatGrowth/SkillGrowth/DT_SkillGrowth_LBDS	/Game/Data/DataTables/CombatGrowth/SkillGrowth/DT_SkillGrowth_LBDS	D44498774897683F1937EC916B73EB16	1329612	<#闪身攻击>/<#蓄力攻击>	Dash & Attack/Charged Basic Attack	36	74	38	utf16		
1	/NGR/Content/Data/DataTables/CombatGrowth/SkillGrowth/DT_SkillGrowth_LBDS	/Game/Data/DataTables/CombatGrowth/SkillGrowth/DT_SkillGrowth_LBDS	7A0C75B34FC14BFDBE0A11B79EBDE78B	1337283	<#闪身攻击>/<#蓄力攻击>	Dash & Attack/Charged Basic Attack	36	74	38	utf16		
1	/NGR/Content/Data/DataTables/CombatGrowth/SkillGrowth/DT_SkillGrowth_LBDS	/Game/Data/DataTables/CombatGrowth/SkillGrowth/DT_SkillGrowth_LBDS	9B60287242D0E0EB095D42A3010B63FA	1344954	<#闪身攻击>/<#蓄力攻击>	Dash & Attack/Charged Basic Attack	36	74	38	utf16		
1	/NGR/Content/Data/DataTables/CombatGrowth/SkillGrowth/DT_SkillGrowth_LengChun	/Game/Data/DataTables/CombatGrowth/SkillGrowth/DT_SkillGrowth_LengChun	B598E4D3452F3669FAE8C79770444706	269042	"自身高速旋转并幻化出血鞭攻击附近敌人，造成<#普攻伤害>；命中的敌人进入6秒<#FS1017_D_6>状态。
<#FS1017_S_6>不会打断<#普攻>连段。如在敌人攻击即将命中时施放，可触发<#完美闪避>。
<#绯瞳刃舞>攻击<#FS1017_D_6>状态下的敌人时，提升#IgnoreDefenseTime#<#追击率>。"	"Conjure a Blood Whip to hit nearby enemies, dealing Basic Attack Damage and inflicting Wound for 6s.

Using Lethal Cyclone won't break your Basic Attack combo and can Perfect Dodge incoming attacks.

Against enemies with Wound, Scarlet Waltz's Double Strike Rate is increased by #IgnoreDefenseTime#."	334	612	278	utf16		
1	/NGR/Content/Data/DataTables/CombatGrowth/SkillGrowth/DT_SkillGrowth_LengChun	/Game/Data/DataTables/CombatGrowth/SkillGrowth/DT_SkillGrowth_LengChun	CCF73E5C47B4DC431604408E055F4A62	275882	"自身高速旋转并幻化出血鞭攻击附近敌人，造成<#普攻伤害>；命中的敌人进入6秒<#FS1017_D_6>状态。
<#FS1017_S_6>不会打断<#普攻>连段。如在敌人攻击即将命中时施放，可触发<#完美闪避>。
<#绯瞳刃舞>攻击<#FS1017_D_6>状态下的敌人时，提升#IgnoreDefenseTime#<#追击率>。"	"Conjure a Blood Whip to hit nearby enemies, dealing Basic Attack Damage and inflicting Wound for 6s.

Using Lethal Cyclone won't break your Basic Attack combo and can Perfect Dodge incoming attacks.

Against enemies with Wound, Scarlet Waltz's Double Strike Rate is increased by #IgnoreDefenseTime#."	334	612	278	utf16		
1	/NGR/Content/Data/DataTables/CombatGrowth/SkillGrowth/DT_SkillGrowth_LengChun	/Game/Data/DataTables/CombatGrowth/SkillGrowth/DT_SkillGrowth_LengChun	575996EB4A61B52001DFA587FB724FAB	279570	"自身高速旋转并幻化出血鞭攻击附近敌人，造成<#普攻伤害>；命中的敌人进入6秒<#FS1017_D_6>状态。
<#FS1017_S_6>不会打断<#普攻>连段。如在敌人攻击即将命中时施放，可触发<#完美闪避>。
<#绯瞳刃舞>攻击<#FS1017_D_6>状态下的敌人时，提升#IgnoreDefenseTime#<#追击率>。"	"Conjure a Blood Whip to hit nearby enemies, dealing Basic Attack Damage and inflicting Wound for 6s.

Using Lethal Cyclone won't break your Basic Attack combo and can Perfect Dodge incoming attacks.

Against enemies with Wound, Scarlet Waltz's Double Strike Rate is increased by #IgnoreDefenseTime#."	334	612	278	utf16		
1	/NGR/Content/Data/DataTables/CombatGrowth/SkillGrowth/DT_SkillGrowth_LengChun	/Game/Data/DataTables/CombatGrowth/SkillGrowth/DT_SkillGrowth_LengChun	9CAFB01A40865BFB53F045AFCDC1274F	283258	"自身高速旋转并幻化出血鞭攻击附近敌人，造成<#普攻伤害>；命中的敌人进入6秒<#FS1017_D_6>状态。
<#FS1017_S_6>不会打断<#普攻>连段。如在敌人攻击即将命中时施放，可触发<#完美闪避>。
<#绯瞳刃舞>攻击<#FS1017_D_6>状态下的敌人时，提升#IgnoreDefenseTime#<#追击率>。"	"Conjure a Blood Whip to hit nearby enemies, dealing Basic Attack Damage and inflicting Wound for 6s.

Using Lethal Cyclone won't break your Basic Attack combo and can Perfect Dodge incoming attacks.

Against enemies with Wound, Scarlet Waltz's Double Strike Rate is increased by #IgnoreDefenseTime#."	334	612	278	utf16		
1	/NGR/Content/Data/DataTables/CombatGrowth/SkillGrowth/DT_SkillGrowth_LengChun	/Game/Data/DataTables/CombatGrowth/SkillGrowth/DT_SkillGrowth_LengChun	088A656F400AB24B1C73958512700A70	286946	"自身高速旋转并幻化出血鞭攻击附近敌人，造成<#普攻伤害>；命中的敌人进入6秒<#FS1017_D_6>状态。
<#FS1017_S_6>不会打断<#普攻>连段。如在敌人攻击即将命中时施放，可触发<#完美闪避>。
<#绯瞳刃舞>攻击<#FS1017_D_6>状态下的敌人时，提升#IgnoreDefenseTime#<#追击率>。"	"Conjure a Blood Whip to hit nearby enemies, dealing Basic Attack Damage and inflicting Wound for 6s.

Using Lethal Cyclone won't break your Basic Attack combo and can Perfect Dodge incoming attacks.

Against enemies with Wound, Scarlet Waltz's Double Strike Rate is increased by #IgnoreDefenseTime#."	334	612	278	utf16		
1	/NGR/Content/Data/DataTables/CombatGrowth/SkillGrowth/DT_SkillGrowth_LengChun	/Game/Data/DataTables/CombatGrowth/SkillGrowth/DT_SkillGrowth_LengChun	35984F9F462135B73B606DB0C0F25AB5	290634	"自身高速旋转并幻化出血鞭攻击附近敌人，造成<#普攻伤害>；命中的敌人进入6秒<#FS1017_D_6>状态。
<#FS1017_S_6>不会打断<#普攻>连段。如在敌人攻击即将命中时施放，可触发<#完美闪避>。
<#绯瞳刃舞>攻击<#FS1017_D_6>状态下的敌人时，提升#IgnoreDefenseTime#<#追击率>。"	"Conjure a Blood Whip to hit nearby enemies, dealing Basic Attack Damage and inflicting Wound for 6s.

Using Lethal Cyclone won't break your Basic Attack combo and can Perfect Dodge incoming attacks.

Against enemies with Wound, Scarlet Waltz's Double Strike Rate is increased by #IgnoreDefenseTime#."	334	612	278	utf16		
1	/NGR/Content/Data/DataTables/CombatGrowth/SkillGrowth/DT_SkillGrowth_LengChun	/Game/Data/DataTables/CombatGrowth/SkillGrowth/DT_SkillGrowth_LengChun	3A8DD47F4E396FB81F87B0840724A008	294322	"自身高速旋转并幻化出血鞭攻击附近敌人，造成<#普攻伤害>；命中的敌人进入6秒<#FS1017_D_6>状态。
<#FS1017_S_6>不会打断<#普攻>连段。如在敌人攻击即将命中时施放，可触发<#完美闪避>。
<#绯瞳刃舞>攻击<#FS1017_D_6>状态下的敌人时，提升#IgnoreDefenseTime#<#追击率>。"	"Conjure a Blood Whip to hit nearby enemies, dealing Basic Attack Damage and inflicting Wound for 6s.

Using Lethal Cyclone won't break your Basic Attack combo and can Perfect Dodge incoming attacks.

Against enemies with Wound, Scarlet Waltz's Double Strike Rate is increased by #IgnoreDefenseTime#."	334	612	278	utf16		
1	/NGR/Content/Data/DataTables/CombatGrowth/SkillGrowth/DT_SkillGrowth_LengChun	/Game/Data/DataTables/CombatGrowth/SkillGrowth/DT_SkillGrowth_LengChun	AEB7B5C74EFB2CBDF9B95E874B128BC7	298010	"自身高速旋转并幻化出血鞭攻击附近敌人，造成<#普攻伤害>；命中的敌人进入6秒<#FS1017_D_6>状态。
<#FS1017_S_6>不会打断<#普攻>连段。如在敌人攻击即将命中时施放，可触发<#完美闪避>。
<#绯瞳刃舞>攻击<#FS1017_D_6>状态下的敌人时，提升#IgnoreDefenseTime#<#追击率>。"	"Conjure a Blood Whip to hit nearby enemies, dealing Basic Attack Damage and inflicting Wound for 6s.

Using Lethal Cyclone won't break your Basic Attack combo and can Perfect Dodge incoming attacks.

Against enemies with Wound, Scarlet Waltz's Double Strike Rate is increased by #IgnoreDefenseTime#."	334	612	278	utf16		
1	/NGR/Content/Data/DataTables/CombatGrowth/SkillGrowth/DT_SkillGrowth_LengChun	/Game/Data/DataTables/CombatGrowth/SkillGrowth/DT_SkillGrowth_LengChun	761EE2A04FE12A0B05078CACB7FE9730	301698	"自身高速旋转并幻化出血鞭攻击附近敌人，造成<#普攻伤害>；命中的敌人进入6秒<#FS1017_D_6>状态。
<#FS1017_S_6>不会打断<#普攻>连段。如在敌人攻击即将命中时施放，可触发<#完美闪避>。
<#绯瞳刃舞>攻击<#FS1017_D_6>状态下的敌人时，提升#IgnoreDefenseTime#<#追击率>。"	"Conjure a Blood Whip to hit nearby enemies, dealing Basic Attack Damage and inflicting Wound for 6s.

Using Lethal Cyclone won't break your Basic Attack combo and can Perfect Dodge incoming attacks.

Against enemies with Wound, Scarlet Waltz's Double Strike Rate is increased by #IgnoreDefenseTime#."	334	612	278	utf16		
1	/NGR/Content/Data/DataTables/CombatGrowth/SkillGrowth/DT_SkillGrowth_LengChun	/Game/Data/DataTables/CombatGrowth/SkillGrowth/DT_SkillGrowth_LengChun	D1866F714CF3F940E1E74DB4ED95CECC	305386	"自身高速旋转并幻化出血鞭攻击附近敌人，造成<#普攻伤害>；命中的敌人进入6秒<#FS1017_D_6>状态。
<#FS1017_S_6>不会打断<#普攻>连段。如在敌人攻击即将命中时施放，可触发<#完美闪避>。
<#绯瞳刃舞>攻击<#FS1017_D_6>状态下的敌人时，提升#IgnoreDefenseTime#<#追击率>。"	"Conjure a Blood Whip to hit nearby enemies, dealing Basic Attack Damage and inflicting Wound for 6s.

Using Lethal Cyclone won't break your Basic Attack combo and can Perfect Dodge incoming attacks.

Against enemies with Wound, Scarlet Waltz's Double Strike Rate is increased by #IgnoreDefenseTime#."	334	612	278	utf16		
1	/NGR/Content/Data/DataTables/CombatGrowth/SkillGrowth/DT_SkillGrowth_LengChun	/Game/Data/DataTables/CombatGrowth/SkillGrowth/DT_SkillGrowth_LengChun	25A55B954D063BC09F74A6A19A8527A1	309248	"当前没有刺入<#FS1017_D_3>的敌人时，将<#投掷><#FS1017_D_3>，刺入敌人后可将自身拉向敌人身前，并造成<#普攻伤害>。
已有刺入<#FS1017_D_3>的敌人时，对其攻击将使<#FS1017_D_3>获得能量，能量充盈时可再次施放。施放时拔出<#FS1017_D_3>，造成<#普攻伤害>，并可反制敌人<#红光技>。"	"If no enemy has Bloodblade, stab an enemy with Bloodblade, pull yourself to it, and draw the enemy's aggro, dealing Basic Attack Damage.
You can charge Bloodblade by hitting the enemy. If an enemy already has Bloodblade and it is fully charged, the skill can be used again to pull Bloodblade out, dealing Basic Attack Damage and interrupting red-glowing skills."	350	730	380	utf16		
1	/NGR/Content/Data/DataTables/CombatGrowth/SkillGrowth/DT_SkillGrowth_LengChun	/Game/Data/DataTables/CombatGrowth/SkillGrowth/DT_SkillGrowth_LengChun	616D34F7416B94C220D5C1B2DE3D6CF1	315064	"当前没有刺入<#FS1017_D_3>的敌人时，将<#投掷><#FS1017_D_3>，刺入敌人后可将自身拉向敌人身前，并造成<#普攻伤害>。
已有刺入<#FS1017_D_3>的敌人时，对其攻击将使<#FS1017_D_3>获得能量，能量充盈时可再次施放。施放时拔出<#FS1017_D_3>，造成<#普攻伤害>，并可反制敌人<#红光技>。"	"If no enemy has Bloodblade, stab an enemy with Bloodblade, pull yourself to it, and draw the enemy's aggro, dealing Basic Attack Damage.
You can charge Bloodblade by hitting the enemy. If an enemy already has Bloodblade and it is fully charged, the skill can be used again to pull Bloodblade out, dealing Basic Attack Damage and interrupting red-glowing skills."	350	730	380	utf16		
1	/NGR/Content/Data/DataTables/CombatGrowth/SkillGrowth/DT_SkillGrowth_LengChun	/Game/Data/DataTables/CombatGrowth/SkillGrowth/DT_SkillGrowth_LengChun	EA5BEFC449DD8AB3BCCD03AE589E5F7F	319052	"当前没有刺入<#FS1017_D_3>的敌人时，将<#投掷><#FS1017_D_3>，刺入敌人后可将自身拉向敌人身前，并造成<#普攻伤害>。
已有刺入<#FS1017_D_3>的敌人时，对其攻击将使<#FS1017_D_3>获得能量，能量充盈时可再次施放。施放时拔出<#FS1017_D_3>，造成<#普攻伤害>，并可反制敌人<#红光技>。"	"If no enemy has Bloodblade, stab an enemy with Bloodblade, pull yourself to it, and draw the enemy's aggro, dealing Basic Attack Damage.
You can charge Bloodblade by hitting the enemy. If an enemy already has Bloodblade and it is fully charged, the skill can be used again to pull Bloodblade out, dealing Basic Attack Damage and interrupting red-glowing skills."	350	730	380	utf16		
1	/NGR/Content/Data/DataTables/CombatGrowth/SkillGrowth/DT_SkillGrowth_LengChun	/Game/Data/DataTables/CombatGrowth/SkillGrowth/DT_SkillGrowth_LengChun	09698502406A0AB7AED8869E8049B13B	323040	"当前没有刺入<#FS1017_D_3>的敌人时，将<#投掷><#FS1017_D_3>，刺入敌人后可将自身拉向敌人身前，并造成<#普攻伤害>。
已有刺入<#FS1017_D_3>的敌人时，对其攻击将使<#FS1017_D_3>获得能量，能量充盈时可再次施放。施放时拔出<#FS1017_D_3>，造成<#普攻伤害>，并可反制敌人<#红光技>。"	"If no enemy has Bloodblade, stab an enemy with Bloodblade, pull yourself to it, and draw the enemy's aggro, dealing Basic Attack Damage.
You can charge Bloodblade by hitting the enemy. If an enemy already has Bloodblade and it is fully charged, the skill can be used again to pull Bloodblade out, dealing Basic Attack Damage and interrupting red-glowing skills."	350	730	380	utf16		
1	/NGR/Content/Data/DataTables/CombatGrowth/SkillGrowth/DT_SkillGrowth_LengChun	/Game/Data/DataTables/CombatGrowth/SkillGrowth/DT_SkillGrowth_LengChun	CF3BE4444EDDD39F4C5851A4E2CD4D05	327028	"当前没有刺入<#FS1017_D_3>的敌人时，将<#投掷><#FS1017_D_3>，刺入敌人后可将自身拉向敌人身前，并造成<#普攻伤害>。
已有刺入<#FS1017_D_3>的敌人时，对其攻击将使<#FS1017_D_3>获得能量，能量充盈时可再次施放。施放时拔出<#FS1017_D_3>，造成<#普攻伤害>，并可反制敌人<#红光技>。"	"If no enemy has Bloodblade, stab an enemy with Bloodblade, pull yourself to it, and draw the enemy's aggro, dealing Basic Attack Damage.
You can charge Bloodblade by hitting the enemy. If an enemy already has Bloodblade and it is fully charged, the skill can be used again to pull Bloodblade out, dealing Basic Attack Damage and interrupting red-glowing skills."	350	730	380	utf16		
1	/NGR/Content/Data/DataTables/CombatGrowth/SkillGrowth/DT_SkillGrowth_LengChun	/Game/Data/DataTables/CombatGrowth/SkillGrowth/DT_SkillGrowth_LengChun	529E1EB94CF8A5E9FB1645ADEE084565	331016	"当前没有刺入<#FS1017_D_3>的敌人时，将<#投掷><#FS1017_D_3>，刺入敌人后可将自身拉向敌人身前，并造成<#普攻伤害>。
已有刺入<#FS1017_D_3>的敌人时，对其攻击将使<#FS1017_D_3>获得能量，能量充盈时可再次施放。施放时拔出<#FS1017_D_3>，造成<#普攻伤害>，并可反制敌人<#红光技>。"	"If no enemy has Bloodblade, stab an enemy with Bloodblade, pull yourself to it, and draw the enemy's aggro, dealing Basic Attack Damage.
You can charge Bloodblade by hitting the enemy. If an enemy already has Bloodblade and it is fully charged, the skill can be used again to pull Bloodblade out, dealing Basic Attack Damage and interrupting red-glowing skills."	350	730	380	utf16		
1	/NGR/Content/Data/DataTables/CombatGrowth/SkillGrowth/DT_SkillGrowth_LengChun	/Game/Data/DataTables/CombatGrowth/SkillGrowth/DT_SkillGrowth_LengChun	CD4970A949DB1812438588921F61E7F0	335004	"当前没有刺入<#FS1017_D_3>的敌人时，将<#投掷><#FS1017_D_3>，刺入敌人后可将自身拉向敌人身前，并造成<#普攻伤害>。
已有刺入<#FS1017_D_3>的敌人时，对其攻击将使<#FS1017_D_3>获得能量，能量充盈时可再次施放。施放时拔出<#FS1017_D_3>，造成<#普攻伤害>，并可反制敌人<#红光技>。"	"If no enemy has Bloodblade, stab an enemy with Bloodblade, pull yourself to it, and draw the enemy's aggro, dealing Basic Attack Damage.
You can charge Bloodblade by hitting the enemy. If an enemy already has Bloodblade and it is fully charged, the skill can be used again to pull Bloodblade out, dealing Basic Attack Damage and interrupting red-glowing skills."	350	730	380	utf16		
1	/NGR/Content/Data/DataTables/CombatGrowth/SkillGrowth/DT_SkillGrowth_LengChun	/Game/Data/DataTables/CombatGrowth/SkillGrowth/DT_SkillGrowth_LengChun	9BF3E7824C9EBCE7ACDB339CE8A43AD0	338992	"当前没有刺入<#FS1017_D_3>的敌人时，将<#投掷><#FS1017_D_3>，刺入敌人后可将自身拉向敌人身前，并造成<#普攻伤害>。
已有刺入<#FS1017_D_3>的敌人时，对其攻击将使<#FS1017_D_3>获得能量，能量充盈时可再次施放。施放时拔出<#FS1017_D_3>，造成<#普攻伤害>，并可反制敌人<#红光技>。"	"If no enemy has Bloodblade, stab an enemy with Bloodblade, pull yourself to it, and draw the enemy's aggro, dealing Basic Attack Damage.
You can charge Bloodblade by hitting the enemy. If an enemy already has Bloodblade and it is fully charged, the skill can be used again to pull Bloodblade out, dealing Basic Attack Damage and interrupting red-glowing skills."	350	730	380	utf16		
1	/NGR/Content/Data/DataTables/CombatGrowth/SkillGrowth/DT_SkillGrowth_LengChun	/Game/Data/DataTables/CombatGrowth/SkillGrowth/DT_SkillGrowth_LengChun	6CF333144019A1ACB67480922DF5411B	342980	"当前没有刺入<#FS1017_D_3>的敌人时，将<#投掷><#FS1017_D_3>，刺入敌人后可将自身拉向敌人身前，并造成<#普攻伤害>。
已有刺入<#FS1017_D_3>的敌人时，对其攻击将使<#FS1017_D_3>获得能量，能量充盈时可再次施放。施放时拔出<#FS1017_D_3>，造成<#普攻伤害>，并可反制敌人<#红光技>。"	"If no enemy has Bloodblade, stab an enemy with Bloodblade, pull yourself to it, and draw the enemy's aggro, dealing Basic Attack Damage.
You can charge Bloodblade by hitting the enemy. If an enemy already has Bloodblade and it is fully charged, the skill can be used again to pull Bloodblade out, dealing Basic Attack Damage and interrupting red-glowing skills."	350	730	380	utf16		
1	/NGR/Content/Data/DataTables/CombatGrowth/SkillGrowth/DT_SkillGrowth_LengChun	/Game/Data/DataTables/CombatGrowth/SkillGrowth/DT_SkillGrowth_LengChun	C2422315470D24D255F98EAFCC8E9998	346968	"当前没有刺入<#FS1017_D_3>的敌人时，将<#投掷><#FS1017_D_3>，刺入敌人后可将自身拉向敌人身前，并造成<#普攻伤害>。
已有刺入<#FS1017_D_3>的敌人时，对其攻击将使<#FS1017_D_3>获得能量，能量充盈时可再次施放。施放时拔出<#FS1017_D_3>，造成<#普攻伤害>，并可反制敌人<#红光技>。"	"If no enemy has Bloodblade, stab an enemy with Bloodblade, pull yourself to it, and draw the enemy's aggro, dealing Basic Attack Damage.
You can charge Bloodblade by hitting the enemy. If an enemy already has Bloodblade and it is fully charged, the skill can be used again to pull Bloodblade out, dealing Basic Attack Damage and interrupting red-glowing skills."	350	730	380	utf16		
