namespace	guid	row	source
/Game/Data/DataTables/Ethnography/DT_Ethnography_BigWorldMonster	87F1288C4216E49AF9DDA4B96FD77182	8A09F070493A1650F8DA44B1DFDDBF11	玄啸
/Game/Data/DataTables/FieldGuide/FieldGuideExtraInfo/DT_FieldGuide_Auto	87F1288C4216E49AF9DDA4B96FD77182	301201740	玄啸
/Game/Data/DataTables/NPCTable/DT_NPC_Enemy_LD	87F1288C4216E49AF9DDA4B96FD77182	301201740	玄啸
/Game/Data/DataTables/Ethnography/DT_Ethnography_BigWorldMonster	37C1C12B4CB9F002F53164A3E5BF42BF	79203CF74D44ADC299BE18B4C86B103D	汉雷鸣角
/Game/Data/DataTables/NPCTable/DT_NPC_Enemy_LD	37C1C12B4CB9F002F53164A3E5BF42BF	392201081	汉雷鸣角
/Game/Data/DataTables/Ethnography/DT_Ethnography_BigWorldMonster	D156CCBA422FDF13E3B366949D91926B	AE5A5B734C43F630D69C4FAF63E0C8A7	湛蓝灵兽
/Game/Data/DataTables/NPCTable/DT_NPC_Enemy_LD	D156CCBA422FDF13E3B366949D91926B	302290012	湛蓝灵兽
/Game/Data/DataTables/Item/DT_ItemWeapon	68F45B094731292EAA1EFA8A33360E0F	18021101	龙牙白爆发核心
/Game/Data/DataTables/Item/DT_ItemWeapon	EBC83C32486E8CAE64E2E1A8E2F628BA	18021201	龙牙绿爆发核心
/Game/Data/DataTables/Item/DT_ItemWeapon	1D0E608540B5B02992E6A0AC4F9BEFB5	18021401	龙牙紫爆发核心
/Game/Data/DataTables/Item/DT_ItemWeapon	C4BE28E444B650FD8C3753841B6DD304	18021501	龙牙金爆发核心
/Game/Data/DataTables/Item/DT_ItemWeapon	6646F7EC4EA766C549EDBFA0B0CB7BF8	18021601	龙牙专爆发核心
/Game/Data/DataTables/Item/DT_ItemMaterial	F3F7BC914BBD8F149CFF8FA4B1F77C60	40102102	常见的植物，可烹饪多种美食。
/Game/Data/DataTables/Item/DT_ItemMaterial	109E028149947568AE8ECF90FDA55781	40102103	田地农作物，野外可采摘，可用于烹饪<Blue_Basic>提升耐力</>的食物。
/Game/Data/DataTables/Item/DT_ItemMaterial	02980E624169473404104BBC1286C63D	40102116	树上的果实，可烹饪多种美食。
/Game/Data/DataTables/Item/DT_ItemMaterial	61224DF74DBDD5B1B8670AAB3536BCD3	40102120	常见的植物，可烹饪多种美食。
/Game/Data/DataTables/Item/DT_ItemMaterial	D1CE264A43C80045CD217DB2ABFFDA39	40102141	树上的果实，可烹饪多种美食。
/Game/Data/DataTables/Item/DT_ItemMaterial	64F78D7C422489791FA882A13CF47BDA	40102152	田地农作物，野外可采摘，可烹饪多种美食。
/Game/Data/DataTables/Item/DT_ItemMaterial	6A476BAB463B7E6534DE0EB9C8778D3B	40102164	田地农作物，野外可采摘，可用于烹饪<Blue_Basic>提升最大生命值</>的食物。
/Game/Data/DataTables/Item/DT_ItemMaterial	9AC8922443217736C6DF64860BB9F3DF	40102211	造型独特的的矿石。
/Game/Data/DataTables/Item/DT_ItemMaterial	C5E3DEC9472A142AD640B7852DED9416	40102221	多产自地下的天柱墟，可制作多种奇效药品。
/Game/Data/DataTables/Item/DT_ItemMaterial	05C28FD641CEBD2296B7ABB52BB3A2DF	40102227	工巧材料，搭配其他材料可制成幻身类巧玩道具。
/Game/Data/DataTables/Item/DT_ItemMaterial	4A664C1C45840A3D6655088E1B7BD87F	40103003	鹤禽类坚硬的骨头。
/Game/Data/DataTables/NPCTable/DT_NPC_Enemy	18A48D4F4C46A3FF1CB9CCB72A2DA0D7	201091	炎角牛
/Game/Data/DataTables/FieldGuide/FieldGuideExtraInfo/DT_FieldGuide_Auto	18A48D4F4C46A3FF1CB9CCB72A2DA0D7	201091	炎角牛
/Game/Data/DataTables/NPCTable/DT_NPC_Enemy	6C197871404A15C28D78E79991C14C02	201715	李寻
/Game/Data/DataTables/FieldGuide/FieldGuideExtraInfo/DT_FieldGuide_Auto	6C197871404A15C28D78E79991C14C02	201715	李寻
/Game/Data/DataTables/NPCTable/DT_NPC_Enemy	7792B57B4C4785A9C5FAD08CF4918873	201740	食铁游侠
/Game/Data/DataTables/FieldGuide/FieldGuideExtraInfo/DT_FieldGuide_Auto	7792B57B4C4785A9C5FAD08CF4918873	201740	食铁游侠
/Game/Data/DataTables/NPCTable/DT_NPC_Enemy	45EE0750472989CB56DB58B7CA0126ED	290093	伯屠大君
/Game/Data/DataTables/FieldGuide/FieldGuideExtraInfo/DT_FieldGuide_Auto	45EE0750472989CB56DB58B7CA0126ED	290093	伯屠大君
/Game/Data/DataTables/FieldGuide/FieldGuideExtraInfo/DT_FieldGuide_Auto	4FCEC55243B1B06757D7149E7E6B8BCB	402013716	突破·傲火隼
/Game/Data/DataTables/NPCTable/DT_NPC_EnemyQuest	4FCEC55243B1B06757D7149E7E6B8BCB	402013716	突破·傲火隼
/Game/Data/DataTables/FieldGuide/FieldGuideExtraInfo/DT_FieldGuide_Auto	FB7DB785451501E52E772DB01D1E86B8	402013717	突破·玄冰坠天盾
/Game/Data/DataTables/NPCTable/DT_NPC_EnemyQuest	FB7DB785451501E52E772DB01D1E86B8	402013717	突破·玄冰坠天盾
/Game/Data/DataTables/FieldGuide/FieldGuideExtraInfo/DT_FieldGuide_Auto	7ECFC1374B18F3F167E444A1B9590EDC	402013718	突破·天雷隼
/Game/Data/DataTables/NPCTable/DT_NPC_EnemyQuest	7ECFC1374B18F3F167E444A1B9590EDC	402013718	突破·天雷隼
/Game/Data/DataTables/FieldGuide/FieldGuideExtraInfo/DT_FieldGuide_Auto	92D1AA7547C7ED016F4998B21D7B9F86	402013719	突破·芒鬓巨熊
/Game/Data/DataTables/NPCTable/DT_NPC_EnemyQuest	92D1AA7547C7ED016F4998B21D7B9F86	402013719	突破·芒鬓巨熊
/Game/Data/DataTables/FieldGuide/FieldGuideExtraInfo/DT_FieldGuide_Auto	B43FBE1F4F715162A97CB28F9EF7FEF7	402013720	突破·流火晶刃铠
/Game/Data/DataTables/NPCTable/DT_NPC_EnemyQuest	B43FBE1F4F715162A97CB28F9EF7FEF7	402013720	突破·流火晶刃铠
/Game/Data/DataTables/FieldGuide/FieldGuideExtraInfo/DT_FieldGuide_Auto	727F1A194B5A214AFB1A388DDF7E67EB	402013721	突破·燎原巨蜥
/Game/Data/DataTables/NPCTable/DT_NPC_EnemyQuest	727F1A194B5A214AFB1A388DDF7E67EB	402013721	突破·燎原巨蜥
/Game/Data/DataTables/FieldGuide/FieldGuideExtraInfo/DT_FieldGuide_Auto	564F31D5455A8C456C866E8B1D72EE19	402013722	突破·月刃伯屠
/Game/Data/DataTables/NPCTable/DT_NPC_EnemyQuest	564F31D5455A8C456C866E8B1D72EE19	402013722	突破·月刃伯屠
/Game/Data/DataTables/FieldGuide/FieldGuideExtraInfo/DT_FieldGuide_Auto	D74EF9614E7FB595705E859022A53CE8	402013723	突破·天火锤星
/Game/Data/DataTables/NPCTable/DT_NPC_EnemyQuest	D74EF9614E7FB595705E859022A53CE8	402013723	突破·天火锤星
/Game/Data/DataTables/FieldGuide/FieldGuideExtraInfo/DT_FieldGuide_Auto	42FAE6DD49C1B6D9FF7BE397DD7903E1	402013724	突破·降霜一刻
/Game/Data/DataTables/NPCTable/DT_NPC_EnemyQuest	42FAE6DD49C1B6D9FF7BE397DD7903E1	402013724	突破·降霜一刻
/Game/Data/DataTables/FieldGuide/FieldGuideExtraInfo/DT_FieldGuide_Auto	1E37EC1F47679076CF6FE996DB76844C	402013725	突破·蛮虎
/Game/Data/DataTables/NPCTable/DT_NPC_EnemyQuest	1E37EC1F47679076CF6FE996DB76844C	402013725	突破·蛮虎
/Game/Data/DataTables/FieldGuide/FieldGuideExtraInfo/DT_FieldGuide_Auto	677AADF0457A8FFFC25063ADFAF7EDB8	402013726	突破·遗响悲风
/Game/Data/DataTables/NPCTable/DT_NPC_EnemyQuest	677AADF0457A8FFFC25063ADFAF7EDB8	402013726	突破·遗响悲风
/Game/Data/DataTables/FieldGuide/FieldGuideExtraInfo/DT_FieldGuide_Auto	90FA3FE349E3D043788703AED53E7B56	402200215	突破·盘荆重篱
/Game/Data/DataTables/NPCTable/DT_NPC_EnemyQuest	90FA3FE349E3D043788703AED53E7B56	402200215	突破·盘荆重篱
/Game/Data/DataTables/FieldGuide/FieldGuideExtraInfo/DT_FieldGuide_Auto	DBED4D364334992F759228B53BD4B629	402200844	突破·驻墟玄守
/Game/Data/DataTables/NPCTable/DT_NPC_EnemyQuest	DBED4D364334992F759228B53BD4B629	402200844	突破·驻墟玄守
/Game/Data/DataTables/FieldGuide/FieldGuideExtraInfo/DT_FieldGuide_Auto	48F61D0B42AB951A0B0344B8C1553F6D	402201205	突破·辰雷巨蜥
/Game/Data/DataTables/NPCTable/DT_NPC_EnemyQuest	48F61D0B42AB951A0B0344B8C1553F6D	402201205	突破·辰雷巨蜥
/Game/Data/DataTables/FieldGuide/FieldGuideExtraInfo/DT_FieldGuide_Auto	AD011A79438259F804FDBA9A6D978487	402290011	突破·蔚蓝神兽
/Game/Data/DataTables/NPCTable/DT_NPC_EnemyQuest	AD011A79438259F804FDBA9A6D978487	402290011	突破·蔚蓝神兽
/Game/Data/DataTables/Item/DT_ItemBlueprint_Medicine	5D1398BB40A7A6D2C2B76FB1D65E8214	40304103	药效：在<Gold_Basic>15</>秒内，持续恢复<Gold_Basic>40%</>生命值，并提升<Gold_Basic>80%</>灼流抗性，持续<Gold_Basic>8</>秒。
/Game/Data/DataTables/Item/DT_ItemBlueprint_Medicine	418270394C1B876C31EAA6812E920D80	40304105	药效：在<Gold_Basic>15</>秒内，持续恢复<Gold_Basic>40%</>生命值，并提升<Gold_Basic>80%</>凝流抗性，持续<Gold_Basic>8</>秒。
/Game/Data/DataTables/Item/DT_ItemBlueprint_Medicine	C871C71A44A4B93B01E18CA01F041C6C	40304122	药效：在<Gold_Basic>15</>秒内，持续恢复<Gold_Basic>40%</>生命值，并提升<Gold_Basic>80%</>贯流抗性，持续<Gold_Basic>8</>秒。
/Game/Data/DataTables/Item/DT_ItemBlueprint_Medicine	626559394B2961B8407C008BD5D3FD00	40304126	药效：在<Gold_Basic>15</>秒内，持续恢复<Gold_Basic>40%</>生命值，并提升<Gold_Basic>80%</>震流抗性，持续<Gold_Basic>8</>秒。
/Game/Data/DataTables/Item/DT_ItemBlueprint_Medicine	9A85CA624550D84B4A173CAB24EF5A98	40304134	药效：在<Gold_Basic>15</>秒内，持续恢复<Gold_Basic>40%</>生命值，并提升<Gold_Basic>80%</>疾流抗性，持续<Gold_Basic>8</>秒。
/Game/Data/DataTables/Item/DT_ItemBlueprint_Medicine	4891BA63476665DAAA1A8692CB7FAFDA	40304142	药效：在<Gold_Basic>15</>秒内，持续恢复<Gold_Basic>40%</>生命值，并提升<Gold_Basic>80%</>念流抗性，持续<Gold_Basic>8</>秒。
/Game/Data/ExportDialogues/A/A_1011103/ZhaoDaoDiYiGe/DT_DialogueInfo_A_1011103_ZhaoDaoDiYiGe	DT_DialogueInfo_A_1011103_ZhaoDaoDiYiGe_InteractionDescribe_DialogueText	InteractionDescribe	占位描述游戏中不显示!
/Game/Data/ExportDialogues/A/A_A15/Di25Duan/DT_DialogueInfo_A_A15_Di25Duan	DT_DialogueInfo_A_A15_Di25Duan_InteractionDescribe_DialogueText	InteractionDescribe	占位描述游戏中不显示!
/Game/Data/ExportDialogues/A/A_A15/Di9Duan/DT_DialogueInfo_A_A15_Di9Duan	DT_DialogueInfo_A_A15_Di9Duan_InteractionDescribe_DialogueText	InteractionDescribe	占位描述游戏中不显示!
/Game/Data/ExportDialogues/A/A_A19/JieQuRenWu2/DT_DialogueInfo_A_A19_JieQuRenWu2	DT_DialogueInfo_A_A19_JieQuRenWu2_InteractionDescribe_DialogueText	InteractionDescribe	占位描述游戏中不显示!
/Game/Data/ExportDialogues/A/A_A20/Di15Duan/DT_DialogueInfo_A_A20_Di15Duan	DT_DialogueInfo_A_A20_Di15Duan_InteractionDescribe_DialogueText	InteractionDescribe	占位描述游戏中不显示!
/Game/Data/ExportDialogues/A/A_A20/XianBai1/DT_DialogueInfo_A_A20_XianBai1	DT_DialogueInfo_A_A20_XianBai1_InteractionDescribe_DialogueText	InteractionDescribe	占位描述游戏中不显示!
/Game/Data/ExportDialogues/A/A_A20/XianBai2/DT_DialogueInfo_A_A20_XianBai2	DT_DialogueInfo_A_A20_XianBai2_InteractionDescribe_DialogueText	InteractionDescribe	占位描述游戏中不显示!
/Game/Data/ExportDialogues/A/A_A32/Di6DuanZimu/DT_DialogueInfo_A_A32_Di6DuanZimu	DT_DialogueInfo_A_A32_Di6DuanZimu_InteractionDescribe_DialogueText	InteractionDescribe	占位描述游戏中不显示!
/Game/Data/ExportDialogues/Activity/Activity_FYQD/DiaoYuWanFaA/DT_DialogueInfo_Activity_FYQD_DiaoYuWanFaA	DT_DialogueInfo_Activity_FYQD_DiaoYuWanFaA_InteractionDescribe_DialogueText	InteractionDescribe	占位描述游戏中不显示!
/Game/Data/ExportDialogues/Activity/Activity_FYQD/DiaoYuWanFaE/DT_DialogueInfo_Activity_FYQD_DiaoYuWanFaE	DT_DialogueInfo_Activity_FYQD_DiaoYuWanFaE_InteractionDescribe_DialogueText	InteractionDescribe	占位描述游戏中不显示!
/Game/Data/ExportDialogues/Activity/Activity_FYQD/DiaoYuWanFaF/DT_DialogueInfo_Activity_FYQD_DiaoYuWanFaF	DT_DialogueInfo_Activity_FYQD_DiaoYuWanFaF_InteractionDescribe_DialogueText	InteractionDescribe	占位描述游戏中不显示!
/Game/Data/ExportDialogues/Activity/Activity_FYQD/DiaoYuWanFaG/DT_DialogueInfo_Activity_FYQD_DiaoYuWanFaG	DT_DialogueInfo_Activity_FYQD_DiaoYuWanFaG_InteractionDescribe_DialogueText	InteractionDescribe	占位描述游戏中不显示!
/Game/Data/ExportDialogues/Activity/Activity_FYQD/DiaoYuWanFaH/DT_DialogueInfo_Activity_FYQD_DiaoYuWanFaH	DT_DialogueInfo_Activity_FYQD_DiaoYuWanFaH_InteractionDescribe_DialogueText	InteractionDescribe	占位描述游戏中不显示!
/Game/Data/ExportDialogues/Activity/Activity_FYQD/DiaoYuWanFaI/DT_DialogueInfo_Activity_FYQD_DiaoYuWanFaI	DT_DialogueInfo_Activity_FYQD_DiaoYuWanFaI_InteractionDescribe_DialogueText	InteractionDescribe	占位描述游戏中不显示!
/Game/Data/ExportDialogues/Activity/Activity_FYQD/DiaoYuWanFaJ/DT_DialogueInfo_Activity_FYQD_DiaoYuWanFaJ	DT_DialogueInfo_Activity_FYQD_DiaoYuWanFaJ_InteractionDescribe_DialogueText	InteractionDescribe	占位描述游戏中不显示!
/Game/Data/ExportDialogues/Activity/Activity_FYQD/DiaoYuWanFaK/DT_DialogueInfo_Activity_FYQD_DiaoYuWanFaK	DT_DialogueInfo_Activity_FYQD_DiaoYuWanFaK_InteractionDescribe_DialogueText	InteractionDescribe	占位描述游戏中不显示!
/Game/Data/ExportDialogues/B/B_B117GYQY/JieWei/DT_DialogueInfo_B_B117GYQY_JieWei	DT_DialogueInfo_B_B117GYQY_JieWei_InteractionDescribe_DialogueText	InteractionDescribe	占位描述游戏中不显示!
/Game/Data/ExportDialogues/B/B_B117GYQY/JingTouDuiHua1/DT_DialogueInfo_B_B117GYQY_JingTouDuiHua1	DT_DialogueInfo_B_B117GYQY_JingTouDuiHua1_InteractionDescribe_DialogueText	InteractionDescribe	占位描述游戏中不显示!
/Game/Data/ExportDialogues/B/B_B117GYQY/JingTouDuiHua2/DT_DialogueInfo_B_B117GYQY_JingTouDuiHua2	DT_DialogueInfo_B_B117GYQY_JingTouDuiHua2_InteractionDescribe_DialogueText	InteractionDescribe	占位描述游戏中不显示!
/Game/Data/ExportDialogues/B/B_B117GYQY/JingTouDuiHua3/DT_DialogueInfo_B_B117GYQY_JingTouDuiHua3	DT_DialogueInfo_B_B117GYQY_JingTouDuiHua3_InteractionDescribe_DialogueText	InteractionDescribe	占位描述游戏中不显示!
/Game/Data/ExportDialogues/B/B_B121LGKX/Di9Duan/DT_DialogueInfo_B_B121LGKX_Di9Duan	DT_DialogueInfo_B_B121LGKX_Di9Duan_InteractionDescribe_DialogueText	InteractionDescribe	占位描述游戏中不显示!
/Game/Data/ExportDialogues/B/B_B121LGKX/DiYiDuanQuanJieDuiHua/DT_DialogueInfo_B_B121LGKX_DiYiDuanQuanJieDuiHua	DT_DialogueInfo_B_B121LGKX_DiYiDuanQuanJieDuiHua_InteractionDescribe_DialogueText	InteractionDescribe	占位描述游戏中不显示!
/Game/Data/ExportDialogues/B/B_B121LGKX/MuQinYuXiaoNvHai2/DT_DialogueInfo_B_B121LGKX_MuQinYuXiaoNvHai2	DT_DialogueInfo_B_B121LGKX_MuQinYuXiaoNvHai2_InteractionDescribe_DialogueText	InteractionDescribe	占位描述游戏中不显示!
/Game/Data/ExportDialogues/B/B_B13/Di17Duan/DT_DialogueInfo_B_B13_Di17Duan	DT_DialogueInfo_B_B13_Di17Duan_InteractionDescribe_DialogueText	InteractionDescribe	占位描述游戏中不显示!
/Game/Data/ExportDialogues/B/B_B14/Di2Duan/DT_DialogueInfo_B_B14_Di2Duan	DT_DialogueInfo_B_B14_Di2Duan_InteractionDescribe_DialogueText	InteractionDescribe	占位描述游戏中不显示!
/Game/Data/ExportDialogues/B/B_B23/Di10Duan/DT_DialogueInfo_B_B23_Di10Duan	DT_DialogueInfo_B_B23_Di10Duan_InteractionDescribe_DialogueText	InteractionDescribe	占位描述游戏中不显示!
/Game/Data/ExportDialogues/B/B_B24/Di22Duan/DT_DialogueInfo_B_B24_Di22Duan	DT_DialogueInfo_B_B24_Di22Duan_InteractionDescribe_DialogueText	InteractionDescribe	占位描述游戏中不显示!
/Game/Data/ExportDialogues/B/B_B24/Di9Duan/DT_DialogueInfo_B_B24_Di9Duan	DT_DialogueInfo_B_B24_Di9Duan_InteractionDescribe_DialogueText	InteractionDescribe	占位描述游戏中不显示!
/Game/Data/ExportDialogues/B/B_B25SZ/Di13Duan/DT_DialogueInfo_B_B25SZ_Di13Duan	DT_DialogueInfo_B_B25SZ_Di13Duan_InteractionDescribe_DialogueText	InteractionDescribe	占位描述游戏中不显示!
/Game/Data/ExportDialogues/B/B_B45YLMCS/Di11Duan/DT_DialogueInfo_B_B45YLMCS_Di11Duan	DT_DialogueInfo_B_B45YLMCS_Di11Duan_InteractionDescribe_DialogueText	InteractionDescribe	占位描述游戏中不显示!
/Game/Data/ExportDialogues/B/B_B46YLMCZ/Di03Duan/DT_DialogueInfo_B_B46YLMCZ_Di03Duan	DT_DialogueInfo_B_B46YLMCZ_Di03Duan_InteractionDescribe_DialogueText	InteractionDescribe	占位描述游戏中不显示!
/Game/Data/ExportDialogues/B/B_B46YLMCZ/Di08Duan/DT_DialogueInfo_B_B46YLMCZ_Di08Duan	DT_DialogueInfo_B_B46YLMCZ_Di08Duan_InteractionDescribe_DialogueText	InteractionDescribe	占位描述游戏中不显示!
/Game/Data/ExportDialogues/B/B_B46YLMCZ/Di32Duan/DT_DialogueInfo_B_B46YLMCZ_Di32Duan	DT_DialogueInfo_B_B46YLMCZ_Di32Duan_InteractionDescribe_DialogueText	InteractionDescribe	占位描述游戏中不显示!
/Game/Data/ExportDialogues/B/B_B46YLMCZ/Di34Duan/DT_DialogueInfo_B_B46YLMCZ_Di34Duan	DT_DialogueInfo_B_B46YLMCZ_Di34Duan_InteractionDescribe_DialogueText	InteractionDescribe	占位描述游戏中不显示!
/Game/Data/ExportDialogues/B/B_B67A/Di12DuanA/DT_DialogueInfo_B_B67A_Di12DuanA	DT_DialogueInfo_B_B67A_Di12DuanA_InteractionDescribe_DialogueText	InteractionDescribe	占位描述游戏中不显示!
/Game/Data/ExportDialogues/B/B_B67A/Di13Duan/DT_DialogueInfo_B_B67A_Di13Duan	DT_DialogueInfo_B_B67A_Di13Duan_InteractionDescribe_DialogueText	InteractionDescribe	占位描述游戏中不显示!
/Game/Data/ExportDialogues/B/B_B67A/Di20Duan/DT_DialogueInfo_B_B67A_Di20Duan	DT_DialogueInfo_B_B67A_Di20Duan_InteractionDescribe_DialogueText	InteractionDescribe	占位描述游戏中不显示!
/Game/Data/ExportDialogues/B/B_B67A/Di7Duan/DT_DialogueInfo_B_B67A_Di7Duan	DT_DialogueInfo_B_B67A_Di7Duan_InteractionDescribe_DialogueText	InteractionDescribe	占位描述游戏中不显示!
/Game/Data/ExportDialogues/B/B_B83/Di2Duan/DT_DialogueInfo_B_B83_Di2Duan	DT_DialogueInfo_B_B83_Di2Duan_InteractionDescribe_DialogueText	InteractionDescribe	占位描述游戏中不显示!
/Game/Data/ExportDialogues/B/B_B83/Di4Duan/DT_DialogueInfo_B_B83_Di4Duan	DT_DialogueInfo_B_B83_Di4Duan_InteractionDescribe_DialogueText	InteractionDescribe	占位描述游戏中不显示!
/Game/Data/ExportDialogues/B/B_B99CYYF/PiBeiLe/DT_DialogueInfo_B_B99CYYF_PiBeiLe	DT_DialogueInfo_B_B99CYYF_PiBeiLe_InteractionDescribe_DialogueText	InteractionDescribe	占位描述游戏中不显示!
/Game/Data/ExportDialogues/B/B_B9/JieJuXianZhi/DT_DialogueInfo_B_B9_JieJuXianZhi	DT_DialogueInfo_B_B9_JieJuXianZhi_InteractionDescribe_DialogueText	InteractionDescribe	占位描述游戏中不显示!
/Game/Data/ExportDialogues/B/B_YLMCS/Di01Duan/DT_DialogueInfo_B_YLMCS_Di01Duan	DT_DialogueInfo_B_YLMCS_Di01Duan_InteractionDescribe_DialogueText	InteractionDescribe	占位描述游戏中不显示!
/Game/Data/ExportDialogues/BigWorldAk/BigWorldAk_M3GYLJ/JingLiaoChuShi/DT_DialogueInfo_BigWorldAk_M3GYLJ_JingLiaoChuShi	DT_DialogueInfo_BigWorldAk_M3GYLJ_JingLiaoChuShi_InteractionDescribe_DialogueText	InteractionDescribe	占位描述游戏中不显示!
/Game/Data/ExportDialogues/BigWorldAk/BigWorldAk_M3GYLJ/JingLiaoHouXu/DT_DialogueInfo_BigWorldAk_M3GYLJ_JingLiaoHouXu	DT_DialogueInfo_BigWorldAk_M3GYLJ_JingLiaoHouXu_InteractionDescribe_DialogueText	InteractionDescribe	占位描述游戏中不显示!
/Game/Data/ExportDialogues/BigWorldAk/BigWorldAk_X21Y12/XiaoHaiTiQiu/DT_DialogueInfo_BigWorldAk_X21Y12_XiaoHaiTiQiu	DT_DialogueInfo_BigWorldAk_X21Y12_XiaoHaiTiQiu_InteractionDescribe_DialogueText	InteractionDescribe	占位描述游戏中不显示!
/Game/Data/ExportDialogues/BigWorldAl06/BigWorldAl06_KYYGZS/YuanGeKuiLeiDuiHua02/DT_DialogueInfo_BigWorldAl06_KYYGZS_YuanGeKuiLeiDuiHua02	DT_DialogueInfo_BigWorldAl06_KYYGZS_YuanGeKuiLeiDuiHua02_InteractionDescribe_DialogueText	InteractionDescribe	占位描述游戏中不显示!
/Game/Data/ExportDialogues/BigWorldAreaI/BigWorldAreaI_FYTWFTS/DuiHuaKaiChang/DT_DialogueInfo_BigWorldAreaI_FYTWFTS_DuiHuaKaiChang	DT_DialogueInfo_BigWorldAreaI_FYTWFTS_DuiHuaKaiChang_InteractionDescribe_DialogueText	InteractionDescribe	占位描述游戏中不显示!
/Game/Data/ExportDialogues/BigWorldAreaI/BigWorldAreaI_FYTWFTS/JiGuanErDuiHuaKaiChang/DT_DialogueInfo_BigWorldAreaI_FYTWFTS_JiGuanErDuiHuaKaiChang	DT_DialogueInfo_BigWorldAreaI_FYTWFTS_JiGuanErDuiHuaKaiChang_InteractionDescribe_DialogueText	InteractionDescribe	占位描述游戏中不显示!
/Game/Data/ExportDialogues/BigWorldAreaI/BigWorldAreaI_FYTWFTS/JiGuanErTaKaiChang/DT_DialogueInfo_BigWorldAreaI_FYTWFTS_JiGuanErTaKaiChang	DT_DialogueInfo_BigWorldAreaI_FYTWFTS_JiGuanErTaKaiChang_InteractionDescribe_DialogueText	InteractionDescribe	占位描述游戏中不显示!
