category,namespace,row,guid,source_hash,zh_text,en_text,source_count,source_priority
monster_name,/Game/Data/DataTables/FieldGuide/FieldGuideExtraInfo/DT_FieldGuide_Auto,200922,94AB96884F72AD80ED3D46BF43C99118,1057197026,云水镜,Aero Specter,2,0
monster_name,/Game/Data/DataTables/FieldGuide/FieldGuideExtraInfo/DT_FieldGuide_Auto,290021,9596BEE24286C410613983948748A92E,4191324322,云狌,Cloudeater,9,0
monster_name,/Game/Data/DataTables/FieldGuide/FieldGuideExtraInfo/DT_FieldGuide_Auto,300054,80EE8BAE4CF66AED5FA5B8AF6F749EAC,3485905096,云皎,Aerfox,1,0
monster_name,/Game/Data/DataTables/FieldGuide/FieldGuideExtraInfo/DT_FieldGuide_Auto,300053,7981EB6E4D593FED347319B215E442C8,3375353955,云踪狐,Aertint Fox,1,0
monster_name,/Game/Data/DataTables/NPCTable/DT_NPC_Enemy_LD,310200406,7053C7F04A3E9569BB87049DA30FFD91,1059477495,云飞榭,Yun Feixie,2,4
monster_name,/Game/Data/DataTables/NPCTable/DT_NPC_Enemy_Plateau,284010008,6D9F8F824E848C661BB2CB8573CAC1B7,1203734611,五只灾兽,Five Calamity Beasts,1,2
monster_name,/Game/Data/DataTables/NPCTable/DT_NPC_EnemyQuest,513201821,23820C534D7C4CAE3FE0E68306FE1764,3834147512,亦茜,Yi Qian,1,5
monster_name,/Game/Data/DataTables/NPCTable/DT_NPC_EnemyQuest,504201702,3CB09EAC439174CD85248F97DD65FA62,2752803611,仇骁,Qiu Xiao,1,5
monster_name,/Game/Data/DataTables/NPCTable/DT_NPC_EnemyQuest,39201702,A6161FCE4E9953C35261EE9FA86389BD,90666018,仲翎,Zhong Ling,1,5
monster_name,/Game/Data/DataTables/NPCTable/DT_NPC_Enemy_LD,301201811,51D384064DAD1D16E0AD209D7971B071,1821634406,任霜荔,Ren Shuangli,1,4
monster_name,/Game/Data/DataTables/FieldGuide/FieldGuideExtraInfo/DT_FieldGuide_Auto,205001,05D2E3184B4C8FF4E2462980516C037B,3444089028,伏地萝卜,Stealth Radish,5,0
monster_name,/Game/Data/DataTables/NPCTable/DT_NPC_Enemy,290093,45EE0750472989CB56DB58B7CA0126ED,414735808,伯屠大君,Dreamslayer Overlord,6,1
monster_name,/Game/Data/DataTables/FieldGuide/FieldGuideExtraInfo/DT_FieldGuide_Auto,201522,E8CCB2F84EA7127D52BD9A91738A6008,361519961,伯影兽,Shadowbeast,11,0
monster_name,/Game/Data/DataTables/FieldGuide/FieldGuideExtraInfo/DT_FieldGuide_Auto,201524,FBCCFCF5425AFF720E64049D068DE2AB,2682575812,伯影梦兽,Illusive Shadowbeast,3,0
monster_name,/Game/Data/DataTables/NPCTable/DT_NPC_EnemyQuest,31201301,9BE8510645F1B88AFA14CC960D47E7B7,3235808291,伽罗,Garo,2,5
monster_name,/Game/Data/DataTables/NPCTable/DT_NPC_Enemy_FuBen,291201702,89B86458445603E292EA59BD0ED73F4B,1601835554,低年级学院学子,Junior Academy Student,1,3
monster_name,/Game/Data/DataTables/NPCTable/DT_NPC_EnemyQuest,36201721,F80AAD714E90DC8F66B2428129EB8C28,1614561240,傀儡,Puppet,1,5
monster_name,/Game/Data/DataTables/FieldGuide/FieldGuideExtraInfo/DT_FieldGuide_Auto,201501,77CCB4DA40F601CA4106A9AE6C9F46B6,1416463766,傲火隼,Blazing Falcon,29,0
monster_name,/Game/Data/DataTables/NPCTable/DT_NPC_Enemy_LD,301201721,B12856364320C21FFAAD3E8BEE363EA6,648016170,元戍道,Xudao,1,4
monster_name,/Game/Data/DataTables/FieldGuide/FieldGuideExtraInfo/DT_FieldGuide_Auto,208113,5FC07CD9490FCBF013AAFEB34735AF5D,2683125051,元歌傀儡,Yango's Puppet,11,0
monster_name,/Game/Data/DataTables/NPCTable/DT_NPC_Enemy,290111,EAD87C6E427A92A550EF9A9BDE900388,559486179,元祖木篱王,Primal Saepes King,2,1
monster_name,/BattleRoyale/Data/DataTables/Character/DT_NPC_Enemy_PVP,10010009,706750164CD8AEB76785C8A0B8DFFAE3,939146102,内圈木桩怪,Inner Ring Dummy Monster,3,6
monster_name,/BattleRoyale/Data/DataTables/Character/DT_NPC_Enemy_PVP,10010006,B930CBB84321424BE96612A530042E21,3030507122,内圈木桩怪_左右移动,Inner Ring Dummy Monster_Moving Left and Right,1,6
monster_name,/BattleRoyale/Data/DataTables/Character/DT_NPC_Enemy_PVP,10010000,5ED5D7A24631DABB59F2169939C6C4E3,525738052,内圈木桩怪（双刀）,Inner Ring Dummy Monster (Dual Blades),1,6
monster_name,/BattleRoyale/Data/DataTables/Character/DT_NPC_Enemy_PVP,10010001,4B692C2341C41CC38F7921A3394B8E2F,1429884259,内圈木桩怪（长刀）,Inner Ring Dummy Monster (Long Blade),1,6
monster_name,/Game/Data/DataTables/FieldGuide/FieldGuideExtraInfo/DT_FieldGuide_Auto,201341,09E424BE4E7B741EDD54FE9651533CC9,3021499174,冰刺弈,Ice Tile,6,0
monster_name,/Game/Data/DataTables/FieldGuide/FieldGuideExtraInfo/DT_FieldGuide_Auto,200845,EE41688449255C3C5051F6803FE503E0,3909084039,冰墟玄守,Ice Ruins Sentry,6,0
monster_name,/Game/Data/DataTables/NPCTable/DT_NPC_Enemy,290020,2482001649EA1EA635AABD83771E408B,1161054122,冰柱,Icy Pillar,2,1
monster_name,/Game/Data/DataTables/NPCTable/DT_NPC_Enemy_LD,300201572,F2F28B7E4D5A79941C8D19AD85E0B99D,3477494663,冷峻的织梦者,Cold-Hearted Dreamweaver,1,4
monster_name,/Game/Data/DataTables/NPCTable/DT_NPC_Enemy_LD,326201832,0E5C2A214B10F2BEDA42DBBF996B621B,3079524312,凌一,Ling Yi,1,4
monster_name,/Game/Data/DataTables/NPCTable/DT_NPC_EnemyQuest,501200445,BCC49D664724931950A157828351D7D4,3800566714,凌云卫,Aerwatch,10,5
monster_name,/Game/Data/DataTables/NPCTable/DT_NPC_EnemyQuest,501009056,FE3EC61A45890485D21C23A324FB398E,780267510,凌云卫乙,Aerwatch B,1,5
monster_name,/Game/Data/DataTables/NPCTable/DT_NPC_EnemyQuest,501009015,81EF674A4A96415096D0C0B4D38B70F2,3935868293,凌云卫甲,Aerwatch A,1,5
monster_name,/Game/Data/DataTables/NPCTable/DT_NPC_EnemyQuest,501201722,9A5297E64344A2AE1A648B9C6EB5FE78,1505015949,凌云卫队长-贺临,He Lin (Aerwatch Captain),1,5
monster_name,/Game/Data/DataTables/FieldGuide/FieldGuideExtraInfo/DT_FieldGuide_Auto,200403,DD8DFAEB4715D4982618F8B9E7094371,1408902958,凌虎,Tigon,3,0
monster_name,/Game/Data/DataTables/FieldGuide/FieldGuideExtraInfo/DT_FieldGuide_Auto,201102,AAD0CD7D412278D09A555D85DE1D1B10,1774543720,凛绒,Cryomane,3,0
monster_name,/Game/Data/DataTables/NPCTable/DT_NPC_Enemy_LD,326200420,D53E733D475465E50545F192F36A8013,2970712496,凝湘君,Xiang Jun,1,4
monster_name,/Game/Data/DataTables/FieldGuide/FieldGuideExtraInfo/DT_FieldGuide_Auto,200041,C62967BD4E7C020ED1B141B342C6223E,4071214572,凝炮云铠,Icecannon Aeroclad,5,0
monster_name,/Game/Data/DataTables/FieldGuide/FieldGuideExtraInfo/DT_FieldGuide_Auto,200122,C629C0B64D501D9F46FFD8A9FE734154,1394607648,凝盾晶铠,Iceshield Nebuclad,4,0
monster_name,/Game/Data/DataTables/FieldGuide/FieldGuideExtraInfo/DT_FieldGuide_Auto,201722,41610A6149759245ADD6DFBC7AE4FA1B,1791601363,凝绝双刃,Congealing Twin Blades,16,0
monster_name,/Game/Data/DataTables/NPCTable/DT_NPC_Enemy,200405,968868DC42384FCD92F62F9E69488EDB,2592248007,凯皇,Armor Emperor,1,1
monster_name,/Game/Data/DataTables/NPCTable/DT_NPC_Enemy,306104,E4340EF44F8E801BA52EBF91223817FB,2172071545,凶星余影,Ominous Star Remnant,6,1
monster_name,/Game/Data/DataTables/FieldGuide/FieldGuideExtraInfo/DT_FieldGuide_Auto,208102,190A844D49D00A67F26986BAAFA00362,2939909810,刃手傀儡,Swordhand Puppet,14,0
monster_name,/BattleRoyale/Data/DataTables/Character/DT_NPC_Enemy_PVP,10040302,3F1FFDD64C285029C96E7EAEA0EBB222,2218770630,刃牙猪,Razorfang Boar,1,6
monster_name,/Game/Data/DataTables/FieldGuide/FieldGuideExtraInfo/DT_FieldGuide_Auto,200003,085617B14BF06793617345BEC6EA7674,2362914335,利刃云铠,Razor Aeroclad,12,0
monster_name,/Game/Data/DataTables/FieldGuide/FieldGuideExtraInfo/DT_FieldGuide_Auto,200101,2444D52D4137055E9BE173A96193F162,4186992028,利刃晶铠,Razor Nebuclad,6,0
monster_name,/Game/Data/DataTables/FieldGuide/FieldGuideExtraInfo/DT_FieldGuide_Auto,200802,B95831B842725A868F73D3B11DA238D9,313670778,刺熊,Spike Bear,14,0
monster_name,/Game/Data/DataTables/FieldGuide/FieldGuideExtraInfo/DT_FieldGuide_Auto,201031,D7A56A7D426E712267485FB71F9BE7F8,1963248520,刺藤芽,Spike Sprout,2,0
monster_name,/BattleRoyale/Data/DataTables/Character/DT_NPC_Enemy_PVP,10040212,9BC734B8445C1790B6A5228B4C8281F1,724921758,剑士,Swordsman,1,6
monster_name,/Game/Data/DataTables/NPCTable/DT_NPC_Enemy_FuBen,290202621,7F2433C84190AFC3C57A61BC7217ABF5,3018354937,劫刃铸灵,Doomblade Sentinel,4,3
monster_name,/Game/Data/DataTables/NPCTable/DT_NPC_Enemy_FuBen,290202622,BF20524D4F22CAB7BE5EE788EB9E5B72,2356507205,劫刃铸灵-分身,Doomblade Sentinel Clone,1,3
monster_name,/Game/Data/DataTables/FieldGuide/FieldGuideExtraInfo/DT_FieldGuide_Auto,200082,B71DC614484F9407B6CB4CA141957EB3,4016202240,千淬凝盾俑,Heavy Iceshield Effigy,5,0
monster_name,/Game/Data/DataTables/FieldGuide/FieldGuideExtraInfo/DT_FieldGuide_Auto,200062,F4FF093F4783CAA299C2D79689E8D70E,4082302687,千淬刀俑,Heavy Sword Effigy,5,0
monster_name,/Game/Data/DataTables/FieldGuide/FieldGuideExtraInfo/DT_FieldGuide_Auto,200023,ABF63B4449FFBC54BCC6A7B5301A4DE4,847548270,千淬枪俑,Heavy Spear Effigy,11,0
monster_name,/Game/Data/DataTables/FieldGuide/FieldGuideExtraInfo/DT_FieldGuide_Auto,200074,97091A614580A76E98B1CB8FCAAAB301,347546580,千淬炮俑,Heavy Cannon Effigy,12,0
monster_name,/Game/Data/DataTables/FieldGuide/FieldGuideExtraInfo/DT_FieldGuide_Auto,200083,ACB6B07D4CEF441EF20D229C38198365,284514750,千淬震盾俑,Heavy Quakeshield Effigy,4,0
monster_name,/Game/Data/DataTables/NPCTable/DT_NPC_Enemy,290231,12BAD9864F1CF7F70779B385C43E618E,3596700750,千驷,Qiansi,2,1
monster_name,/Game/Data/DataTables/FieldGuide/FieldGuideExtraInfo/DT_FieldGuide_Auto,290100,F0D58A3547459F0555015EA1DB551F2D,599294931,半朽残躯,The Broken Will,3,0
monster_name,/Game/Data/DataTables/FieldGuide/FieldGuideExtraInfo/DT_FieldGuide_Auto,290245,CA8E7F0546FD893B6F4A7D85BAEB5A5F,2256177396,半生半死人,Half-Dead,1,9500
monster_name,/Game/Data/DataTables/FieldGuide/FieldGuideExtraInfo/DT_FieldGuide_Auto,205054,4ACAAEFE479349DF62D0568004BFDA2C,1915881463,华盖凋菇,Frostcap Shroom,5,0
monster_name,/Game/Data/DataTables/FieldGuide/FieldGuideExtraInfo/DT_FieldGuide_Auto,205053,EF1ECD7F4B742F7A24B617861284155E,4117704719,华盖燎菇,Flamecap Shroom,5,0
monster_name,/Game/Data/DataTables/NPCTable/DT_NPC_Enemy_LD,201205056,09A2EACA42B7BAC1BEE83A89330CCFA6,548243671,华盖菌王,Crown Mushroom King,1,4
monster_name,/Game/Data/DataTables/FieldGuide/FieldGuideExtraInfo/DT_FieldGuide_Auto,205056,C029521240A7F91ED66744AB97AC194F,1755440263,华盖蚀菇,Erosion Cap Mushroom,5,0
monster_name,/Game/Data/DataTables/FieldGuide/FieldGuideExtraInfo/DT_FieldGuide_Auto,205055,E56F241845A7361B9E2199A7330CCA1B,1012727712,华盖霆菇,Thunder Cap Mushroom,4,0
monster_name,/Game/Data/DataTables/NPCTable/DT_NPC_Enemy_LD,260200406,E3C39FA94D40B05B9AAFEF9C64E332CB,1341599247,单一风,Shan Yifeng,2,4
monster_name,/BattleRoyale/Data/DataTables/Character/DT_NPC_Enemy_PVP,10040400,31035E6B462EF4CDADE63AA784CBE244,2595744313,卜卜,Bobo,1,6
monster_name,/Game/Data/DataTables/NPCTable/DT_NPC_Enemy_LD,203201301,7A328681476FBEA7283A3AB9F2B2A062,1394409418,卢祖德,Lu Zude,1,4
monster_name,/Game/Data/DataTables/NPCTable/DT_NPC_Enemy_LD,326201801,712EE10F41D0D3A4B94ABE8EAEAD09B5,2264988264,卫离山,Lishan,1,4
monster_name,/Game/Data/DataTables/RPVP/DT_NPC_Enemy_RPVP,800019,2082388C4B072B023F050E908C02690E,4155213115,友方木桩,Allied Training Dummy,1,7
monster_name,/Game/Data/DataTables/NPCTable/DT_NPC_Enemy_FuBen,290306107,A4F9DC3C4023E827E53D329A5D223BF4,493877135,双刀虚影,Dual Blades Shadow,1,3
monster_name,/Game/Data/DataTables/NPCTable/DT_NPC_Enemy_FuBen,290100017,320462314C170610ACAECE84C4D86B32,980323894,双斧投掷,Dual Axe Thrower,1,3
monster_name,/Game/Data/DataTables/NPCTable/DT_NPC_EnemyQuest,36201701,62F6FDBD40BC10F4C6A2368C5D6CF33E,2186764707,叛军丁,Defector D,1,5
monster_name,/Game/Data/DataTables/NPCTable/DT_NPC_EnemyQuest,35201701,D06470474C862F582F25E39A79761749,402267859,叛军丙,Defector C,1,5
monster_name,/Game/Data/DataTables/NPCTable/DT_NPC_EnemyQuest,31201711,485EFA0C454A8313CDC9C3A0F04F3EB2,2364425966,叛军乙,Defector B,1,5
monster_name,/Game/Data/DataTables/NPCTable/DT_NPC_EnemyQuest,34201701,CEDA34B643DD3D6433A80D832B92B60A,1224162461,叛军甲,Defector A,1,5
monster_name,/Game/Data/DataTables/FieldGuide/FieldGuideExtraInfo/DT_FieldGuide_Auto,201353,AA26B6A44AE63F82C3B9D4A99FE94F20,2633757080,召火焰鸣,Firebringer,9,0
monster_name,/Game/Data/DataTables/FieldGuide/FieldGuideExtraInfo/DT_FieldGuide_Auto,211101,41DADEA74D162FE7448F6BB00FA8F5FC,916301371,叶尾蜥,Leaftail Lizard,5,0
monster_name,/Game/Data/DataTables/NPCTable/DT_NPC_EnemyQuest,32201701,6A55DFFA4F0A3B19B5E6E69CEDCEBD47,2289910544,叶殊,Yeshu,1,5
monster_name,/Game/Data/DataTables/NPCTable/DT_NPC_Enemy_LD,269201811,7142536D40EBCF5F19066193EA87BF20,1775332197,司空帝,Sikong Di,1,4
monster_name,/Game/Data/DataTables/NPCTable/DT_NPC_EnemyQuest,38201701,21E5C0FF41E38760222662BF210FAE26,1417302244,吴德,Hartles,1,5
monster_name,/Game/Data/DataTables/NPCTable/DT_NPC_EnemyQuest,37201701,0957EACE4DC20C61B5AC218F46CDDD43,4226267168,吴智,Braynles,1,5
monster_name,/Game/Data/DataTables/NPCTable/DT_NPC_EnemyQuest,39201701,A3C9187844E6A009A941E29156DA8816,852191217,吴良,Moroles,1,5
monster_name,/Game/Data/DataTables/NPCTable/DT_NPC_Enemy_LD,108200403,F5FBC53545770DF56B75D79BE83D50E4,4130724448,吴鸣,Wu Ming,1,4
monster_name,/Game/Data/DataTables/NPCTable/DT_NPC_Enemy_LD,520201801,34B6D05C4741B172C56F2BACFCECF8A7,1968815584,周小鱼,Chou Yu,1,4
monster_name,/Game/Data/DataTables/NPCTable/DT_NPC_Enemy,290073,AF3176254774CEC7C7149C968E6536F9,4019007249,噩梦幻影,Nightmare Phantom,1,1
monster_name,/Game/Data/DataTables/FieldGuide/FieldGuideExtraInfo/DT_FieldGuide_Auto,290071,29D9940945F8BDC32C1E5D965A6C4F6B,3056248853,噩梦蝶使,Nightmare Envoy,2,0
monster_name,/Game/Data/DataTables/NPCTable/DT_NPC_Enemy_FuBen,290201578,CDBC9B2F40AB25928C9149BF2CCA0795,3179775294,噩梦魇蝶,Nightmare Moth,1,9500
monster_name,/Game/Data/DataTables/NPCTable/DT_NPC_Enemy_LD,329201503,45A282DA4021FB2EEE7E2F916451789D,1922631174,四十九,Forty-Nine,1,4
monster_name,/Game/Data/DataTables/NPCTable/DT_NPC_Enemy,200407,949E93E145F70791C2B314AF30A15A96,1259179410,圭蝶,Vlinder,4,1
monster_name,/Game/Data/DataTables/FieldGuide/FieldGuideExtraInfo/DT_FieldGuide_Auto,201002,1899774C446B07B85A19218752175E76,2639810060,地狼,Wolvine,13,0
monster_name,/Game/Data/DataTables/NPCTable/DT_NPC_Enemy_FuBen,290200984,AD07DCA446360792050454B83E68CB54,4256720103,坚果,Nut,1,3
monster_name,/Game/Data/DataTables/FieldGuide/FieldGuideExtraInfo/DT_FieldGuide_Auto,200051,1D4CBF8B47F7FD3E089EA6A2771F5017,2778307792,坚盾云铠,Heavyshield Aeroclad,4,0
monster_name,/Game/Data/DataTables/FieldGuide/FieldGuideExtraInfo/DT_FieldGuide_Auto,288200403,B3A6D4D64479E006D92F4FAA8B33872B,2935818401,堂主-凌虎,Head Trainer: Tigon,5,0
monster_name,/Game/Data/DataTables/FieldGuide/FieldGuideExtraInfo/DT_FieldGuide_Auto,300014,EFB368774773390FA58D2C9095889E28,1456254418,堇兔,Violabunny,1,0
monster_name,/Game/Data/DataTables/FieldGuide/FieldGuideExtraInfo/DT_FieldGuide_Auto,201572,5E48D6E14FE106D451A5679FE185188D,4051219605,堕梦灵,Corrupted Dreamspirit,6,0
monster_name,/Game/Data/DataTables/FieldGuide/FieldGuideExtraInfo/DT_FieldGuide_Auto,201571,C6D0B5CA4F05744A9A30C6A0E5EBEF0A,1279345551,堕梦魔,Corrupted Dreamfiend,7,0
monster_name,/Game/Data/DataTables/FieldGuide/FieldGuideExtraInfo/DT_FieldGuide_Auto,200430,55940E1A4D273E4019B7CCBDFECA2136,1439116760,墨炎,Cinder,3,0
monster_name,/Game/Data/DataTables/NPCTable/DT_NPC_Enemy_LD,326200430,12C3D65F4C5A8433A09A1B9247E955F1,1876943534,夏雨凝,Rainen,1,4
monster_name,/Game/Data/DataTables/NPCTable/DT_NPC_Enemy_FuBen,290200211,039006804A27634D31DC1BA4C816209C,2315352144,大木篱巡逻守卫,Large Saepes Patrol Guard,1,3
monster_name,/Game/Data/DataTables/FieldGuide/FieldGuideExtraInfo/DT_FieldGuide_Auto,201713,492146AF495BA871AF17E3ADF6042EDE,4246377010,天火锤星,Skyfire Hammerer,12,0
monster_name,/Game/Data/DataTables/NPCTable/DT_NPC_Enemy_FuBen,290000002,3D725C0B4A78EC97B0F6519462C6AA21,199994532,天煞铸灵,Hellbound Sentinel,5,3
monster_name,/Game/Data/DataTables/FieldGuide/FieldGuideExtraInfo/DT_FieldGuide_Auto,201505,5C7FDC464BFE5FC95A2E38B45A32B128,707964818,天雷隼,Skyrumble Falcon,15,0
monster_name,/Game/Data/DataTables/NPCTable/DT_NPC_Enemy_LD,203202201,AB5F1DFB4E2B0D9260DEF89681A1D91D,3094916166,天霖,Tian Lin,1,4
monster_name,/Game/Data/DataTables/NPCTable/DT_NPC_EnemyQuest,504201715,A733EB3D4631B35ED6A882BFA0D0F354,16084381,失心者,The Mindless,1,5
monster_name,/Game/Data/DataTables/NPCTable/DT_NPC_Enemy_LD,300201722,913E9AE74DD1C70F9DE82D91FBA9EC37,2372685637,失控的奇巧大师,Crazed Contraption Master,1,4
monster_name,/BattleRoyale/Data/DataTables/Character/DT_NPC_Enemy_PVP,10070001,5310D1E540AD23FE50D157BFF6F9821E,3821187102,奇珍商铺,Curio Shop,1,6
monster_name,/Game/Data/DataTables/NPCTable/DT_NPC_EnemyQuest,510090050,EA471BA04312776BE2E3EF8ADD7416D5,3930025548,奚鸢,Galewings,1,5
monster_name,/Game/Data/DataTables/NPCTable/DT_NPC_Enemy,200420,64039A3D4010705C50A402952CB268AF,3798942071,妃寒,Nivie,2,1
monster_name,/Game/Data/DataTables/NPCTable/DT_NPC_Enemy,202305,6F74D80F45DA653FA54FBBA0DA86FB74,3021270846,姜子牙,Ziya,1,1
monster_name,/BattleRoyale/Data/DataTables/Character/DT_NPC_Enemy_PVP,120019,DDEE9C894A0F51AC76EE6AAE440292F3,3952246207,孙膑,Sun Bin,1,6
monster_name,/Game/Data/DataTables/NPCTable/DT_NPC_EnemyQuest,510201701,47F10F3F4EE9E719586F958E6B3172EC,3638529805,孙饼爪牙,Sun Bean's Follower,1,5
monster_name,/Game/Data/DataTables/NPCTable/DT_NPC_EnemyQuest,510201702,FA3F775C409ABC1A042B2E8B07931251,3229294856,孙饼随从,Sun Bean's Follower,2,5
monster_name,/Game/Data/DataTables/NPCTable/DT_NPC_Enemy_FuBen,290202601,22C6F2C5415C59576D53729D20C3D18A,411824323,孤戟铸灵,Pickaxe Sentinel,4,3
monster_name,/Game/Data/DataTables/NPCTable/DT_NPC_Enemy,205031,1F5430E0486AADD934F80FA5B9777855,1927476981,学士鹅,Scholar Goose,2,1
monster_name,/Game/Data/DataTables/NPCTable/DT_NPC_Enemy_FuBen,291201311,1335B7E0472DC0768C16B1A493F02540,684150819,学院冰巨兵,Academy Ice Sentry Mechanoid,1,3
monster_name,/Game/Data/DataTables/NPCTable/DT_NPC_Enemy_FuBen,293201731,9BD3FC7640486B7A428C3E812CC99B14,3647699573,学院助阵学子,Academy Student,1,3
monster_name,/Game/Data/DataTables/NPCTable/DT_NPC_Enemy_FuBen,291201812,DAAC06E34A7FF4C96F1FCA8721BE92AA,1971901095,学院御凝师,Academy Ice Wielder,1,3
monster_name,/Game/Data/DataTables/NPCTable/DT_NPC_Enemy_FuBen,291201731,243A38FF4E28C194038C10A0F62E5367,2464536115,学院持盾学子,Student with a Shield,1,3
monster_name,/Game/Data/DataTables/NPCTable/DT_NPC_Enemy_LD,221200005,DF8E125341F9C9B6150FDAB424AD038C,945424092,学院机关人调查队长,Investigation Team Captain,1,4
monster_name,/Game/Data/DataTables/NPCTable/DT_NPC_Enemy_FuBen,291201312,4899F7FE485A9D95A79F579BB1D3BDD6,1075332112,学院淬火兵,Academy Flamequencher,1,3
monster_name,/Game/Data/DataTables/NPCTable/DT_NPC_EnemyQuest,33202209,D29121F3477BA7DDCE2DDF8E7BD545E1,1190337696,守卫,Guard,1,5
monster_name,/Game/Data/DataTables/NPCTable/DT_NPC_EnemyQuest,400200005,CFBCA26146DF62F31C29018BADCEA468,3648737014,守卫机关人,Guard Mechanoid,1,5
monster_name,/Game/Data/DataTables/RPVP/DT_NPC_Enemy_RPVP,800003,74E01C7D4B776D83C09CECBE08722678,1020112436,守护中枢,Core of Guarding,1,7
monster_name,/Game/Data/DataTables/FieldGuide/FieldGuideExtraInfo/DT_FieldGuide_Auto,300041,735274FA4FF15055FA48F48669719C0D,1439562189,安淳龟,Hunchshell Turtle,1,0
monster_name,/Game/Data/DataTables/NPCTable/DT_NPC_Enemy_LD,326290061,787E28774B51F1A4BF496BB76725BE30,3031098937,安静的朔椿芽,Quiet Moonelia Sprout,1,4
monster_name,/Game/Data/DataTables/FieldGuide/FieldGuideExtraInfo/DT_FieldGuide_Auto,290220,D35989124B4877C0770E31B2C71746A7,1581598490,实验型鲁班五号,Prototype Luban No. 5,3,0
