namespace	guid	source_hash	source_hash_hex	source	text	zh_text	source_text	row	reason	official_target_text	official_en_text	status	model	shared_source_count
/Game/Data/DataTables/Appearance/DT_AppearanceSuit	189B7A014C4E26E87D552AA1BD9420A9	1994509829	0x76E1CE05	missing_in_ko_gemini	라 왕비	萝王后		100040081	missing_in_ko			translated	gemini-3.1-flash-lite-preview	3
/Game/Data/DataTables/Appearance/DT_AppearanceSuit	5F16A1484503CD9AE50E379C1A689291	1725847109	0x66DE5645	missing_in_ko_gemini	라 왕	萝国王		100040082	missing_in_ko			translated	gemini-3.1-flash-lite-preview	3
/Game/Data/DataTables/Battle/BattleTerms/DT_BattleTermsExplanation_1005	AF069E6E4F3B38CFA405929251494B8F	1524557016	0x5ADEE4D8	missing_in_ko_gemini	<Skill_HL2_LightInterface ContentRow="100516">감전</> 상태인 적은 <Skill_Number_LightInterface>2</>초마다 공격력의 <Skill_Number_LightInterface>90%</>만큼 피해를 입습니다.	<Skill_HL2_LightInterface ContentRow="100516">感电</>状态下，敌人每<Skill_Number_LightInterface>2</>秒受到<Skill_Number_LightInterface>90%</>攻击力的伤害。		100516	missing_in_ko			translated	gemini-3.1-flash-lite-preview	1
/Game/Data/DataTables/Battle/DT_LogicEffect_Equips	7AD8897E41B2C81B3774E09A32E2B295	3904612479	0xE8BBA87F	missing_in_ko_gemini	중첩당 유기 강도 +#VarAttr(<Skill_Number>0</>)#.	每层流技强度+#VarAttr(<Skill_Number>0</>)#。		10043271_1	missing_in_ko			translated	gemini-3.1-flash-lite-preview	2
/Game/Data/DataTables/Battle/DT_LogicEffect_Equips	9F852BD440CD47A7028979BCB577E2CC	3904612479	0xE8BBA87F	missing_in_ko_gemini	중첩당 유기 강도 +#VarAttr(<Skill_Number>0</>)#.	每层流技强度+#VarAttr(<Skill_Number>0</>)#。		10043271_2	missing_in_ko			translated	gemini-3.1-flash-lite-preview	2
/Game/Data/DataTables/Battle/DT_LogicEffect_Equips	D6FD2FA643941E68551EC1B29708F09D	823119692	0x310FCF4C	missing_in_ko_gemini	중첩당 유기 강도 +#VarAttr(<Skill_Number>0</>)#, 피해량 #VarAttr(<Skill_Number>1</>)# 증가.	每层流技强度+#VarAttr(<Skill_Number>0</>)#，伤害提升#VarAttr(<Skill_Number>1</>)#。		10043271_4	missing_in_ko			translated	gemini-3.1-flash-lite-preview	2
/Game/Data/DataTables/Battle/DT_LogicEffect_Equips	DE4CC4CB4F0BD920D9A6959BF67BD0EE	823119692	0x310FCF4C	missing_in_ko_gemini	중첩당 유기 강도 +#VarAttr(<Skill_Number>0</>)#, 피해량 #VarAttr(<Skill_Number>1</>)# 증가.	每层流技强度+#VarAttr(<Skill_Number>0</>)#，伤害提升#VarAttr(<Skill_Number>1</>)#。		10043271_3	missing_in_ko			translated	gemini-3.1-flash-lite-preview	2
/Game/Data/DataTables/BattleTutorial/DT_BattleTutorial_DFY	6D387248405DE2045924D1AEA0CA61E1	777139773	0x2E52363D	missing_in_ko_gemini	도전: 60초 내에 적의 붉은색 스킬 2회 반격	挑战：60秒内，反制敌人红光技2次		300521	missing_in_ko			translated	gemini-3.1-flash-lite-preview	11
/Game/Data/DataTables/BattleTutorial/DT_BattleTutorial_DFY	D027718A441974EECBCA859F781FF7DA	1243928355	0x4A24D723	missing_in_ko_gemini	적의 붉은색 공격 반격	反制敌人红光技		300521	missing_in_ko			translated	gemini-3.1-flash-lite-preview	9
/Game/Data/DataTables/BattleTutorial/DT_BattleTutorial_HML	1ABE154943363C5A2539BC87836D5EE1	1243928355	0x4A24D723	missing_in_ko_gemini	적의 붉은색 공격 반격	反制敌人红光技		100420	missing_in_ko			translated	gemini-3.1-flash-lite-preview	9
/Game/Data/DataTables/BattleTutorial/DT_BattleTutorial_HML	2DE5E5DC485A24808813079B1B08777F	777139773	0x2E52363D	missing_in_ko_gemini	도전: 60초 내에 적의 붉은색 스킬 2회 반격	挑战：60秒内，反制敌人红光技2次		100420	missing_in_ko			translated	gemini-3.1-flash-lite-preview	11
/Game/Data/DataTables/BattleTutorial/DT_BattleTutorial_JL	2041BE364457810D6F0B389FEE0AAD52	3229391370	0xC07C9A0A	missing_in_ko_gemini	침묵의 화살로 붉은 빛 기술을 반격하여 몬스터를 기절시킨다.	静默之箭反制红光技，使怪物昏厥		300222	missing_in_ko			translated	gemini-3.1-flash-lite-preview	2
/Game/Data/DataTables/BattleTutorial/DT_BattleTutorial_JL	3D1359AA4FA5B82F68A073A8F9EB1BC0	1089530295	0x40F0E9B7	missing_in_ko_gemini	회피 반격으로 붉은색 기술을 반격하여 괴물을 기절시키세요	闪避反击反制红光技，使怪物昏厥		300241	missing_in_ko			translated	gemini-3.1-flash-lite-preview	2
/Game/Data/DataTables/BattleTutorial/DT_BattleTutorial_JL	815C8E1F49C519C7AD602EA44042E7CD	1089530295	0x40F0E9B7	missing_in_ko_gemini	회피 반격으로 붉은색 기술을 반격하여 괴물을 기절시키세요	闪避反击反制红光技，使怪物昏厥		300222	missing_in_ko			translated	gemini-3.1-flash-lite-preview	2
/Game/Data/DataTables/BattleTutorial/DT_BattleTutorial_JL	9C57E1164137DE0AF48C68B140B8A538	1730353356	0x672318CC	missing_in_ko_gemini	절기 반격으로 붉은 빛 기술을 받아치면 몬스터가 기절함	绝技反制红光技，使怪物昏厥		300222	missing_in_ko			translated	gemini-3.1-flash-lite-preview	2
/Game/Data/DataTables/BattleTutorial/DT_BattleTutorial_JL	A927D28D473CE81596CA76A6ED7F5437	3229391370	0xC07C9A0A	missing_in_ko_gemini	침묵의 화살로 붉은 빛 기술을 반격하여 몬스터를 기절시킨다.	静默之箭反制红光技，使怪物昏厥		300241	missing_in_ko			translated	gemini-3.1-flash-lite-preview	2
/Game/Data/DataTables/BattleTutorial/DT_BattleTutorial_JL	B500DA7E4AA871D2CCF727BA0FFDAC7A	1730353356	0x672318CC	missing_in_ko_gemini	절기 반격으로 붉은 빛 기술을 받아치면 몬스터가 기절함	绝技反制红光技，使怪物昏厥		300241	missing_in_ko			translated	gemini-3.1-flash-lite-preview	2
/Game/Data/DataTables/BattleTutorial/DT_BattleTutorial_JL	CDA4B50048D6CFFCFA75BEABA70B8777	777139773	0x2E52363D	missing_in_ko_gemini	도전: 60초 내에 적의 붉은색 스킬 2회 반격	挑战：60秒内，反制敌人红光技2次		300222	missing_in_ko			translated	gemini-3.1-flash-lite-preview	11
/Game/Data/DataTables/BattleTutorial/DT_BattleTutorial_JL	DA6D7BE748645640E1CB8A8961B9FB9A	1243928355	0x4A24D723	missing_in_ko_gemini	적의 붉은색 공격 반격	反制敌人红光技		300222	missing_in_ko			translated	gemini-3.1-flash-lite-preview	9
/Game/Data/DataTables/BattleTutorial/DT_BattleTutorial_KAI	22C6A72545A7CE0189457EBE13976FE4	4279825745	0xFF18F551	missing_in_ko_gemini	도전: 60초 내에 정밀 패링 3회 성공	挑战：60秒内，精准招架3次		100331	missing_in_ko			translated	gemini-3.1-flash-lite-preview	1
/Game/Data/DataTables/BattleTutorial/DT_BattleTutorial_KAI	3C3DBE2747D59A1AF05D12810D55FF22	3034100848	0xB4D8B470	missing_in_ko_gemini	정밀 패링 도전	挑战精准招架		100331	missing_in_ko			translated	gemini-3.1-flash-lite-preview	1
/Game/Data/DataTables/BattleTutorial/DT_BattleTutorial_KAI	9CEA869E4CD167FB57A527BF46F4DD05	584181409	0x22D1E6A1	missing_in_ko_gemini	정밀 패링 완료	完成精准招架		100331	missing_in_ko			translated	gemini-3.1-flash-lite-preview	1
/Game/Data/DataTables/BattleTutorial/DT_BattleTutorial_KAI	FAFFD0594ED004E8620B7C80365BB568	777139773	0x2E52363D	missing_in_ko_gemini	도전: 60초 내에 적의 붉은색 스킬 2회 반격	挑战：60秒内，反制敌人红光技2次		100332	missing_in_ko			translated	gemini-3.1-flash-lite-preview	11
/Game/Data/DataTables/BattleTutorial/DT_BattleTutorial_LBDS	781D93EA4D418E151F152D83D0EDF62A	1243928355	0x4A24D723	missing_in_ko_gemini	적의 붉은색 공격 반격	反制敌人红光技		300822	missing_in_ko			translated	gemini-3.1-flash-lite-preview	9
/Game/Data/DataTables/BattleTutorial/DT_BattleTutorial_LBDS	7D4D23F141EDAB2886953EB4DA3D0760	777139773	0x2E52363D	missing_in_ko_gemini	도전: 60초 내에 적의 붉은색 스킬 2회 반격	挑战：60秒内，反制敌人红光技2次		300822	missing_in_ko			translated	gemini-3.1-flash-lite-preview	11
/Game/Data/DataTables/BattleTutorial/DT_BattleTutorial_LengChun	8AF789E74A3F77238CCCE7A85F846724	1243928355	0x4A24D723	missing_in_ko_gemini	적의 붉은색 공격 반격	反制敌人红光技		101732	missing_in_ko			translated	gemini-3.1-flash-lite-preview	9
/Game/Data/DataTables/BattleTutorial/DT_BattleTutorial_LengChun	9704478E4F5724D02596039394B27D0B	777139773	0x2E52363D	missing_in_ko_gemini	도전: 60초 내에 적의 붉은색 스킬 2회 반격	挑战：60秒内，反制敌人红光技2次		101732	missing_in_ko			translated	gemini-3.1-flash-lite-preview	11
/Game/Data/DataTables/BattleTutorial/DT_BattleTutorial_MY	D8F8F92F43F2DA850FBCBB8DCED646D3	777139773	0x2E52363D	missing_in_ko_gemini	도전: 60초 내에 적의 붉은색 스킬 2회 반격	挑战：60秒内，反制敌人红光技2次		300622	missing_in_ko			translated	gemini-3.1-flash-lite-preview	11
/Game/Data/DataTables/BattleTutorial/DT_BattleTutorial_MY	F106D3E64811D694356186862DB7FB1C	1243928355	0x4A24D723	missing_in_ko_gemini	적의 붉은색 공격 반격	反制敌人红光技		300622	missing_in_ko			translated	gemini-3.1-flash-lite-preview	9
/Game/Data/DataTables/BattleTutorial/DT_BattleTutorial_SB	B4D29467485799AED8F34E9CA3DEFBF3	1243928355	0x4A24D723	missing_in_ko_gemini	적의 붉은색 공격 반격	反制敌人红光技		100912	missing_in_ko			translated	gemini-3.1-flash-lite-preview	9
/Game/Data/DataTables/BattleTutorial/DT_BattleTutorial_SB	DFFB7FE34338200E25CD358AE4BA0C31	777139773	0x2E52363D	missing_in_ko_gemini	도전: 60초 내에 적의 붉은색 스킬 2회 반격	挑战：60秒内，反制敌人红光技2次		100912	missing_in_ko			translated	gemini-3.1-flash-lite-preview	11
/Game/Data/DataTables/BattleTutorial/DT_BattleTutorial_WZJ	9F69D47E496E35EBC749A68E5148509C	777139773	0x2E52363D	missing_in_ko_gemini	도전: 60초 내에 적의 붉은색 스킬 2회 반격	挑战：60秒内，反制敌人红光技2次		300702	missing_in_ko			translated	gemini-3.1-flash-lite-preview	11
/Game/Data/DataTables/BattleTutorial/DT_BattleTutorial_WZJ	9FF56A3544BFBD7AF4F6BC97E15CA7F7	1243928355	0x4A24D723	missing_in_ko_gemini	적의 붉은색 공격 반격	反制敌人红光技		300702	missing_in_ko			translated	gemini-3.1-flash-lite-preview	9
/Game/Data/DataTables/BattleTutorial/DT_BattleTutorial_XS	31BCB3394FFE7C244A0675B50552FDF5	777139773	0x2E52363D	missing_in_ko_gemini	도전: 60초 내에 적의 붉은색 스킬 2회 반격	挑战：60秒内，反制敌人红光技2次		101122	missing_in_ko			translated	gemini-3.1-flash-lite-preview	11
/Game/Data/DataTables/BattleTutorial/DT_BattleTutorial_XS	379177134DCB6BC6D7F149A25D38E7EC	525829603	0x1F5785E3	missing_in_ko_gemini	도전: 90초 내에 생명력 회복	挑战：90秒内，治疗生命值		101123	missing_in_ko			translated	gemini-3.1-flash-lite-preview	1
/Game/Data/DataTables/BattleTutorial/DT_BattleTutorial_YCZL	0C8BDBA64D4A2F4B3D60A0AE01D93DB4	250305025	0x0EEB5A01	missing_in_ko_gemini	일순격류 시전 도전	挑战施放一瞬激流		301230	missing_in_ko			translated	gemini-3.1-flash-lite-preview	1
/Game/Data/DataTables/BattleTutorial/DT_BattleTutorial_YCZL	0DC966EF4027689FC4A60ABB1B84ACDE	3235864166	0xC0DF5E66	missing_in_ko_gemini	도전: 일순격류 2회 시전	挑战：施放一瞬激流2次		301230	missing_in_ko			translated	gemini-3.1-flash-lite-preview	1
/Game/Data/DataTables/BattleTutorial/DT_BattleTutorial_YCZL	11AC32CD46D5F730E3C27E96AD64023E	2433314683	0x91096F7B	missing_in_ko_gemini	적 처치	击败敌人		301210	missing_in_ko			translated	gemini-3.1-flash-lite-preview	2
/Game/Data/DataTables/BattleTutorial/DT_BattleTutorial_YCZL	2B263BDB4A2DD67846A90092B166CB1A	2529791025	0x96C98C31	missing_in_ko_gemini	파명격 콤보 시전 배우기. \n흐름 기술 시전 후, 추가 기술을 한 번 더 시전할 수 있습니다. 추가 기술이 적중하면 다음 평타가 파명격으로 강화됩니다.	学习施放破命击的连招。 \n施放任意流技后，可再施放一次追加技。追加技命中后，下一次普攻强化为破命击。		301210	missing_in_ko			translated	gemini-3.1-flash-lite-preview	1
/Game/Data/DataTables/BattleTutorial/DT_BattleTutorial_YCZL	389CA2F74414BE7ABEFD1FBDDDD463D5	1486842544	0x589F6AB0	missing_in_ko_gemini	튜토리얼: 유선추 추가 기술 후 파명격을 연계하세요.	教学：在流旋锤追加技后衔接破命击		301210	missing_in_ko			translated	gemini-3.1-flash-lite-preview	1
/Game/Data/DataTables/BattleTutorial/DT_BattleTutorial_YCZL	5CC637494823FE9922B9D99DC96FE215	3798196100	0xE263DF84	missing_in_ko_gemini	순간 격류 시전 기술을 배우고 도전을 완료하세요. \n강화 평타 파명격을 시전한 후, 평타를 클릭하면 순간 격류를 시전할 수 있습니다.	学习施放一瞬激流的技巧，并完成挑战。 \n在施放强化普攻破命击后，可以点击普攻施一瞬激流		301230	missing_in_ko			translated	gemini-3.1-flash-lite-preview	1
/Game/Data/DataTables/BattleTutorial/DT_BattleTutorial_YCZL	8CE444554D27E40DD29024B7B452A2B8	1243928355	0x4A24D723	missing_in_ko_gemini	적의 붉은색 공격 반격	反制敌人红光技		301220	missing_in_ko			translated	gemini-3.1-flash-lite-preview	9
/Game/Data/DataTables/BattleTutorial/DT_BattleTutorial_YCZL	905EBAC944559BFEC13991A5B727DC0D	164882118	0x09D3E6C6	missing_in_ko_gemini	일순격류 2회 시전	施放一瞬激流2次		301230	missing_in_ko			translated	gemini-3.1-flash-lite-preview	1
/Game/Data/DataTables/BattleTutorial/DT_BattleTutorial_YCZL	957873A44DA86755989526A2184CB7E7	673685839	0x2827A14F	missing_in_ko_gemini	순간 격류 시전 배우기	学习施放一瞬激流		301230	missing_in_ko			translated	gemini-3.1-flash-lite-preview	1
/Game/Data/DataTables/BattleTutorial/DT_BattleTutorial_YCZL	A65D7F4A425F73A8B2587E9882E4285C	777139773	0x2E52363D	missing_in_ko_gemini	도전: 60초 내에 적의 붉은색 스킬 2회 반격	挑战：60秒内，反制敌人红光技2次		301220	missing_in_ko			translated	gemini-3.1-flash-lite-preview	11
/Game/Data/DataTables/BattleTutorial/DT_BattleTutorial_YCZL	C2C87AAA469ECF1E895031B52D476BE4	2433314683	0x91096F7B	missing_in_ko_gemini	적 처치	击败敌人		301210	missing_in_ko			translated	gemini-3.1-flash-lite-preview	2
/Game/Data/DataTables/BattleTutorial/DT_BattleTutorial_YCZL	C3D0EF32467582C148084097E8253092	465227271	0x1BBACE07	missing_in_ko_gemini	도전: 적 처치	挑战：击败敌人		301210	missing_in_ko			translated	gemini-3.1-flash-lite-preview	1
/Game/Data/DataTables/BattleTutorial/DT_BattleTutorial_YCZL	D84D7B4441BD4F8679302084E99A717F	3189943429	0xBE22AC85	missing_in_ko_gemini	튜토리얼: 유충창 추가 기술 후 파명격을 연계하세요.	教学：在流冲枪追加技后衔接破命击		301210	missing_in_ko			translated	gemini-3.1-flash-lite-preview	1
/Game/Data/DataTables/BattleTutorial/DT_BattleTutorial_YCZL	D9800DCA433D79F117CC1480C7D19EDA	3920521581	0xE9AE696D	missing_in_ko_gemini	튜토리얼: 유전륜 추가 기술 후 파명격을 연계하세요.	教学：在流转轮追加技后衔接破命击		301210	missing_in_ko			translated	gemini-3.1-flash-lite-preview	1
/Game/Data/DataTables/BattleTutorial/DT_BattleTutorial_YCZL	EE72343B40C95B1CFB186985F727A57A	1054444269	0x3ED98AED	missing_in_ko_gemini	파명격 시전 배우기	学习施放破命击		301210	missing_in_ko			translated	gemini-3.1-flash-lite-preview	1
/Game/Data/DataTables/BlindBox/DT_BlindBoxBubble	623FA3D846E7D06B9D227E961F2449E4	2120056342	0x7E5D7E16	missing_in_ko_gemini	교환 가능: 나 왕비	可兑换萝王后		31000001	missing_in_ko			translated	gemini-3.1-flash-lite-preview	1
/Game/Data/DataTables/BlindBox/DT_BlindBoxBubble	862347104AF0A219D405148B80492D1D	1851975254	0x6E62E656	missing_in_ko_gemini	교환 가능: 나 왕국	可兑换萝国王		31000001	missing_in_ko			translated	gemini-3.1-flash-lite-preview	1
/Game/Data/DataTables/CombatGrowth/BuffGrowth/DT_BuffGrowth_LBDS	F89921A84437C93DCE913F8B9AF2D5BF	139891140	0x085691C4	missing_in_ko_gemini	대기 상태일 때, 2초마다 <Skill_HL2 ContentRow="100802">항분치</>가 8 증가합니다.	自身处于后台时，每<Skill_Number>2</>秒增加<Skill_Number>8</>点<Skill_HL2 ContentRow="100802">亢奋值</>。		82012_1	missing_in_ko			translated	gemini-3.1-flash-lite-preview	1
/Game/Data/DataTables/CombatGrowth/BuffGrowth/DT_BuffGrowth_SummonRadishKing	0A3AD598480627D954A3B2B782113AC4	2176378490	0x81B8E67A	missing_in_ko_gemini	중첩당 환령 시전자의 유기 피해가 #Percent# 증가합니다. 이 효과는 유기 피해를 받은 후 #Time2#초 뒤에 종료되며, 최대 #Time#초간 지속되고 최대 #Stack#회 중첩됩니다.	每层提升受到来自唤灵释放者的流技伤害#Percent#，该效果会在受到流技伤害的#Time2#秒后结束，最长持续#Time#秒，最大叠加#Stack#层。		11008011_2	missing_in_ko			translated	gemini-3.1-flash-lite-preview	32
/Game/Data/DataTables/CombatGrowth/BuffGrowth/DT_BuffGrowth_SummonRadishKing	18FFCAF948E84BB9B97DAF80CA16770A	2176378490	0x81B8E67A	missing_in_ko_gemini	중첩당 환령 시전자의 유기 피해가 #Percent# 증가합니다. 이 효과는 유기 피해를 받은 후 #Time2#초 뒤에 종료되며, 최대 #Time#초간 지속되고 최대 #Stack#회 중첩됩니다.	每层提升受到来自唤灵释放者的流技伤害#Percent#，该效果会在受到流技伤害的#Time2#秒后结束，最长持续#Time#秒，最大叠加#Stack#层。		11008011_4	missing_in_ko			translated	gemini-3.1-flash-lite-preview	32
/Game/Data/DataTables/CombatGrowth/BuffGrowth/DT_BuffGrowth_SummonRadishKing	1C8A4FDF40343BCEF9FEC49AA178E0E6	2176378490	0x81B8E67A	missing_in_ko_gemini	중첩당 환령 시전자의 유기 피해가 #Percent# 증가합니다. 이 효과는 유기 피해를 받은 후 #Time2#초 뒤에 종료되며, 최대 #Time#초간 지속되고 최대 #Stack#회 중첩됩니다.	每层提升受到来自唤灵释放者的流技伤害#Percent#，该效果会在受到流技伤害的#Time2#秒后结束，最长持续#Time#秒，最大叠加#Stack#层。		11008011_1	missing_in_ko			translated	gemini-3.1-flash-lite-preview	32
/Game/Data/DataTables/CombatGrowth/BuffGrowth/DT_BuffGrowth_SummonRadishKing	2B82BF2649108B22D11EEAB378AC7753	2176378490	0x81B8E67A	missing_in_ko_gemini	중첩당 환령 시전자의 유기 피해가 #Percent# 증가합니다. 이 효과는 유기 피해를 받은 후 #Time2#초 뒤에 종료되며, 최대 #Time#초간 지속되고 최대 #Stack#회 중첩됩니다.	每层提升受到来自唤灵释放者的流技伤害#Percent#，该效果会在受到流技伤害的#Time2#秒后结束，最长持续#Time#秒，最大叠加#Stack#层。		11008010_13	missing_in_ko			translated	gemini-3.1-flash-lite-preview	32
/Game/Data/DataTables/CombatGrowth/BuffGrowth/DT_BuffGrowth_SummonRadishKing	31CC703F4C9810349A3D31AE7C49AD2D	2176378490	0x81B8E67A	missing_in_ko_gemini	중첩당 환령 시전자의 유기 피해가 #Percent# 증가합니다. 이 효과는 유기 피해를 받은 후 #Time2#초 뒤에 종료되며, 최대 #Time#초간 지속되고 최대 #Stack#회 중첩됩니다.	每层提升受到来自唤灵释放者的流技伤害#Percent#，该效果会在受到流技伤害的#Time2#秒后结束，最长持续#Time#秒，最大叠加#Stack#层。		11008010_11	missing_in_ko			translated	gemini-3.1-flash-lite-preview	32
/Game/Data/DataTables/CombatGrowth/BuffGrowth/DT_BuffGrowth_SummonRadishKing	3D9B913B450E73C9444FCEB68FFEB0C2	2176378490	0x81B8E67A	missing_in_ko_gemini	중첩당 환령 시전자의 유기 피해가 #Percent# 증가합니다. 이 효과는 유기 피해를 받은 후 #Time2#초 뒤에 종료되며, 최대 #Time#초간 지속되고 최대 #Stack#회 중첩됩니다.	每层提升受到来自唤灵释放者的流技伤害#Percent#，该效果会在受到流技伤害的#Time2#秒后结束，最长持续#Time#秒，最大叠加#Stack#层。		11008010_2	missing_in_ko			translated	gemini-3.1-flash-lite-preview	32
/Game/Data/DataTables/CombatGrowth/BuffGrowth/DT_BuffGrowth_SummonRadishKing	4948BFC743C9ACDAA3F564890690E894	2176378490	0x81B8E67A	missing_in_ko_gemini	중첩당 환령 시전자의 유기 피해가 #Percent# 증가합니다. 이 효과는 유기 피해를 받은 후 #Time2#초 뒤에 종료되며, 최대 #Time#초간 지속되고 최대 #Stack#회 중첩됩니다.	每层提升受到来自唤灵释放者的流技伤害#Percent#，该效果会在受到流技伤害的#Time2#秒后结束，最长持续#Time#秒，最大叠加#Stack#层。		11008011_11	missing_in_ko			translated	gemini-3.1-flash-lite-preview	32
